
ordered_product	ticket_id
13619	NULL
13718	NULL
13439	NULL
13658	NULL
13421	NULL
13652	NULL
81172	NULL
13613	NULL
77959	NULL
13670	NULL
13424	NULL
13766	NULL
13739	NULL
13742	NULL
13724	NULL
77997	NULL
13538	NULL
13721	NULL
13751	NULL
13634	NULL
13661	NULL
13745	NULL
13754	NULL
13631	NULL
13775	NULL
84605	NULL
25221	NULL
13769	NULL
82266	NULL
85252	NULL
80810	NULL
13466	NULL
13757	NULL
83712	NULL
13628	NULL
13781	NULL
82284	NULL
82269	NULL
80807	NULL
61581	NULL
80682	NULL
25223	NULL
80803	NULL
13934	NULL
67705	NULL
84094	NULL
82268	NULL
69310	NULL
82988	NULL
13790	NULL
13541	NULL
13784	NULL
14372	NULL
14798	NULL
79659	NULL
14381	NULL
68687	NULL
86245	NULL
88208	NULL
15113	NULL
14015	NULL
86198	NULL
13787	NULL
85998	NULL
25892	NULL
68788	NULL
40638	NULL
70973	NULL
71062	NULL
13547	NULL
87824	NULL
13550	NULL
81775	NULL
87918	NULL
87919	NULL
77732	NULL
13778	NULL
15047	NULL
87321	NULL
87880	NULL
87881	NULL
87908	NULL
87909	NULL
86202	NULL
87882	NULL
87907	NULL
87476	NULL
81173	NULL
79965	NULL
84928	NULL
84927	NULL
84920	NULL
77893	NULL
86306	NULL
76680	NULL
86098	NULL
47853	NULL
86448	NULL
25222	NULL
13553	NULL
