
mec_id	ticket_id
13421	NULL
13424	NULL
13433	NULL
13436	NULL
13439	NULL
13445	NULL
13451	NULL
13457	NULL
13460	NULL
13463	NULL
13466	NULL
13472	NULL
13475	NULL
13478	NULL
13481	NULL
13484	NULL
13505	NULL
13517	NULL
13520	NULL
13523	NULL
13526	NULL
13529	NULL
13532	NULL
13535	NULL
13538	NULL
13541	NULL
13547	NULL
13550	NULL
13553	NULL
13556	NULL
13562	NULL
13568	NULL
13574	NULL
13586	NULL
13598	NULL
13601	NULL
13604	NULL
13613	NULL
13619	NULL
13625	NULL
13631	NULL
13634	NULL
13652	NULL
13658	NULL
13661	NULL
13667	NULL
13670	NULL
13673	NULL
13712	NULL
13718	NULL
13721	NULL
13724	NULL
13730	NULL
13733	NULL
13736	NULL
13739	NULL
13742	NULL
13745	NULL
13748	NULL
13751	NULL
13754	NULL
13757	NULL
13760	NULL
13763	NULL
13766	NULL
13769	NULL
13775	NULL
13778	NULL
13781	NULL
13784	NULL
13787	NULL
13790	NULL
13847	NULL
13913	NULL
13934	NULL
13979	NULL
14015	NULL
14093	NULL
14168	NULL
14183	NULL
14186	NULL
14198	NULL
14225	NULL
14234	NULL
14237	NULL
14279	NULL
14306	NULL
14309	NULL
14318	NULL
14321	NULL
14324	NULL
14327	NULL
14333	NULL
14354	NULL
14372	NULL
14381	NULL
14675	NULL
14693	NULL
14696	NULL
14717	NULL
14798	NULL
14801	NULL
14987	NULL
15038	NULL
15044	NULL
15047	NULL
15113	NULL
15236	NULL
15491	NULL
15698	NULL
15800	NULL
15815	NULL
16682	NULL
18470	NULL
18479	NULL
19011	NULL
19014	NULL
22600	NULL
22904	NULL
23445	NULL
23605	NULL
23651	NULL
23660	NULL
25085	NULL
25087	NULL
25088	NULL
25094	NULL
25095	NULL
25097	NULL
25098	NULL
25099	NULL
25100	NULL
25121	NULL
25125	NULL
25126	NULL
25131	NULL
25132	NULL
25133	NULL
25134	NULL
25135	NULL
25136	NULL
25137	NULL
25138	NULL
25139	NULL
25143	NULL
25144	NULL
25171	NULL
25177	NULL
25182	NULL
25184	NULL
25185	NULL
25189	NULL
25192	NULL
25193	NULL
25198	NULL
25200	NULL
25221	NULL
25222	NULL
25223	NULL
25225	NULL
25229	NULL
25850	NULL
25852	NULL
25858	NULL
25860	NULL
25886	NULL
25892	NULL
27560	NULL
27562	NULL
27564	NULL
27608	NULL
27614	NULL
27618	NULL
27634	NULL
27636	NULL
27695	NULL
27697	NULL
27699	NULL
27701	NULL
27703	NULL
27705	NULL
27707	NULL
27709	NULL
28720	NULL
29657	NULL
30647	NULL
36312	NULL
38606	NULL
38692	NULL
43968	NULL
45923	NULL
45925	NULL
47853	NULL
51069	NULL
53809	NULL
57379	NULL
57384	NULL
59560	NULL
61342	NULL
61581	NULL
62148	NULL
67705	NULL
68685	NULL
68687	NULL
68721	NULL
68734	NULL
68788	NULL
69310	NULL
70026	NULL
70903	NULL
70971	NULL
71062	NULL
71744	NULL
77619	NULL
77621	NULL
77732	NULL
77740	NULL
77880	NULL
77893	NULL
77938	NULL
77959	NULL
77964	NULL
77997	NULL
79659	NULL
79965	NULL
79967	NULL
79970	NULL
79972	NULL
80677	NULL
80682	NULL
80803	NULL
80807	NULL
80810	NULL
81172	NULL
81173	NULL
81206	NULL
81699	NULL
81707	NULL
81709	NULL
81715	NULL
81721	NULL
81726	NULL
81775	NULL
81782	NULL
81787	NULL
81830	NULL
81832	NULL
81859	NULL
81978	NULL
81979	NULL
82103	NULL
82215	NULL
82266	NULL
82268	NULL
82269	NULL
82270	NULL
82454	NULL
82455	NULL
82456	NULL
82813	NULL
82814	NULL
82816	NULL
82818	NULL
82827	NULL
83712	NULL
84094	NULL
84123	NULL
84605	NULL
84797	NULL
84920	NULL
84927	NULL
84928	NULL
84932	NULL
85092	NULL
85093	NULL
85106	NULL
85252	NULL
85400	NULL
85403	NULL
85421	NULL
85627	NULL
85640	NULL
85642	NULL
85645	NULL
85664	NULL
85998	NULL
86098	NULL
86183	NULL
86193	NULL
86194	NULL
86198	NULL
86202	NULL
86245	NULL
86306	NULL
86427	NULL
86447	NULL
86448	NULL
86893	NULL
86894	NULL
86895	NULL
87201	NULL
87203	NULL
87321	NULL
87335	NULL
87349	NULL
87350	NULL
87351	NULL
87431	NULL
87475	NULL
87476	NULL
87486	NULL
87582	NULL
87583	NULL
87585	NULL
87587	NULL
87589	NULL
87594	NULL
87622	NULL
87628	NULL
87655	NULL
87658	NULL
87659	NULL
87660	NULL
87680	NULL
87681	NULL
87684	NULL
87686	NULL
87687	NULL
87688	NULL
87690	NULL
87691	NULL
87692	NULL
87693	NULL
87750	NULL
87798	NULL
87818	NULL
87820	NULL
87821	NULL
87824	NULL
87837	NULL
87838	NULL
87839	NULL
87840	NULL
87875	NULL
87876	NULL
87877	NULL
87878	NULL
87880	NULL
87881	NULL
87882	NULL
87907	NULL
87908	NULL
87909	NULL
87915	NULL
87916	NULL
87917	NULL
87918	NULL
87919	NULL
87920	NULL
87971	NULL
88025	NULL
88026	NULL
88166	NULL
88167	NULL
88168	NULL
88206	NULL
88208	NULL
88317	NULL
88318	NULL
88319	NULL
88427	NULL
88429	NULL
88431	NULL
88433	NULL
88435	NULL
88436	NULL
88437	NULL
88441	NULL
88449	NULL
88452	NULL
88454	NULL
88464	NULL
88465	NULL
89354	NULL
89358	NULL
89360	NULL
89370	NULL
89372	NULL
89375	NULL
89693	NULL
89694	NULL
