ticket_level_commission_id,product_id,admin_id,commission,hotel_prepaid_commission_percentage,is_hotel_prepaid_commission_percentage,commission_on_sale_price,hgs_prepaid_commission_percentage,ticket_net_price,museum_net_commission,merchant_net_commission,hotel_commission_net_price,hgs_commission_net_price
7592834	13820	4406	25	100.00	1	0	0.00	58.00	43.50	0.00	14.50	0.00
7592835	13820	4406	25	100.00	1	0	0.00	48.00	36.00	0.00	12.00	0.00
7592836	13820	4406	25	100.00	1	0	0.00	188.00	141.00	0.00	47.00	0.00
7592846	13823	4406	25	100.00	1	0	0.00	68.00	51.00	0.00	17.00	0.00
7592847	13823	4406	25	100.00	1	0	0.00	58.00	43.50	0.00	14.50	0.00
7592848	13823	4406	25	100.00	1	0	0.00	223.00	167.25	0.00	55.75	0.00
7594658	14126	4406	10	100.00	1	0	0.00	32.00	28.80	0.00	3.20	0.00
7594659	14126	4406	10	100.00	1	0	0.00	29.00	26.10	0.00	2.90	0.00
7594693	14138	4406	10	100.00	1	0	0.00	60.00	54.00	0.00	6.00	0.00
7594694	14138	4406	10	100.00	1	0	0.00	54.00	48.60	0.00	5.40	0.00
7592924	14153	4406	5	100.00	1	0	0.00	32.00	30.40	0.00	1.60	0.00
7592925	14153	4406	5	100.00	1	0	0.00	16.00	15.20	0.00	0.80	0.00
7592927	14153	4406	5	100.00	1	0	0.00	28.80	27.36	0.00	1.44	0.00
7592928	14153	4406	5	100.00	1	0	0.00	28.80	27.36	0.00	1.44	0.00
7595598	14159	4406	15	100.00	1	0	0.00	34.80	29.58	0.00	5.22	0.00
7595599	14159	4406	15	100.00	1	0	0.00	17.40	14.79	0.00	2.61	0.00
7595600	14159	4406	15	100.00	1	0	0.00	17.40	14.79	0.00	2.61	0.00
7595601	14159	4406	15	100.00	1	0	0.00	27.70	23.55	0.00	4.15	0.00
7595602	14159	4406	15	100.00	1	0	0.00	27.70	23.55	0.00	4.15	0.00
7595668	14162	4406	10	100.00	1	0	0.00	30.00	27.00	0.00	3.00	0.00
7595669	14162	4406	10	100.00	1	0	0.00	13.00	11.70	0.00	1.30	0.00
7595670	14162	4406	10	100.00	1	0	0.00	27.00	24.30	0.00	2.70	0.00
7595671	14162	4406	10	0.00	1	0	100.00	30.00	27.00	0.00	0.00	3.00
7595672	14162	4406	10	100.00	1	0	0.00	27.00	24.30	0.00	2.70	0.00
7594960	14165	4406	20	100.00	1	0	0.00	25.00	20.00	0.00	5.00	0.00
7594961	14165	4406	20	100.00	1	0	0.00	10.00	8.00	0.00	2.00	0.00
7594963	14165	4406	20	100.00	1	0	0.00	22.50	18.00	0.00	4.50	0.00
7594964	14165	4406	20	100.00	1	0	0.00	22.50	18.00	0.00	4.50	0.00
7594965	14165	4406	20	100.00	1	0	0.00	35.00	28.00	0.00	7.00	0.00
7594966	14165	4406	20	100.00	1	0	0.00	60.00	48.00	0.00	12.00	0.00
7594332	14228	4406	15	100.00	1	0	0.00	15.00	12.75	0.00	2.25	0.00
7594333	14228	4406	15	100.00	1	0	0.00	24.00	20.40	0.00	3.60	0.00
7594334	14228	4406	15	100.00	1	0	0.00	24.00	20.40	0.00	3.60	0.00
7594336	14228	4406	15	100.00	1	0	0.00	13.60	11.56	0.00	2.04	0.00
7594337	14228	4406	15	100.00	1	0	0.00	13.60	11.56	0.00	2.04	0.00
7594338	14228	4406	15	100.00	1	0	0.00	21.80	18.53	0.00	3.27	0.00
7594339	14228	4406	15	100.00	1	0	0.00	21.80	18.53	0.00	3.27	0.00
7594341	14228	4406	15	100.00	1	0	0.00	15.00	12.75	0.00	2.25	0.00
7594342	14228	4406	15	100.00	1	0	0.00	15.00	12.75	0.00	2.25	0.00
7594343	14228	4406	15	100.00	1	0	0.00	24.00	20.40	0.00	3.60	0.00
7594372	14231	4406	15	100.00	1	0	0.00	6.00	5.10	0.00	0.90	0.00
7594373	14231	4406	15	100.00	1	0	0.00	16.00	13.60	0.00	2.40	0.00
7594375	14231	4406	15	100.00	1	0	0.00	4.50	3.83	0.00	0.67	0.00
7594376	14231	4406	15	100.00	1	0	0.00	5.00	4.25	0.00	0.75	0.00
7594377	14231	4406	15	100.00	1	0	0.00	9.00	7.65	0.00	1.35	0.00
7594378	14231	4406	15	100.00	1	0	0.00	5.00	4.25	0.00	0.75	0.00
7594379	14231	4406	15	100.00	1	0	0.00	9.00	7.65	0.00	1.35	0.00
7594380	14231	4406	15	100.00	1	0	0.00	9.00	7.65	0.00	1.35	0.00
7594382	14231	4406	15	100.00	1	0	0.00	6.00	5.10	0.00	0.90	0.00
7594383	14231	4406	15	100.00	1	0	0.00	9.00	7.65	0.00	1.35	0.00
7594384	14231	4406	15	100.00	1	0	0.00	16.00	13.60	0.00	2.40	0.00
7594385	14231	4406	15	100.00	1	0	0.00	9.00	7.65	0.00	1.35	0.00
7594387	14231	4406	15	100.00	1	0	0.00	6.00	5.10	0.00	0.90	0.00
7594388	14231	4406	15	100.00	1	0	0.00	9.75	8.29	0.00	1.46	0.00
7594389	14231	4406	15	100.00	1	0	0.00	17.50	14.88	0.00	2.62	0.00
7594390	14231	4406	15	100.00	1	0	0.00	9.75	8.29	0.00	1.46	0.00
7594393	14231	4406	15	100.00	1	0	0.00	4.50	3.83	0.00	0.67	0.00
7594394	14231	4406	15	100.00	1	0	0.00	6.75	5.74	0.00	1.01	0.00
7594395	14231	4406	15	100.00	1	0	0.00	12.00	10.20	0.00	1.80	0.00
7594397	14231	4406	15	100.00	1	0	0.00	6.75	5.74	0.00	1.01	0.00
