BASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIL,,,,,Guides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MID ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIGHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIGH WB,,,,INDIVIDUAL,,,,,,,,,,Flight Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6098,6155,6197,6212,6230,6269,6299,6305,6329,6335,6338,6347,6476,6554,6599,6608,6611,6674,6704,6716,6764,6773,6845,6851,6866,7049,7103,7196,7199,7229,7241,7298,7364,7388,7397,7418,7445,7469,7535,7604,7622,7625,7649,7664,7676,7685,7706,7712,7733,7844,7868,7928,8489,8507,8699,8738,8756,8870,8891,8933,8939,8969,8981,9032,10652,11745,14207,28382,37686,39216,41063,41169,41181,41201,41603,41873,44093,11528,45310,45761,48428,49072,49303,6092,6152,6158,6176,6182,6185,6224,6245,6257,6374,6380,6407,6443,6449,6452,6590,6620,6638,6641,6668,6710,6770,6782,6788,6791,6833,6878,6887,6929,6956,6962,6974,7004,7064,7133,7157,7187,7211,7214,7262,7340,7379,7403,7421,7430,7439,7454,7526,7607,7673,7682,7688,7697,7805,7832,7850,7937,7988,7997,8468,8477,8576,8660,8663,10655,11818,14235,33986,34226,37658,37692,38240,40975,41805,41935,45291,32793,47172,47397,47975,48016,48747,49601,6131,6188,6191,6254,6308,6392,6440,6464,6467,6482,6488,6509,6584,6749,6806,6836,6881,6893,6905,6968,7070,7085,7100,7109,7118,7202,7208,7217,7232,7235,7322,7346,7448,7463,7496,7550,7637,7655,7667,7670,7694,7916,7943,8315,8441,8498,8597,8615,8867,9077,9554,10649,33504,34342,38816,39132,40876,40967,40973,44213,45545,45547,45759,14253,37604,48017,49503,49648,49764,49777,6065,6116,6146,6161,6167,6194,6200,6218,6239,6242,6275,6326,6356,6359,6479,6680,6692,6701,6797,6803,6815,6818,6842,6848,6854,6875,6890,6902,6965,7019,7052,7082,7136,7151,7154,7163,7223,7274,7277,7292,7295,7361,7409,7412,7415,7484,7547,7580,7616,7709,7730,7778,7817,7871,7892,7979,8312,8354,8411,8435,8483,8516,8918,9050,9353,9533,10926,10935,14177,14446,30643,32860,33310,33326,37684,37722,44207,48178,50377,6071,6104,6107,6140,6203,6251,6278,6398,6497,6503,6623,6629,6689,6698,6707,6761,6794,6800,6839,6869,6932,6959,6989,7040,7061,7127,7142,7145,7184,7265,7310,7349,7373,7391,7400,7460,7475,7532,7559,7574,7724,7754,7838,7841,7907,7958,7994,8447,8456,8495,8531,8546,8594,8624,8687,8771,8855,8897,8924,8927,8999,9326,9350,28462,32711,34386,37666,40738,40965,44063,44371,45492,45760,47607,48015,48018,48432,50240,6272,6293,6332,6350,6404,6419,6473,6560,6626,6653,6695,6755,6758,6824,6884,6911,6971,7022,7025,7112,7160,7172,7175,7181,7193,7247,7304,7427,7466,7472,7490,7529,7553,7568,7571,7589,7643,7658,7700,7784,7814,7826,7859,7895,7904,7964,7967,7976,8000,8453,8465,8492,8501,8519,8549,8582,8675,8882,8900,8909,8912,8966,9056,10767,11091,14206,29465,32934,33000,34090,37662,38544,41907,44121,47287,47886,48056,48061,48180,48504,48595,49249,49385,49475,49560,6110,6260,6290,6302,6311,6317,6323,6371,6389,6428,6455,6470,6563,6593,6635,6647,6743,6752,6908,6986,7013,7028,7058,7079,7088,7190,7256,7301,7319,7370,7406,7478,7481,7493,7508,7523,7538,7556,7562,7610,7634,7646,7691,7703,7757,7802,7820,7823,7865,7901,7946,7961,8414,8525,8534,8558,8690,8780,8936,8951,9041,9125,9530,11136,27802,28460,33026,34002,37668,40971,41899,44011,44021,44373,45624,45699,46033,11904,11980,37656,47398,47586,48020,48203,49060,5717,6122,6134,6137,6233,6263,6284,6287,6320,6353,6365,6377,6386,6401,6422,6425,6431,6437,6461,6491,6632,6656,6665,6683,6686,6746,6767,6776,6821,6863,6896,6899,6914,6983,7043,7076,7106,7139,7169,7178,7250,7313,7328,7358,7367,7424,7487,7502,7514,7565,7592,7628,7736,7751,7793,7913,7925,7931,7934,8504,8948,8954,8963,8975,9038,9053,10773,10830,10932,11992,14484,28532,33988,34124,34198,34798,37664,37688,37690,41247,41281,41665,41857,44023,44477,44629,45538,11724,14170,47550,48019,48191,48430,49057,49689,50332,7016,8627,8636,8666,50554,50611,50604,50697,50648,44211,8480,8420,50712,50745,51153,51091,51102,51126,50894,50794,50863,7205,6953,43523,7679,34188,6113,8630,47821,47827,47833,47834,47839,47851,47837,47840,47843,47847,8633,8702,8720,8831,47822,47824,47830,47832,47842,47848,47855,47856,8642,8681,47823,47826,47831,47850,8678,47844,47845,47852,8618,8621,8651,8711,8714,8753,47820,47825,47828,47841,47849,47853,50447,8612,8693,8732,47829,8696,8726,47838,47846,47854,6215,8987,34492,8978,8990,44215,9029,7919,8402,42279,7601,7220,7073,7097,7130,7307,6809,7010,7031,7499,8444,11259,6677,7307,7097,7073,7655,7449,7220,51854,7055,7130,7205,7031,7010,7055,8984,8423,6314,8972,6179,50445,8429,6458,44209,7910,7718,7862,7880,7772,14486,722,457,6458,818,27476,2899,16313,44063,7718,6809,7772,7862,7919,50832,6446,9275,9278,6281,6860,7796,7091,7829,32795,38814,9527,44377,50926,51000,8327,8351,8357,8378,8387,8396,8333,8372,8822,8816,8330,8390,8405,8324,8363,8366,8321,8348,8360,8381,8384,44587,8318,8339,8342,8345,8375,8399,8789,8369,8393,8408,8834
