channel_level_commission_id,product_id,admin_id,commission,hotel_prepaid_commission_percentage,is_hotel_prepaid_commission_percentage,commission_on_sale_price,hgs_prepaid_commission_percentage,ticket_net_price,museum_net_commission,merchant_net_commission,hotel_commission_net_price,hgs_commission_net_price,resale_currency_level,currency
186311	13799	686	28	100.00	0	0	0.00	89.00	56.78	0.00	24.92	0.00	1	GBP
186312	13799	686	28	100.00	0	0	0.00	94.00	56.88	0.00	26.32	0.00	1	GBP
186313	13799	686	28	100.00	0	0	0.00	94.00	56.88	0.00	26.32	0.00	1	GBP
186314	13799	686	28	100.00	0	0	0.00	366.00	252.72	0.00	102.48	0.00	1	GBP
186316	13799	686	28	100.00	0	0	0.00	95.00	56.60	0.00	26.60	0.00	1	GBP
186317	13799	686	28	100.00	0	0	0.00	99.00	56.48	0.00	27.72	0.00	1	GBP
186318	13799	686	28	100.00	0	0	0.00	99.00	56.48	0.00	27.72	0.00	1	GBP
186319	13799	686	28	100.00	0	0	0.00	390.00	265.50	0.00	109.20	0.00	1	GBP
186550	13850	686	28	100.00	0	0	0.00	69.00	50.75	0.00	17.25	0.00	1	GBP
186551	13850	686	28	100.00	0	0	0.00	59.00	43.25	0.00	14.75	0.00	1	GBP
186552	13850	686	28	100.00	0	0	0.00	64.00	47.00	0.00	16.00	0.00	1	GBP
186037	14495	686	21	100.00	0	0	0.00	25.00	20.00	0.00	5.00	0.00	1	GBP
186038	14495	686	21	100.00	0	0	0.00	16.00	12.80	0.00	3.20	0.00	1	GBP
186039	14495	686	21	100.00	0	0	0.00	20.00	16.00	0.00	4.00	0.00	1	GBP
186047	14504	686	21	100.00	0	0	0.00	24.00	19.20	0.00	4.80	0.00	1	GBP
186048	14504	686	21	100.00	0	0	0.00	15.00	12.00	0.00	3.00	0.00	1	GBP
186049	14504	686	21	100.00	0	0	0.00	16.00	12.80	0.00	3.20	0.00	1	GBP
186050	14504	686	21	100.00	0	0	0.00	16.00	12.80	0.00	3.20	0.00	1	GBP
186069	14153	686	5	100.00	0	0	0.00	22.00	20.90	0.00	1.10	0.00	1	GBP
186070	14153	686	5	100.00	0	0	0.00	11.00	10.45	0.00	0.55	0.00	1	GBP
186071	14153	686	5	100.00	0	0	0.00	17.60	16.72	0.00	0.88	0.00	1	GBP
186072	14153	686	5	100.00	0	0	0.00	17.60	16.72	0.00	0.88	0.00	1	GBP
186229	14162	686	12	100.00	0	0	0.00	21.00	18.90	0.00	2.10	0.00	1	GBP
186230	14162	686	12	100.00	0	0	0.00	9.00	8.10	0.00	0.90	0.00	1	GBP
186231	14162	686	12	100.00	0	0	0.00	18.00	16.20	0.00	1.80	0.00	1	GBP
186232	14162	686	12	100.00	0	0	0.00	18.00	16.20	0.00	1.80	0.00	1	GBP
186208	14165	686	25	100.00	0	0	0.00	20.00	16.00	0.00	4.00	0.00	1	GBP
186209	14165	686	25	100.00	0	0	0.00	8.50	6.80	0.00	1.70	0.00	1	GBP
186210	14165	686	25	100.00	0	0	0.00	17.50	14.00	0.00	3.50	0.00	1	GBP
186211	14165	686	25	100.00	0	0	0.00	17.50	14.00	0.00	3.50	0.00	1	GBP
186212	14165	686	25	100.00	0	0	0.00	48.50	38.80	0.00	9.70	0.00	1	GBP
11344188	14300	686	15	100.00	1	0	0.00	12.00	10.20	0.00	1.80	0.00	1	GBP
11344189	14300	686	15	100.00	1	0	0.00	6.80	5.78	0.00	1.02	0.00	1	GBP
186191	14312	686	15	100.00	0	0	0.00	13.50	11.47	0.00	2.03	0.00	1	GBP
186192	14312	686	15	100.00	0	0	0.00	6.70	5.69	0.00	1.01	0.00	1	GBP
186193	14312	686	15	100.00	0	0	0.00	12.20	10.37	0.00	1.83	0.00	1	GBP
186194	14312	686	15	100.00	0	0	0.00	10.80	9.18	0.00	1.62	0.00	1	GBP
11384693	14342	686	20	100.00	1	0	0.00	17.00	14.45	0.00	2.55	0.00	1	GBP
11384694	14342	686	20	100.00	1	0	0.00	10.00	8.50	0.00	1.50	0.00	1	GBP
12938295	14357	686	15	100.00	1	0	0.00	19.00	17.10	0.00	1.90	0.00	1	GBP
12938296	14357	686	15	100.00	1	0	0.00	9.50	8.55	0.00	0.95	0.00	1	GBP
12938297	14357	686	15	100.00	1	0	0.00	15.20	13.68	0.00	1.52	0.00	1	GBP
12938298	14357	686	15	100.00	1	0	0.00	15.20	13.68	0.00	1.52	0.00	1	GBP
186257	13682	686	28	100.00	0	0	0.00	34.00	20.68	0.00	9.52	0.00	1	GBP
186258	13682	686	28	100.00	0	0	0.00	37.00	22.84	0.00	10.36	0.00	1	GBP
186259	13682	686	28	100.00	0	0	0.00	37.00	22.84	0.00	10.36	0.00	1	GBP
186260	13682	686	28	100.00	0	0	0.00	141.00	97.72	0.00	39.48	0.00	1	GBP
186261	13682	686	28	100.00	0	0	0.00	42.00	26.44	0.00	11.76	0.00	1	GBP
186262	13682	686	28	100.00	0	0	0.00	37.00	22.84	0.00	10.36	0.00	1	GBP
186263	13682	686	28	100.00	0	0	0.00	39.00	24.28	0.00	10.92	0.00	1	GBP
186264	13682	686	28	100.00	0	0	0.00	39.00	24.28	0.00	10.92	0.00	1	GBP
186265	13682	686	28	100.00	0	0	0.00	153.00	106.36	0.00	42.84	0.00	1	GBP
186111	14480	686	25	100.00	0	0	0.00	19.25	16.36	0.00	2.89	0.00	1	GBP
186112	14480	686	25	100.00	0	0	0.00	12.50	10.62	0.00	1.88	0.00	1	GBP
12388279	14456	686	25	100.00	1	0	0.00	50.00	40.00	0.00	10.00	0.00	1	GBP
12388280	14456	686	25	100.00	1	0	0.00	25.00	20.00	0.00	5.00	0.00	1	GBP
187014	13685	686	28	100.00	0	0	0.00	42.00	27.70	0.00	10.50	0.00	1	GBP
187015	13685	686	28	100.00	0	0	0.00	37.00	23.95	0.00	9.25	0.00	1	GBP
187016	13685	686	28	100.00	0	0	0.00	40.00	26.20	0.00	10.00	0.00	1	GBP
187017	13685	686	28	100.00	0	0	0.00	40.00	26.20	0.00	10.00	0.00	1	GBP
187018	13685	686	28	100.00	0	0	0.00	153.00	110.95	0.00	38.25	0.00	1	GBP
187019	13685	686	28	100.00	0	0	0.00	48.00	27.70	0.00	12.00	0.00	1	GBP
187020	13685	686	28	100.00	0	0	0.00	43.00	23.95	0.00	10.75	0.00	1	GBP
187021	13685	686	28	100.00	0	0	0.00	46.00	26.20	0.00	11.50	0.00	1	GBP
187022	13685	686	28	100.00	0	0	0.00	46.00	26.20	0.00	11.50	0.00	1	GBP
187023	13685	686	28	100.00	0	0	0.00	177.00	124.45	0.00	44.25	0.00	1	GBP
186286	13796	686	28	100.00	0	0	0.00	79.00	46.08	0.00	22.12	0.00	1	GBP
186287	13796	686	28	100.00	0	0	0.00	74.00	45.98	0.00	20.72	0.00	1	GBP
186288	13796	686	28	100.00	0	0	0.00	76.00	43.92	0.00	21.28	0.00	1	GBP
186289	13796	686	28	100.00	0	0	0.00	76.00	43.92	0.00	21.28	0.00	1	GBP
186290	13796	686	28	100.00	0	0	0.00	296.00	202.32	0.00	82.88	0.00	1	GBP
186291	13796	686	28	100.00	0	0	0.00	81.00	43.02	0.00	22.68	0.00	1	GBP
186292	13796	686	28	100.00	0	0	0.00	76.00	42.92	0.00	21.28	0.00	1	GBP
186293	13796	686	28	100.00	0	0	0.00	78.00	41.36	0.00	21.84	0.00	1	GBP
186294	13796	686	28	100.00	0	0	0.00	78.00	41.36	0.00	21.84	0.00	1	GBP
186295	13796	686	28	100.00	0	0	0.00	304.00	203.58	0.00	85.12	0.00	1	GBP
186369	13805	686	28	100.00	0	0	0.00	39.00	26.28	0.00	10.92	0.00	1	GBP
186370	13805	686	28	100.00	0	0	0.00	39.00	26.28	0.00	10.92	0.00	1	GBP
186371	13805	686	28	100.00	0	0	0.00	39.00	26.28	0.00	10.92	0.00	1	GBP
186372	13805	686	28	100.00	0	0	0.00	42.00	28.44	0.00	11.76	0.00	1	GBP
186373	13805	686	28	100.00	0	0	0.00	42.00	28.44	0.00	11.76	0.00	1	GBP
186512	13844	686	23	100.00	0	0	0.00	27.00	17.45	0.00	6.75	0.00	1	GBP
186513	13844	686	23	100.00	0	0	0.00	22.00	13.70	0.00	5.50	0.00	1	GBP
186514	13844	686	23	100.00	0	0	0.00	22.00	13.70	0.00	5.50	0.00	1	GBP
186515	13844	686	23	100.00	0	0	0.00	22.00	13.70	0.00	5.50	0.00	1	GBP
186516	13844	686	23	100.00	0	0	0.00	88.00	63.20	0.00	22.00	0.00	1	GBP
186517	13844	686	23	100.00	0	0	0.00	27.00	17.45	0.00	6.75	0.00	1	GBP
186518	13844	686	23	100.00	0	0	0.00	22.00	13.70	0.00	5.50	0.00	1	GBP
186519	13844	686	23	100.00	0	0	0.00	22.00	13.70	0.00	5.50	0.00	1	GBP
186520	13844	686	23	100.00	0	0	0.00	22.00	13.70	0.00	5.50	0.00	1	GBP
186521	13844	686	23	100.00	0	0	0.00	88.00	63.20	0.00	22.00	0.00	1	GBP
