ticket_id,tps_id,hotel_id,channel_id,reseller_id
22886,428445,5960,517,541
14159,362454,7307,830,541
13421,77141,7718,830,541
81206,429841,2648,156,114
14258,437786,7418,830,541
13682,206390,722,10,17
13652,78815,6860,830,541
14417,417225,7964,830,541
13658,78827,53546,830,541
13541,78467,2899,262,541
13739,112956,8975,830,541
40352,339915,45492,830,541
13658,78827,8942,517,541
86427,429384,5960,517,541
14159,362456,7718,830,541
70893,339824,7463,830,541
14126,303552,7346,830,541
13670,78863,686,14,541
15827,303499,5963,517,541
14159,362455,8660,830,541
14336,422862,7187,830,541
14336,422863,7187,830,541
13718,79439,6179,830,541
13739,112953,8756,830,541
13829,422880,6686,830,541
14456,362998,846,16,69
13724,79472,5960,517,541
13817,384499,6875,830,541
13721,430733,5960,517,541
14417,417226,5960,517,541
13796,314402,44063,830,541
61395,339057,6458,830,541
14336,422865,38814,830,541
15566,339897,5963,517,541
13658,78827,6353,830,541
13805,428900,27476,1430,1380
17618,303487,7073,830,541
15605,428534,457,12,15
13721,430733,8942,517,541
13439,77171,2899,262,541
13682,206384,5960,517,541
15569,427014,5960,517,541
86427,429384,6656,830,541
13949,243121,722,10,17
14159,362453,7904,830,541
57036,428546,818,28,61
14153,387859,7796,830,541
13742,79511,2648,156,541
13829,421818,53546,830,541
13931,339573,9029,830,541
60609,415013,13911,1304,686
15599,339927,44587,830,541
50545,303561,7031,830,541
13997,341177,846,16,69
13844,428405,457,12,15
13829,454864,686,14,51
50601,303546,41281,830,541
13421,77141,7463,830,541
13421,77141,6863,830,541
52867,421037,7205,830,541
13421,77141,50697,830,541
14060,339509,457,12,15
13538,78380,818,28,541
84605,421146,6878,830,541
14417,417225,7307,830,541
13805,428903,457,12,15
13724,79469,8975,830,541
14165,457662,34002,830,541
14153,450860,47586,830,541
13619,112548,6179,830,541
15590,339911,8942,517,541
61395,441999,5963,517,541
15827,303498,5963,517,541
82215,412909,50863,830,541
17618,303487,6809,830,541
13832,339497,7463,830,541
14432,303565,7862,830,541
40338,428262,30643,830,541
13751,79535,5963,517,541
70893,339825,722,10,17
13682,428253,8423,830,541
52867,421041,7073,830,541
13832,428400,6686,830,541
13955,428542,457,12,15
14258,341099,5963,517,541
25788,406641,44587,830,541
28572,304672,53594,830,541
13829,421823,30643,830,541
13424,112596,9125,830,541
13829,422876,722,10,17
13799,339247,33310,830,541
13952,339763,5960,517,541
14126,303552,7964,830,541
13670,78860,7718,830,541
13829,421835,27476,1430,1380
84605,421146,6824,830,541
14042,339567,722,10,17
14159,362454,8696,830,541
14069,350890,8429,830,541
14159,362456,6656,830,541
13829,421819,6179,830,541
13928,428466,53205,830,541
13829,422880,405,30,19
13670,78863,6458,517,541
13718,79439,6656,830,541
13916,339528,6215,830,541
13658,78827,52180,830,541
13829,421819,6203,830,541
15569,427018,2899,262,211
17606,303483,7460,830,541
13904,428481,33310,830,541
13892,428469,457,12,15
85252,423759,7130,830,541
14162,421043,7796,830,541
13421,77141,48832,517,541
74769,366839,2899,262,211
13724,79475,5963,517,541
13829,454990,27476,1430,1380
52867,421039,7145,830,541
14342,345467,7934,830,541
14426,303504,51924,830,541
14036,429737,457,12,15
86427,429384,7460,830,541
25362,433492,846,16,69
14033,339541,818,28,61
13670,78863,6146,830,541
13652,78815,7526,830,541
86895,432782,5960,517,541
14153,387856,7718,830,541
13652,78815,13223,1304,541
23158,339751,6686,830,541
14495,285388,51000,830,541
24857,328770,405,30,19
13685,339232,818,28,61
13718,79439,7481,830,541
14159,362456,7205,830,541
61384,339244,2899,262,211
13829,421828,50293,5157,4406
14159,362454,50332,830,541
13658,78827,6356,830,541
15599,339930,5717,830,541
13538,78380,44587,830,541
14153,387856,7772,830,541
14159,362454,7388,830,541
13754,79544,6257,830,541
22886,339226,6809,830,541
52867,421038,51854,830,541
13724,79475,846,16,541
22578,339549,44587,830,541
13421,77141,722,10,541
13742,79508,722,10,541
13739,112953,722,10,541
13757,113121,722,10,541
13754,79538,5960,517,541
13718,79442,722,10,541
13613,78722,722,10,541
13613,78722,5960,517,541
13718,79439,6356,830,541
13718,79442,457,12,541
13670,78860,2648,156,541
13661,121256,5960,517,541
81206,408096,2648,156,114
14495,285388,722,10,17
13670,78860,13520,1304,541
15599,339928,722,10,17
13421,77141,818,28,541
50601,303547,1790,140,99
71702,343886,2899,262,211
13466,77267,457,12,541
13652,78815,33310,830,541
13421,77141,8975,830,541
14162,421043,722,10,17
13661,121256,457,12,541
70902,428568,722,10,17
13907,428500,457,12,15
13829,454972,5957,665,674
13829,421827,5960,517,541
13829,422879,8756,830,541
13829,422879,50293,5157,4406
25840,406849,8480,830,541
15590,339910,722,10,17
15590,428505,44063,830,541
13421,77141,33310,830,541
13997,341177,5960,517,541
14159,362454,7601,830,541
70902,428569,722,10,17
60608,415009,457,12,15
14162,421042,6686,830,541
13952,339760,5960,517,541
13541,78467,457,12,541
15605,428532,405,30,19
14153,450860,5960,517,541
13829,422875,457,12,15
13652,78815,44629,830,541
13829,421828,722,10,17
13658,78827,6611,830,541
15599,339927,2899,262,211
13721,430733,7919,830,541
59340,415008,457,12,15
70893,339824,405,30,19
40352,339915,722,10,17
14336,422866,7187,830,541
13424,112593,6686,830,541
13670,78863,405,30,541
22634,340116,457,12,15
22636,430151,457,12,15
13724,79469,846,16,541
13751,79535,457,12,541
13421,77141,50604,830,541
13832,339497,27476,1430,1380
50545,303561,7862,830,541
14513,390078,5957,665,674
13721,113070,457,12,541
22886,339225,6809,830,541
13832,428400,6257,830,541
14417,438105,7601,830,541
26591,406867,45492,830,541
13796,314405,49055,5021,4341
13466,77264,722,10,541
15569,427018,457,12,15
81172,407902,7130,830,541
15605,428532,33310,830,541
13829,421819,50293,5157,4406
13670,78860,9125,830,541
14153,450859,7079,830,541
52867,421037,7304,830,541
61227,458302,6476,830,541
81787,411063,722,10,17
13952,339760,2899,262,211
26591,319115,44587,830,541
14162,421042,8423,830,541
13994,341218,722,10,17
14336,422863,5960,517,541
13817,384500,6854,830,541
13829,421823,846,16,69
14153,450860,45492,830,541
13757,113121,5717,830,541
86895,432781,7601,830,541
13742,79508,30643,830,541
13613,78722,8897,830,541
14159,362453,6824,830,541
14126,303552,7220,830,541
14006,343633,457,12,15
13829,421824,8423,830,541
13916,339532,457,12,15
13670,78860,846,16,541
70893,428563,722,10,17
15566,428489,8423,830,541
22584,339940,846,16,69
13949,243119,27476,1430,1380
13829,421828,44629,830,541
13832,428400,8423,830,541
13721,113067,44063,830,541
52867,421037,8423,830,541
14453,433496,8927,830,541
13742,117471,722,10,541
15566,339900,5963,517,541
13718,79439,6809,830,541
13829,422876,27476,1430,1380
13421,77141,7673,830,541
86427,429384,7805,830,541
23158,428476,6686,830,541
13718,79439,7499,830,541
15569,427008,457,12,15
13928,339734,44587,830,541
14159,362456,51661,830,541
13670,78860,48832,517,541
13829,422875,5960,517,541
13421,90479,5717,830,541
13670,78863,49503,830,541
13799,339250,722,10,17
13424,112593,6176,830,541
13820,384501,7718,830,541
57039,339973,722,10,17
44260,314395,457,12,15
13928,339734,6278,830,541
52867,421037,6968,830,541
13613,78725,44063,830,541
50601,303546,6380,830,541
40352,339916,457,12,15
13829,454977,6458,830,541
73023,354305,6278,830,541
14126,303552,7979,830,541
50601,303546,7703,830,541
13826,272822,6809,830,541
13805,428900,5960,517,541
15605,339946,14235,830,541
15113,404130,2899,262,211
13844,339519,457,12,15
13724,79472,6278,830,541
13658,78827,7055,830,541
14162,421042,7205,830,541
13661,121256,7658,830,541
13829,421829,722,10,17
59337,336471,457,12,15
13424,112596,49055,5021,541
13904,339892,818,28,61
61384,428273,51832,5316,1010
15605,339946,49055,5021,4341
52867,421037,7751,830,541
13421,77141,7091,830,541
13718,79439,7091,830,541
50545,303560,7031,830,541
13721,113073,44587,830,541
13424,112593,8483,830,541
13949,243119,846,16,69
86198,428603,8984,830,541
52867,421037,7172,830,541
13829,421823,6146,830,541
13619,112545,818,28,541
14162,421044,8423,830,541
13421,77141,6824,830,541
73825,429099,2899,262,211
13439,77171,6281,830,541
13424,112596,2899,262,541
15653,340102,5963,517,541
70902,339836,6104,830,541
87918,440641,5960,517,541
15605,339951,2899,262,211
81859,411337,457,12,15
15218,343648,457,12,15
14159,362454,51924,830,541
13832,339497,6257,830,541
13619,112545,52072,830,541
13769,79598,2899,262,541
86245,433466,5960,517,541
13829,421818,44587,830,541
13796,428280,8984,830,541
13796,314401,6179,830,541
14153,387855,7913,830,541
14312,334704,5960,517,541
82215,412910,50863,830,541
13829,421821,53911,830,541
13817,384498,7778,830,541
13820,384501,44063,830,541
13658,78827,49764,830,541
23445,303543,51421,830,541
15566,339902,7481,830,541
13844,339515,47287,830,541
13796,314401,7718,830,541
52867,421037,6875,830,541
13829,454863,405,30,19
17618,303487,7172,830,541
13658,78827,11745,830,541
14381,82037,846,16,541
14231,366791,6809,830,541
13739,112953,51832,5316,541
13652,78815,8972,830,541
23158,428479,44587,830,541
13829,454862,54096,830,541
87658,438793,722,10,17
17618,303488,8756,830,541
14153,387858,7796,830,541
15605,339949,49055,5021,4341
14447,303519,7964,830,541
13424,112599,8423,830,541
81787,411066,50604,830,541
14258,341099,7460,830,541
13718,79439,8483,830,541
13826,272823,6809,830,541
13766,79589,846,16,541
14039,339506,8975,830,541
50545,303561,7601,830,541
13829,421818,9125,830,541
86427,429384,7220,830,541
13829,454978,5957,665,674
22578,339555,846,16,69
13652,78815,6134,830,541
15569,427011,722,10,17
14060,339512,457,12,15
13829,422869,44587,830,541
14453,328705,457,12,15
14015,430744,2899,262,211
13916,339531,49055,5021,4341
14660,303493,8942,517,541
14012,430186,457,12,15
13787,79652,2899,262,541
14003,430201,44587,830,541
13904,428482,5960,517,541
13829,454972,405,30,19
26460,406904,30643,830,541
13739,112956,6104,830,541
14258,437786,5960,517,541
13670,78860,6809,830,541
57039,339971,722,10,17
57036,339959,457,12,15
50601,303546,7904,830,541
57036,339960,9029,830,541
25049,420073,8480,830,541
15569,427008,8942,517,541
14159,362454,7349,830,541
85998,427743,44587,830,541
13682,206390,6611,830,541
13769,79595,45492,830,541
15599,428518,457,12,15
13658,78827,6860,830,541
13613,78722,6860,830,541
23499,341168,722,10,17
13718,79439,7526,830,541
73023,428437,6278,830,541
22578,339557,457,12,15
22622,340126,457,12,15
13421,77141,7526,830,541
13718,79442,7463,830,541
14357,450866,5960,517,541
14159,362453,28460,830,541
13829,421819,7751,830,541
14126,303552,6281,830,541
15659,339275,27476,1430,1380
15569,411331,457,12,15
13670,78863,7802,830,541
13745,112962,457,12,541
13796,314404,457,12,15
14153,450861,7724,830,541
13931,339573,722,10,17
13658,78827,5960,517,541
13817,384498,6854,830,541
13931,339573,2899,262,211
15605,428532,457,12,15
13421,77141,2648,156,541
13904,339891,457,12,15
14078,341117,2899,262,211
13658,78827,8423,830,541
13928,428463,457,12,15
13718,79442,8975,830,541
13952,339759,846,16,69
70902,339836,722,10,17
13670,78863,6458,830,541
61426,415014,722,10,17
13670,78860,5963,517,541
13742,79508,5963,517,541
22584,428527,722,10,17
13652,78815,7718,830,541
15659,428300,6386,830,541
14027,339547,8975,830,541
87918,440637,5960,517,541
15599,339927,5960,517,541
13424,112593,5960,517,541
13928,428463,818,28,61
13844,339515,457,12,15
13769,79595,2899,262,541
13538,78380,2899,262,541
14417,417225,5960,517,541
15590,428508,11136,830,541
15638,340062,722,10,17
13952,428905,457,12,15
22584,339943,722,10,17
14486,451577,7895,830,541
14258,437784,10736,517,541
47259,350184,6476,830,541
13832,339497,2899,262,211
13994,341218,457,12,15
13658,78827,47287,830,541
87476,438077,7796,830,541
13775,79604,457,12,541
13658,78827,6104,830,541
70893,339824,5960,517,541
15605,339946,846,16,69
13829,421824,818,28,61
13424,112593,8423,830,541
13829,422875,722,10,17
15569,428491,846,16,69
13829,421828,405,30,19
61395,414992,14235,830,541
14495,285388,846,16,69
13739,112953,6278,830,541
13832,339498,722,10,17
13931,339573,846,16,69
15605,339947,405,30,19
13739,112953,6611,830,541
13658,78827,7772,830,541
15599,428520,5960,517,541
13658,78827,7919,830,541
13670,78863,6215,830,541
81172,407902,6929,830,541
15590,339909,6638,830,541
13739,112953,9125,830,541
13718,79445,30643,830,541
13826,272822,11489,1218,1197
13421,77141,51832,5316,541
13829,454862,405,30,19
13718,79445,8423,830,541
15605,428532,846,16,69
13796,314402,44587,830,541
13421,77141,7913,830,541
86245,433465,722,10,17
13718,79439,54096,830,541
13757,113124,5960,517,541
13829,422880,457,12,15
14153,450859,7724,830,541
22578,428453,44587,830,541
13439,77171,48832,517,541
14042,438716,457,12,15
13721,113073,2899,262,541
49439,457388,6476,830,541
70893,351001,722,10,17
13652,78815,6710,830,541
13952,339762,5960,517,541
13751,79529,45492,830,541
26683,339524,722,10,17
13850,366728,722,10,17
86198,428602,8984,830,541
13829,421824,5963,517,541
87907,440615,722,10,17
14153,387855,7205,830,541
52867,421037,7913,830,541
13829,421827,44587,830,541
87686,438890,457,12,15
13829,328815,6215,830,541
13652,90239,7919,830,541
14159,362453,7418,830,541
13850,366730,5960,517,541
13718,79439,8480,830,541
13721,430733,8984,830,541
14036,429737,722,10,17
14153,387859,5960,517,541
13790,79682,8984,830,541
14153,387855,7349,830,541
14153,450859,7589,830,541
74762,428580,5960,517,541
15605,339947,5960,517,541
13613,78728,6257,830,541
15038,403838,457,12,15
15041,341287,2899,262,211
60608,415009,2648,156,114
25788,406640,44587,830,541
13652,90239,8942,517,541
13739,112956,44063,830,541
70893,428566,722,10,17
22886,428442,45492,830,541
13718,79439,8942,517,541
13817,384499,7307,830,541
73023,354305,51924,830,541
13724,79475,30643,830,541
15605,339946,5963,517,541
15605,339951,5960,517,541
14153,450859,7406,830,541
13619,112545,51832,5316,541
13751,79535,5960,517,541
13799,339247,8975,830,541
52867,421039,7484,830,541
13928,428464,44587,830,541
13817,384498,7958,830,541
14054,429776,457,12,15
22886,428442,457,12,15
14159,362453,7388,830,541
14165,457665,7307,830,541
13421,77141,8942,517,541
40628,405014,44587,830,541
13613,78725,5960,517,541
73825,429100,2899,262,211
13829,422879,5960,517,541
13742,79511,8423,830,541
17618,303487,7862,830,541
14300,437730,5963,517,541
13685,339234,8423,830,541
59337,336471,5957,665,674
13658,78827,6656,830,541
13799,428292,5960,517,541
13817,384498,45545,830,541
25039,319210,44587,830,541
50601,303547,7601,830,541
14336,422862,7718,830,541
13829,421824,50293,5157,4406
13670,78860,8942,517,541
13652,78815,6458,517,541
13829,328810,6860,830,541
25362,433493,44063,830,541
13661,121256,49764,830,541
13619,112551,6140,830,541
15650,430134,8975,830,541
13928,339735,6809,830,541
15827,303497,7964,830,541
14447,303518,51421,830,541
13781,79634,722,10,541
15566,428489,722,10,17
13961,428553,722,10,17
13421,77141,7682,830,541
81726,410654,722,10,17
14504,407858,7073,830,541
13721,121248,2899,262,541
14165,358173,7499,830,541
13916,428451,457,12,15
13652,78815,6656,830,541
13718,79445,6278,830,541
23499,341168,457,12,15
13757,113121,405,30,541
13652,78815,7862,830,541
70893,351002,457,12,15
14336,422863,51421,830,541
14336,422864,51854,830,541
14159,362453,45291,830,541
13424,112593,7718,830,541
14153,450862,6863,830,541
13799,428292,8423,830,541
13955,428544,5960,517,541
50601,303546,6860,830,541
22578,339553,722,10,17
14153,387855,51924,830,541
25214,297579,51924,830,541
71714,343912,2899,262,211
15638,340067,52180,830,541
13775,79604,53911,830,541
13739,112953,6269,830,541
61384,428275,6140,830,541
13829,421818,6146,830,541
13829,421824,2648,156,114
50601,303546,6275,830,541
14228,442318,38814,830,541
25048,420077,44587,830,541
13751,79529,11136,830,541
13658,78827,50293,5157,541
50601,303546,7406,830,541
86427,429384,6809,830,541
14153,387855,7724,830,541
13790,79682,6458,830,541
14153,450859,7928,830,541
14432,303566,5960,517,541
13796,428278,9125,830,541
13829,421828,8942,517,541
50595,303550,7862,830,541
81787,411066,5960,517,541
70902,428571,457,12,15
13658,78827,7682,830,541
14153,387855,14486,830,541
13829,421827,53911,830,541
13718,79439,7031,830,541
13742,79511,27476,1430,541
14153,450859,6953,830,541
61384,428274,6140,830,541
15590,339911,722,10,17
15590,428506,5960,517,541
77959,390067,818,28,61
22584,428528,457,12,15
14228,442320,6809,830,541
15566,339901,818,28,61
13670,78863,47550,830,541
14153,450859,7100,830,541
15113,428945,722,10,17
52867,421038,7904,830,541
13538,78380,722,10,541
13982,428773,457,12,15
57036,428550,5960,517,541
15566,339898,7673,830,541
13739,112956,53546,830,541
70902,350999,7919,830,541
86427,429385,7460,830,541
50545,303561,47172,830,541
14126,303553,7418,830,541
13718,79439,6863,830,541
14453,433496,51924,830,541
13796,314402,818,28,61
70902,339835,6104,830,541
23158,428479,47398,830,541
40338,339238,30643,830,541
50601,303547,6878,830,541
14093,341474,44063,830,541
14159,362453,47586,830,541
13424,112593,9029,830,541
71712,343906,44063,830,541
13421,77141,6176,830,541
14153,450859,7346,830,541
73023,428437,5960,517,541
13721,113073,6278,830,541
13424,77150,2648,156,541
14153,387855,7130,830,541
14417,438107,5960,517,541
14126,303553,7346,830,541
15605,339946,42279,830,541
13928,339734,7031,830,541
15638,340062,457,12,15
14504,407858,51924,830,541
13928,339737,6257,830,541
73023,439048,457,12,15
13739,112953,6638,830,541
13724,79469,44063,830,541
13928,428463,722,10,17
14165,358173,49503,830,541
13829,421823,6458,830,541
13466,77264,2899,262,541
14153,387855,5960,517,541
14126,303552,6275,830,541
15566,339897,722,10,17
13952,339759,50604,830,541
13751,79529,846,16,541
14159,362453,51421,830,541
13424,112593,6386,830,541
13424,112599,2648,156,541
86198,428603,722,10,17
13934,81002,5960,517,541
22584,428527,27476,1430,1380
13652,78815,405,30,541
14162,421044,5960,517,541
15659,339274,722,10,17
14159,362453,7601,830,541
17618,303487,7079,830,541
13916,339528,9029,830,541
14159,362453,41281,830,541
13724,79469,5960,517,541
13682,428250,44587,830,541
13670,78863,2899,262,541
14159,362453,5960,517,541
14228,442329,7796,830,541
13829,421827,27476,1430,1380
13829,421827,457,12,15
13631,78767,722,10,541
13769,79595,722,10,541
13658,78827,6140,830,541
81709,430170,457,12,15
14228,425834,38814,830,541
14159,362456,6860,830,541
13421,90479,722,10,541
15599,339927,818,28,61
13658,90482,2899,262,541
13658,78827,8984,830,541
77959,428583,27476,1430,1380
13670,78860,7751,830,541
14153,450859,7211,830,541
15650,430135,8975,830,541
13928,428466,8423,830,541
13757,113121,457,12,541
50601,303546,7976,830,541
14177,437725,8423,830,541
13829,421823,818,28,61
13955,428541,457,12,15
13670,78863,6179,830,541
24857,328771,457,12,15
81787,411063,457,12,15
13757,113124,5717,830,541
13751,79529,8423,830,541
50601,303547,44063,830,541
13829,422876,6458,830,541
23158,339751,9029,830,541
13619,112545,8480,830,541
14159,362455,41281,830,541
50545,303561,7700,830,541
13829,454862,818,28,61
13829,422875,405,30,19
13829,454862,6458,830,541
13781,79631,722,10,541
13829,328812,457,12,15
13724,79469,27476,1430,541
70902,428568,457,12,15
50545,303561,6953,830,541
13724,79475,8423,830,541
13931,339573,27476,1430,1380
22886,428442,8480,830,541
13721,113070,2899,262,541
13682,206384,44587,830,541
13742,79508,44063,830,541
13928,339734,5963,517,541
14495,285389,5957,665,674
13829,422869,6458,830,541
13718,79439,30643,830,541
13829,328810,11489,1218,1197
13742,79508,6611,830,541
14312,334704,5963,517,541
73911,429103,2899,262,211
13829,454971,722,10,17
13928,339735,5960,517,541
13916,339528,6278,830,541
25041,413708,44587,830,541
15590,339909,5963,517,541
14159,362454,44063,830,541
22886,339225,7919,830,541
13661,121256,6809,830,541
13613,78722,6686,830,541
13829,454966,457,12,15
13904,339891,8423,830,541
13424,112593,27476,1430,541
41672,428941,6875,830,541
59337,415015,38814,830,541
14159,362453,8897,830,541
14159,362453,7829,830,541
15590,428506,722,10,17
59633,363000,8984,830,541
61384,339246,2899,262,211
13829,328811,5963,517,541
84094,419194,5960,517,541
13916,428448,722,10,17
15599,339928,2899,262,211
74769,366840,2899,262,211
13718,79439,6215,830,541
52867,421037,6611,830,541
13613,78722,846,16,541
13829,422876,5957,665,674
13844,339518,32795,830,541
13658,78827,47398,830,541
15566,428487,5960,517,541
13421,77141,5717,830,541
14033,339541,6269,830,541
13817,384498,7361,830,541
50601,303546,41873,830,541
67435,415020,457,12,15
87907,440615,51832,5316,1010
13829,421836,27476,1430,1380
14165,358173,39216,830,541
13421,77141,6710,830,541
13829,421824,846,16,69
13817,384498,6665,830,541
74797,367408,5960,517,541
13670,78860,6281,830,541
23722,303511,7772,830,541
86245,433465,405,30,19
17603,303478,47550,830,541
13832,339497,1790,140,99
17618,303487,8756,830,541
14033,339541,846,16,69
13682,428251,41935,830,541
13424,112596,8423,830,541
77959,428582,457,12,15
14153,450862,7532,830,541
14045,244841,722,10,17
14336,422865,7145,830,541
13829,421818,50293,5157,4406
13829,422876,5960,517,541
13829,421818,48832,517,541
13982,341169,9029,830,541
15566,339898,457,12,15
14159,362453,6929,830,541
24857,328765,405,30,19
15659,428301,27476,1430,1380
22584,339940,6824,830,541
13718,79439,6686,830,541
13739,112953,6257,830,541
22043,320164,7913,830,541
50601,303547,7976,830,541
52867,421038,7304,830,541
13904,339892,5960,517,541
87594,438575,846,16,69
70902,350997,7718,830,541
13742,79508,2899,262,541
52867,421041,8702,830,541
50895,256151,51806,830,541
57036,428546,5963,517,541
15566,428486,6686,830,541
13829,421829,6458,830,541
25926,437818,51421,830,541
13421,90479,5960,517,541
14366,427667,7895,830,541
13685,339232,9125,830,541
25788,317680,8480,830,541
73023,354308,457,12,15
15605,339950,5963,517,541
14159,362456,5960,517,541
13439,77171,30643,830,541
50545,303561,6809,830,541
14153,450859,7031,830,541
13742,79508,7862,830,541
13613,78722,7718,830,541
13904,339895,49055,5021,4341
13721,113070,8423,830,541
41672,428941,6854,830,541
14159,362453,7118,830,541
50595,303549,7406,830,541
13685,339234,9125,830,541
13949,428522,27476,1430,1380
62148,428430,2899,262,211
13829,454965,5960,517,541
15827,303497,7187,830,541
15590,339910,49055,5021,4341
86895,432782,6809,830,541
52867,421037,7328,830,541
13904,339892,722,10,17
26460,406903,6386,830,541
13724,79472,49055,5021,541
14153,387856,51421,830,541
13799,428289,457,12,15
14006,343633,2899,262,211
13844,339515,11489,1218,1197
14258,437784,7718,830,541
13682,206384,6203,830,541
14258,437784,44063,830,541
14336,422862,41247,830,541
14798,83966,44587,830,541
23158,339752,5960,517,541
13658,78827,6110,830,541
77893,389470,51924,830,541
14411,187270,6809,830,541
13829,422879,6686,830,541
14153,450860,6953,830,541
13829,328810,8423,830,541
15605,339947,33310,830,541
14159,362456,51924,830,541
22578,339551,6608,830,541
13721,113070,818,28,541
15590,339913,2899,262,211
14078,428915,2899,262,211
23158,428476,8480,830,541
13829,454863,11489,1218,1197
22043,320164,30643,830,541
50601,303546,7307,830,541
22886,339228,7499,830,541
70902,339835,6353,830,541
41672,428942,6875,830,541
13718,117396,5960,517,541
15653,340099,722,10,17
15659,339274,2899,262,211
13658,78827,48832,517,541
13916,339532,42279,830,541
14165,457663,49503,830,541
81859,411337,5963,517,541
14336,422862,7439,830,541
71700,343884,5960,517,541
14153,450859,7796,830,541
14342,345466,7406,830,541
40338,339239,457,12,15
23158,339753,457,12,15
57036,428547,5960,517,541
22584,339942,722,10,17
14159,362453,5963,517,541
13829,421824,6257,830,541
13829,328810,2899,262,211
14426,303505,51924,830,541
13796,314401,722,10,17
15224,343638,49055,5021,4341
14159,362453,7658,830,541
81859,411342,5960,517,541
79967,428948,457,12,15
13682,428251,8423,830,541
13844,339516,2899,262,211
50601,303547,7010,830,541
13829,454863,686,14,51
13829,454971,405,30,19
77959,390068,818,28,61
52867,421038,7484,830,541
13658,78827,48017,830,541
13817,384499,5960,517,541
14495,285391,722,10,17
13685,428256,33310,830,541
13670,78860,53546,830,541
13991,341163,2899,262,211
14153,387858,45545,830,541
14153,450860,7073,830,541
50545,303561,51854,830,541
13829,454978,5960,517,541
14228,434509,38814,830,541
62148,428429,2899,262,211
13829,454966,5960,517,541
13832,339498,457,12,15
22578,339549,722,10,17
13652,78815,8975,830,541
13829,421818,6458,830,541
13826,272823,722,10,17
70902,428571,722,10,17
13421,77141,44587,830,541
13613,78725,6140,830,541
13658,78827,27476,1430,541
86198,428602,722,10,17
15605,339946,722,10,17
13619,112548,44063,830,541
13670,78863,457,12,541
13619,112545,27476,1430,541
13685,428258,6257,830,541
13619,112545,6140,830,541
14231,366789,51661,830,541
14231,366787,51661,830,541
13952,428905,722,10,17
13823,384506,5960,517,541
13421,77141,5963,517,541
14048,429763,457,12,15
52867,421041,51421,830,541
70902,428568,27476,1430,1380
13829,421818,5957,665,674
13670,78860,44629,830,541
13652,78815,5717,830,541
15605,428535,846,16,69
13850,366728,27476,1430,1380
13658,78827,44587,830,541
13799,339247,722,10,17
13751,79529,44063,830,541
13613,78722,27476,1430,541
13739,112953,27476,1430,541
13754,79538,457,12,541
13934,81002,45492,830,541
13724,79469,6611,830,541
15599,428518,722,10,17
13466,77264,457,12,541
13670,78860,8423,830,541
13829,421819,5960,517,541
13424,112596,722,10,541
13904,339894,457,12,15
13658,78827,405,30,541
14432,303566,42279,830,541
14165,358173,6968,830,541
13421,77141,6272,830,541
22886,339228,5960,517,541
57036,428549,5960,517,541
14228,442328,6959,830,541
86198,428605,722,10,17
79970,401130,818,28,61
23512,429309,457,12,15
14162,421042,6968,830,541
14159,362455,8597,830,541
13832,339498,50293,5157,4406
14258,341099,6809,830,541
14159,362454,51661,830,541
13829,421823,6215,830,541
13439,77177,8423,830,541
15590,428505,44587,830,541
14159,362454,7460,830,541
14027,339547,457,12,15
13652,78815,53489,517,541
50545,303560,7601,830,541
13718,79442,405,30,541
22584,428528,722,10,17
13829,454977,5957,665,674
13652,78815,8942,517,541
13829,421827,5957,665,674
13931,339574,457,12,15
17969,365985,27476,1430,1380
24857,328768,457,12,15
57036,428547,722,10,17
14138,303526,7514,830,541
13829,328811,5960,517,541
13724,79475,722,10,541
13421,77141,6608,830,541
13829,454864,722,10,17
13961,428552,457,12,15
13658,78827,8756,830,541
13652,78815,8756,830,541
13850,366729,722,10,17
13829,328810,818,28,61
22886,339225,5963,517,541
23158,339751,2899,262,211
13916,428449,5960,517,541
13652,78815,6638,830,541
14495,285388,38814,830,541
74950,373855,5960,517,541
67435,442037,5957,665,674
22886,428442,5960,517,541
13829,421821,6458,830,541
14513,390078,6860,830,541
23158,428479,44063,830,541
14159,362453,7010,830,541
13613,78728,6140,830,541
81206,408097,2648,156,114
13739,112953,7862,830,541
13751,79535,846,16,541
13421,77141,6104,830,541
73023,428437,722,10,17
13799,428290,722,10,17
40338,339237,457,12,15
13670,78860,13277,1304,541
13424,112593,8984,830,541
50595,303550,6875,830,541
13652,78815,6269,830,541
13421,77141,11489,1218,541
23158,428479,5960,517,541
14165,358173,38814,830,541
13829,421828,5960,517,541
15599,339928,8423,830,541
22618,340128,722,10,17
15605,428532,6257,830,541
14153,387855,8597,830,541
14003,343643,457,12,15
13829,422879,27476,1430,1380
16040,389628,7424,830,541
13421,77141,6251,830,541
14159,362453,8420,830,541
22043,320164,50863,830,541
14126,303552,42279,830,541
13652,78815,49764,830,541
13928,428464,5960,517,541
15650,340104,457,12,15
15659,428300,5960,517,541
86198,428604,722,10,17
60608,415009,5957,665,674
14417,438105,5960,517,541
13829,422869,2899,262,211
13790,79682,5960,517,541
13751,79529,405,30,541
57039,428558,722,10,17
13421,77141,41935,830,541
70902,339836,457,12,15
13631,78767,54096,830,541
13817,384498,7418,830,541
81782,429857,722,10,17
52867,421038,7943,830,541
14258,437784,7832,830,541
15569,427017,9125,830,541
13994,341218,846,16,69
26460,406903,6686,830,541
13952,428906,457,12,15
13613,78722,51832,5316,541
13619,112545,8483,830,541
67434,349435,457,12,15
