173780219299693	15111494	517	0	13904	428484	2025-01-02 16:02:29	3
173826193587263	14013249	12	0	13829	421824	2025-01-17 06:02:44	3
173826167334277	14013249	12	0	13829	421824	2025-01-17 06:02:44	3
173817488081147	14013249	12	0	13829	421824	2025-01-17 06:02:44	3
173817524482925	14013249	12	0	13829	421824	2025-01-17 06:02:44	3
173826150346635	14013249	12	0	13829	421824	2025-01-17 06:02:44	3
173824316122567	14013249	12	0	13829	421824	2025-01-17 06:02:44	3
173830136613481	14013249	12	0	13829	421824	2025-01-17 06:02:44	3
173817426970902	14013249	12	0	13829	421824	2025-01-17 06:02:44	3
173828144398288	14013249	12	0	13829	421824	2025-01-17 06:02:44	3
173817169477711	14013249	12	0	13829	421824	2025-01-17 06:02:44	3
173822009241836	14013249	12	0	13829	421824	2025-01-17 06:02:44	3
173824647132080	14013249	12	0	13829	421824	2025-01-17 06:02:44	3
173822265581363	14013249	12	0	13829	421824	2025-01-17 06:02:44	3
173816542678681	14013249	12	0	13829	421824	2025-01-17 06:02:44	3
173818357143506	14013249	12	0	13829	421824	2025-01-17 06:02:44	3
173826129332495	14013249	12	0	13829	421824	2025-01-17 06:02:44	3
173819045094882	14013249	12	0	13829	421824	2025-01-17 06:02:44	3
173827341192786	14013249	12	0	13829	421824	2025-01-17 06:02:44	3
