vt_group_no,transaction_id,hotel_id,ticket_id,ticketpriceschedule_id,channel_id,reseller_id,sale_price,Distributor_price,commission
173652750876108,173652750876108001R,5963,13829,421827,517,541,105,0,0
173646482299085,173646482299085007R,818,13829,421823,28,61,115,0,0
173639370994699,173639370994699003R,51421,14153,450859,830,541,33,0,0
173376702842903,173376702842903028R,8942,61395,414992,517,541,125,0,0
173575400385278,173575400385278001R,5960,13952,339762,517,541,100,0,0
173594234502040,173594234502040028R,5960,13829,421819,517,541,105,0,0
172915658255590,172915658255590001R,5960,22886,339228,517,541,120,0,0
173684077542261,173684077542261002R,457,13829,421823,12,15,115,0,0
173646157045679,173646157045679001R,405,13829,421823,30,19,115,0,0
173376702842903,173376702842903007R,8942,61395,414992,517,541,125,0,0
173505519145855,173505519145855009R,5963,13952,339759,517,541,105,0,0
173580929923334,173580929923334004R,51421,14153,450860,830,541,16.5,0,0
173585903229094,173585903229094002R,5960,14153,450859,517,541,33,0,0
173589732704413,173589732704413023R,5963,61395,414992,517,541,99,0,0
173655014152100,173655014152100001R,5960,23158,339751,517,541,75,0,0
173501699474657,173501699474657002R,5960,87919,440642,517,541,45,0,0
173575887455957,173575887455957001R,5960,87919,440642,517,541,45,0,0
173621277993576,173621277993576001R,5960,13928,428463,517,541,165,0,0
173631816921905,173631816921905001R,5960,13904,428484,517,541,96,0,0
173674726576525,173674726576525004R,2899,73911,429103,262,211,319,0,0
173697188050371,173697188050371001R,457,13829,421823,12,15,115,0,0
173673327743353,173673327743353001R,5960,70902,428568,517,541,135,0,0
173617646669736,173617646669736001R,5960,13829,421823,517,541,130,0,0
173686670957919,173686670957919017R,6476,51760,457630,830,541,19.26,0,0
173642334904320,173642334904320003R,457,13829,421827,12,15,105,0,0
173241447621743,173241447621743001R,5960,13904,339894,517,541,90,0,0
173621443171280,173621443171280002R,5960,15605,339947,517,541,115,0,0
173685760206779,173685760206779002R,2648,81206,408097,156,114,115,0,0
173505519145855,173505519145855013R,5963,13952,339759,517,541,105,0,0
173593731380825,173593731380825002R,722,86198,428602,10,17,135,0,0
173614718097040,173614718097040006R,51421,14153,450859,830,541,33,0,0
173652750876108,173652750876108272R,5963,13829,421827,517,541,105,0,0
173674714231603,173674714231603004R,2899,73825,429100,262,211,205,0,0
173420641267077,173420641267077008R,5957,13829,421818,665,674,115,0,0
173680791028290,173680791028290004R,457,13829,421823,12,15,115,0,0
173686653129288,173686653129288025R,6476,50821,350156,830,541,18.19,0,0
173460424546824,173460424546824004R,5960,13931,339573,517,541,125,0,0
173599012657700,173599012657700001R,5963,13985,389625,517,541,30,0,0
173665729874447,173665729874447002R,457,13829,421824,12,15,105,0,0
173679055007796,173679055007796001R,5960,13928,428466,517,541,160,0,0
173470002483363,173470002483363009R,5963,13904,339891,517,541,95,0,0
173652504792213,173652504792213001R,846,13829,421823,16,69,115,0,0
173652750876108,173652750876108348R,5963,13829,421828,517,541,95,0,0
173676676028091,173676676028091009R,6476,49439,457388,830,541,23.22,0,0
173696689433413,173696689433413001R,457,13829,421827,12,15,105,0,0
173676676028091,173676676028091012R,6476,50821,350156,830,541,18.19,0,0
173661363094021,173661363094021001R,722,13829,421823,10,17,115,0,0
173645100554179,173645100554179001R,457,13829,421823,12,15,115,0,0
173645607227816,173645607227816015R,818,13829,421823,28,61,115,0,0
173652750876108,173652750876108185R,5963,13829,421828,517,541,95,0,0
173686670957919,173686670957919050R,6476,50821,350156,830,541,18.19,0,0
173582609313358,173582609313358004R,5960,14153,450860,517,541,16.5,0,0
173652750876108,173652750876108175R,5963,13829,421828,517,541,95,0,0
173315727109769,173315727109769001R,8897,88208,442083,830,541,90,0,0
173681810348221,173681810348221008R,722,87583,438535,10,17,135,0,0
173150018237254,173150018237254025R,5960,13952,339759,517,541,105,0,0
173642681499772,173642681499772002R,818,13829,421823,28,61,115,0,0
173602958087277,173602958087277003R,5960,13829,421819,517,541,105,0,0
173607658848900,173607658848900002R,457,77959,390067,12,15,65,0,0
173620325445663,173620325445663002R,5960,15599,428517,517,541,119,0,0
173669359936799,173669359936799002R,5960,13928,339734,517,541,155,0,0
173686653129288,173686653129288053R,6476,51760,457630,830,541,19.26,0,0
173376702842903,173376702842903013R,8942,61395,414992,517,541,125,0,0
173645144983378,173645144983378002R,818,13829,421823,28,61,115,0,0
173693900692447,173693900692447001R,405,13829,421827,30,19,105,0,0
173696876781918,173696876781918001R,457,13829,421827,12,15,105,0,0
173662416070750,173662416070750003R,5960,57039,428558,517,541,195,0,0
173606839153413,173606839153413001R,51421,14153,450859,830,541,33,0,0
173676300771856,173676300771856009R,5963,13985,389625,517,541,30,0,0
173376702842903,173376702842903017R,8942,61395,414992,517,541,125,0,0
173600363534828,173600363534828003R,5963,57036,428547,517,541,195,0,0
173677755606469,173677755606469010R,457,13829,421823,12,15,115,0,0
173681879128841,173681879128841001R,5960,13952,428908,517,541,114,0,0
173652107209807,173652107209807001R,5960,14357,450864,517,541,26.35,0,0
173697122097074,173697122097074001R,5960,14357,450864,517,541,26.35,0,0
173376702842903,173376702842903025R,8942,61395,414992,517,541,125,0,0
173669426059757,173669426059757002R,5960,13829,421818,517,541,115,0,0
173690041312212,173690041312212001R,5960,15605,339950,517,541,120,0,0
173661363094021,173661363094021006R,722,13829,421823,10,17,115,0,0
173621153789239,173621153789239020R,5960,13829,421818,517,541,115,0,0
173626429277724,173626429277724001R,2648,13829,421818,156,114,115,0,0
173634594825840,173634594825840013R,5960,13829,421818,517,541,115,0,0
173556855551406,173556855551406013R,5960,13829,421818,517,541,115,0,0
173688929387202,173688929387202003R,5960,14495,285389,517,541,20,0,0
173677582332827,173677582332827002R,50293,13829,422869,5157,4406,130,0,0
173648942532156,173648942532156002R,5960,15566,339897,517,541,125,0,0
173662615760227,173662615760227001R,5960,13928,428466,517,541,160,0,0
173686653129288,173686653129288001R,6476,50821,350156,830,541,18.19,0,0
173687168222088,173687168222088001R,5963,15605,339946,517,541,125,0,0
173643062281870,173643062281870002R,5957,13829,421827,665,674,115,0,0
173670910456006,173670910456006002R,722,22886,428445,10,17,124,0,0
173670922904877,173670922904877003R,457,13829,421827,12,15,105,0,0
173582113357440,173582113357440005R,5960,14162,421043,517,541,13,0,0
173624554588387,173624554588387001R,5963,13829,421818,517,541,115,0,0
173612526123292,173612526123292032R,5960,22584,339940,517,541,99,0,0
173637958302738,173637958302738001R,5960,22584,339940,517,541,99,0,0
173651861188212,173651861188212017R,6476,47259,350185,830,541,20.87,0,0
173607680120488,173607680120488001R,5960,13928,339737,517,541,150,0,0
173675887741491,173675887741491022R,5963,15566,339900,517,541,120,0,0
173696876781918,173696876781918002R,457,13829,421827,12,15,105,0,0
173696339323239,173696339323239001R,457,13829,421825,12,15,45,0,0
173540652168919,173540652168919011R,5960,15566,339897,517,541,125,0,0
173571045441576,173571045441576001R,5960,13952,339759,517,541,105,0,0
173617112462442,173617112462442001R,5960,13850,428412,517,541,27,0,0
173686653129288,173686653129288050R,6476,51760,457630,830,541,19.26,0,0
173696372470701,173696372470701002R,5957,13829,422869,665,674,130,0,0
173664033712677,173664033712677004R,722,86198,428603,10,17,125,0,0
173222840243133,173222840243133008R,722,77959,390067,10,17,65,0,0
173680754771347,173680754771347002R,5960,13829,421827,517,541,105,0,0
173612972789311,173612972789311001R,5960,13928,339734,517,541,155,0,0
173688929387202,173688929387202004R,5960,14495,285389,517,541,20,0,0
173577500253330,173577500253330016R,5960,15590,339909,517,541,115,0,0
173286861416820,173286861416820009R,5960,22886,339228,517,541,120,0,0
173622498007985,173622498007985002R,5960,15566,339897,517,541,125,0,0
173664033712677,173664033712677001R,722,86198,428602,10,17,135,0,0
173696691520285,173696691520285004R,457,13829,421823,12,15,115,0,0
173363153899505,173363153899505003R,5960,13928,428464,517,541,155,0,0
173594400967668,173594400967668002R,5960,13829,421818,517,541,115,0,0
173511354987609,173511354987609001R,457,87686,438890,12,15,135,0,0
173581410162222,173581410162222001R,5960,13829,421823,517,541,130,0,0
173641245712544,173641245712544030R,5960,15659,428300,517,541,165,0,0
173336141485107,173336141485107001R,5960,15569,427017,517,541,94,0,0
173643065895620,173643065895620001R,48832,13829,421818,517,541,115,0,0
173686653129288,173686653129288031R,6476,51760,457630,830,541,19.26,0,0
173619099349023,173619099349023001R,5960,13829,421823,517,541,130,0,0
173586650163094,173586650163094013R,5960,14162,421042,517,541,30,0,0
173653172171565,173653172171565002R,5960,70902,339836,517,541,115,0,0
173586650163094,173586650163094005R,5960,14162,421042,517,541,30,0,0
173596979740783,173596979740783001R,5960,13829,421818,517,541,115,0,0
173671976238260,173671976238260004R,5960,13829,421824,517,541,105,0,0
173556855551406,173556855551406026R,5960,13829,421818,517,541,115,0,0
173594761930401,173594761930401005R,5960,14162,421043,517,541,13,0,0
173652750876108,173652750876108265R,5963,13829,421827,517,541,105,0,0
173541981212406,173541981212406011R,5960,15569,427017,517,541,94,0,0
173644387147082,173644387147082011R,5960,13829,421818,517,541,115,0,0
173651133650664,173651133650664002R,5963,14486,451576,517,541,104,0,0
173673511034002,173673511034002004R,5960,13829,421828,517,541,95,0,0
173635960148657,173635960148657011R,722,86198,428602,10,17,135,0,0
173681810348221,173681810348221085R,722,87583,438535,10,17,135,0,0
173652750876108,173652750876108007R,5963,13829,421828,517,541,95,0,0
173642681499772,173642681499772001R,818,13829,421823,28,61,115,0,0
173643327457197,173643327457197002R,5960,13829,421823,517,541,115,0,0
173681810348221,173681810348221088R,722,87583,438535,10,17,135,0,0
173696564662411,173696564662411002R,457,13829,421823,12,15,115,0,0
173679846428439,173679846428439003R,405,13829,421824,30,19,105,0,0
173692948146490,173692948146490004R,722,13829,421827,10,17,105,0,0
173617630234566,173617630234566003R,5960,15605,339947,517,541,115,0,0
173595455719433,173595455719433002R,5960,13931,428461,517,541,130,0,0
173652750876108,173652750876108179R,5963,13829,421828,517,541,95,0,0
173655069123230,173655069123230002R,457,87686,438893,12,15,130,0,0
173694693004516,173694693004516001R,457,13829,421823,12,15,115,0,0
173410416982415,173410416982415008R,722,81787,411063,10,17,105,0,0
173625443906613,173625443906613001R,2648,13829,421818,156,114,115,0,0
173652466617143,173652466617143002R,5957,13829,422879,665,674,130,0,0
173652750876108,173652750876108337R,5963,13829,421827,517,541,105,0,0
173680782937874,173680782937874002R,457,13829,421823,12,15,115,0,0
173696022355648,173696022355648002R,457,13829,421823,12,15,115,0,0
173589732704413,173589732704413012R,5963,61395,414992,517,541,125,0,0
173675887741491,173675887741491002R,5963,15566,339900,517,541,120,0,0
173652828696541,173652828696541001R,5960,13928,428466,517,541,160,0,0
173612177791124,173612177791124002R,5960,13928,339734,517,541,155,0,0
173635960148657,173635960148657010R,722,86198,428602,10,17,135,0,0
173686653129288,173686653129288017R,6476,50821,350156,830,541,18.19,0,0
173580975164320,173580975164320002R,51421,14153,450859,830,541,33,0,0
173644388714200,173644388714200002R,5960,23158,339754,517,541,72,0,0
173572741702608,173572741702608002R,5960,14162,421045,517,541,30,0,0
173630982000786,173630982000786002R,51421,14153,450859,830,541,33,0,0
173697576535155,173697576535155002R,457,13829,421823,12,15,115,0,0
173580929923334,173580929923334002R,51421,14153,450859,830,541,33,0,0
173652750876108,173652750876108010R,5963,13829,421828,517,541,95,0,0
173646117457399,173646117457399001R,405,13829,421827,30,19,105,0,0
173611613699646,173611613699646005R,722,22886,428442,10,17,129,0,0
173629666509319,173629666509319002R,5960,57036,428546,517,541,205,0,0
173696157427431,173696157427431002R,457,13829,421823,12,15,115,0,0
173644897549221,173644897549221002R,5960,14162,421042,517,541,30,0,0
173585903229094,173585903229094001R,5960,14153,450859,517,541,33,0,0
173617555331055,173617555331055002R,5960,13829,421818,517,541,115,0,0
173674488721273,173674488721273003R,457,13829,421827,12,15,105,0,0
173686653129288,173686653129288024R,6476,50821,350156,830,541,18.19,0,0
173626764029800,173626764029800002R,50293,13829,422879,5157,4406,130,0,0
173645144983378,173645144983378001R,818,13829,421823,28,61,115,0,0
173696339323239,173696339323239002R,457,13829,421823,12,15,115,0,0
173594761930401,173594761930401001R,5960,14162,421044,517,541,27,0,0
173645864936770,173645864936770001R,2648,81206,408096,156,114,125,0,0
173480546361567,173480546361567015R,5963,13952,339760,517,541,95,0,0
173687129396002,173687129396002002R,5960,15569,427017,517,541,94,0,0
173643232484965,173643232484965001R,457,13829,421828,12,15,95,0,0
173676201368110,173676201368110002R,50293,13829,422879,5157,4406,130,0,0
173541998820696,173541998820696008R,5960,14336,422863,517,541,10,0,0
173648256998910,173648256998910001R,722,86198,428602,10,17,135,0,0
173480564551266,173480564551266016R,5960,13799,339247,517,541,125,0,0
173632543245530,173632543245530003R,5963,67436,415018,517,541,229,0,0
173694450639966,173694450639966001R,5960,23158,339751,517,541,75,0,0
173684837616938,173684837616938001R,50293,13829,421828,5157,4406,105,0,0
173691743383807,173691743383807001R,722,86198,428602,10,17,135,0,0
173686653129288,173686653129288047R,6476,51760,457630,830,541,19.26,0,0
173691743383807,173691743383807002R,722,86198,428602,10,17,135,0,0
173687421951151,173687421951151001R,5960,13829,421818,517,541,115,0,0
173580975164320,173580975164320005R,51421,14153,450859,830,541,33,0,0
173652750876108,173652750876108267R,5963,13829,421827,517,541,105,0,0
173671521470520,173671521470520002R,722,86198,428602,10,17,135,0,0
173616020114638,173616020114638002R,5960,13829,421818,517,541,115,0,0
173643065895620,173643065895620002R,48832,13829,421819,517,541,105,0,0
173575675903853,173575675903853003R,722,86198,428603,10,17,125,0,0
173608931915665,173608931915665002R,5960,13904,339891,517,541,95,0,0
173668032523766,173668032523766002R,457,13829,421823,12,15,115,0,0
173634946200882,173634946200882001R,5960,13826,272822,517,541,29,0,0
173651652600223,173651652600223001R,5960,13928,339737,517,541,150,0,0
173679127416301,173679127416301005R,2648,13829,421818,156,114,115,0,0
173616991506606,173616991506606003R,5960,13829,421819,517,541,105,0,0
173685760206779,173685760206779001R,2648,81206,408096,156,114,125,0,0
173620051809096,173620051809096003R,5960,13829,421818,517,541,115,0,0
173652750876108,173652750876108016R,5963,13829,421828,517,541,95,0,0
173696617407190,173696617407190003R,457,13829,421827,12,15,105,0,0
173582649740392,173582649740392001R,5960,13928,428466,517,541,160,0,0
173594234502040,173594234502040014R,5960,13829,421818,517,541,115,0,0
173651632987205,173651632987205004R,48832,13829,421818,517,541,115,0,0
173695455219516,173695455219516002R,457,13829,421827,12,15,105,0,0
173696617407190,173696617407190001R,457,13829,421827,12,15,105,0,0
173695501132982,173695501132982003R,5963,13829,454862,517,541,105,0,0
173647883224042,173647883224042001R,5960,15566,339897,517,541,125,0,0
173619819565849,173619819565849002R,5960,14159,362453,517,541,34.8,0,0
173475262167176,173475262167176007R,5960,13829,421818,517,541,115,0,0
173576556107839,173576556107839002R,5960,13799,339250,517,541,120,0,0
173609672179476,173609672179476002R,5960,70902,350997,517,541,120,0,0
173639897790077,173639897790077002R,722,86245,433465,10,17,45,0,0
173686653129288,173686653129288021R,6476,50821,350156,830,541,18.19,0,0
173688261241162,173688261241162001R,457,13829,421823,12,15,115,0,0
173697173812900,173697173812900002R,722,22886,428445,10,17,124,0,0
173676676028091,173676676028091031R,6476,51760,457630,830,541,19.26,0,0
173688261241162,173688261241162016R,457,13829,421825,12,15,45,0,0
173696526492254,173696526492254001R,5960,13829,421818,517,541,115,0,0
173607658848900,173607658848900004R,457,77959,390066,12,15,75,0,0
173422776237074,173422776237074010R,5960,22886,339225,517,541,125,0,0
173681810348221,173681810348221002R,722,87583,438535,10,17,135,0,0
173655069123230,173655069123230001R,457,87686,438890,12,15,135,0,0
173418034965481,173418034965481001R,5960,22886,339228,517,541,120,0,0
173696876781918,173696876781918003R,457,13829,421827,12,15,105,0,0
173612177791124,173612177791124001R,5960,13928,339734,517,541,155,0,0
173671144337839,173671144337839001R,457,77959,428582,12,15,79,0,0
173582322506930,173582322506930002R,722,22886,428442,10,17,129,0,0
173150286651510,173150286651510002R,5963,70902,339835,517,541,125,0,0
173652750876108,173652750876108278R,5963,13829,421827,517,541,105,0,0
173643744409442,173643744409442003R,457,13829,421827,12,15,105,0,0
173678359923692,173678359923692001R,457,13829,421824,12,15,105,0,0
173607909134679,173607909134679004R,5960,13829,421818,517,541,115,0,0
173692948146490,173692948146490007R,722,13829,421827,10,17,105,0,0
173576569919547,173576569919547001R,5960,13799,339250,517,541,120,0,0
173675887741491,173675887741491001R,5963,15566,339900,517,541,120,0,0
173235115272134,173235115272134017R,5960,15566,339897,517,541,125,0,0
173607889264947,173607889264947002R,5960,14153,450860,517,541,16.5,0,0
173686755295692,173686755295692006R,5960,67436,442036,517,541,229,0,0
173419203690076,173419203690076009R,5960,40352,339918,517,541,100,0,0
173677247641649,173677247641649001R,5960,14162,421042,517,541,30,0,0
173594234502040,173594234502040025R,5960,13829,421818,517,541,115,0,0
173652750876108,173652750876108003R,5963,13829,421828,517,541,95,0,0
173652750876108,173652750876108262R,5963,13829,421827,517,541,105,0,0
173658010058385,173658010058385001R,5960,61395,414992,517,541,99,0,0
173637578330375,173637578330375001R,5960,23158,339754,517,541,72,0,0
173652750876108,173652750876108277R,5963,13829,421827,517,541,105,0,0
173680782937874,173680782937874001R,457,13829,421825,12,15,45,0,0
173656206519640,173656206519640001R,5960,13829,454862,517,541,105,0,0
173643327457197,173643327457197001R,5960,13829,421823,517,541,115,0,0
173652750876108,173652750876108340R,5963,13829,421828,517,541,95,0,0
173490574857088,173490574857088001R,44063,67434,442038,830,541,229,0,0
173680754771347,173680754771347001R,5960,13829,421827,517,541,105,0,0
173691090023285,173691090023285001R,5960,57039,428557,517,541,205,0,0
173601407465444,173601407465444006R,6953,87475,438074,830,541,46,0,0
173616782550541,173616782550541002R,5960,13829,421818,517,541,115,0,0
173688242280410,173688242280410001R,5960,70902,339835,517,541,125,0,0
173642681499772,173642681499772003R,818,13829,421823,28,61,115,0,0
173645886464471,173645886464471012R,722,86198,428605,10,17,130,0,0
173612040576372,173612040576372007R,722,86198,428602,10,17,135,0,0
173694003782160,173694003782160001R,405,13829,421823,30,19,115,0,0
173644477419137,173644477419137003R,457,13829,421823,12,15,115,0,0
173673511034002,173673511034002003R,5960,13829,421827,517,541,105,0,0
173235115272134,173235115272134001R,5960,15566,339897,517,541,125,0,0
173583742043985,173583742043985001R,5960,13799,339250,517,541,120,0,0
173627824852351,173627824852351001R,5957,13829,421818,665,674,115,0,0
173645607227816,173645607227816001R,818,13829,421823,28,61,115,0,0
173652367298383,173652367298383001R,5960,13829,454862,517,541,105,0,0
173611298029945,173611298029945001R,5960,23158,428476,517,541,69,0,0
173610733784747,173610733784747002R,5960,13829,421818,517,541,115,0,0
173222840243133,173222840243133005R,722,77959,390066,10,17,75,0,0
173497377185431,173497377185431001R,5960,15566,339897,517,541,125,0,0
173697549238650,173697549238650003R,5960,13829,421828,517,541,95,0,0
173543789418477,173543789418477028R,722,86198,428605,10,17,130,0,0
173600278664217,173600278664217004R,5963,13955,428545,517,541,170,0,0
173695353356908,173695353356908002R,5960,13829,421818,517,541,115,0,0
173620992981132,173620992981132001R,5960,14153,450859,517,541,33,0,0
173652828696541,173652828696541002R,5960,13928,428466,517,541,160,0,0
173676676028091,173676676028091011R,6476,49439,457388,830,541,23.22,0,0
173679127416301,173679127416301006R,2648,13829,421818,156,114,115,0,0
173611383781348,173611383781348013R,5960,15569,428494,517,541,94,0,0
173642681499772,173642681499772006R,818,13829,421823,28,61,115,0,0
173681656970693,173681656970693001R,722,86198,428602,10,17,135,0,0
173686653129288,173686653129288028R,6476,51760,457630,830,541,19.26,0,0
173697929469371,173697929469371004R,5960,13832,428401,517,541,25,0,0
173626564880808,173626564880808013R,5960,13829,421818,517,541,115,0,0
173647609104307,173647609104307001R,722,86198,428602,10,17,135,0,0
173389715820358,173389715820358001R,722,22886,428442,10,17,129,0,0
173693191725499,173693191725499003R,722,13829,421828,10,17,95,0,0
173572869122549,173572869122549002R,5960,14162,421042,517,541,30,0,0
173573411030941,173573411030941003R,50863,14153,450859,830,541,33,0,0
173653314174122,173653314174122002R,457,13829,421823,12,15,115,0,0
173686094537370,173686094537370007R,722,86198,428602,10,17,135,0,0
173688511697575,173688511697575002R,818,79970,401130,28,61,375,0,0
173589732704413,1735897327044139005R,5963,61395,414992,517,541,36.78,0,0
172918727163108,172918727163108002R,5960,13829,421818,517,541,115,0,0
173609672179476,173609672179476031R,5960,70902,350997,517,541,120,0,0
173632543245530,173632543245530001R,5963,67436,415018,517,541,229,0,0
173636714663435,173636714663435002R,5957,13829,421818,665,674,115,0,0
173642523997358,173642523997358002R,5960,61426,415014,517,541,125,0,0
173672050036030,173672050036030002R,5957,13829,421818,665,674,115,0,0
173688587116466,173688587116466002R,457,13829,421823,12,15,115,0,0
173670637062010,173670637062010004R,457,13829,421823,12,15,115,0,0
173576626614766,173576626614766002R,5960,14504,407857,517,541,30,0,0
173694357946892,173694357946892002R,50293,13829,421823,5157,4406,115,0,0
173695572636150,173695572636150013R,722,86198,428605,10,17,130,0,0
173531325111640,173531325111640012R,5960,70902,339835,517,541,125,0,0
173613714631365,173613714631365001R,457,81787,411063,12,15,105,0,0
173601407465444,173601407465444011R,6953,87475,438073,830,541,49,0,0
173698406668051,173698406668051001R,722,86198,428602,10,17,135,0,0
173150286651510,173150286651510018R,5963,70902,339836,517,541,115,0,0
173676300771856,173676300771856006R,5963,13985,389625,517,541,30,0,0
173642523997358,173642523997358001R,5960,61426,415014,517,541,125,0,0
173652750876108,173652750876108171R,5963,13829,421828,517,541,95,0,0
173672364617723,173672364617723003R,722,86198,428603,10,17,125,0,0
173679151262765,173679151262765001R,2648,13829,421818,156,114,115,0,0
173674437113460,173674437113460013R,457,13829,421828,12,15,95,0,0
173150018237254,173150018237254021R,5960,13952,339759,517,541,105,0,0
173686653129288,173686653129288007R,6476,50821,350156,830,541,18.19,0,0
173389715820358,173389715820358002R,722,22886,428442,10,17,129,0,0
173634594825840,173634594825840001R,5960,13829,421818,517,541,115,0,0
173635261974950,173635261974950001R,722,86245,433465,10,17,45,0,0
173635932599556,173635932599556001R,2648,13829,421818,156,114,115,0,0
173688562655547,173688562655547002R,457,13829,421827,12,15,105,0,0
173594761930401,173594761930401002R,5960,14162,421044,517,541,27,0,0
173666215736018,173666215736018002R,457,13829,421823,12,15,115,0,0
173591815143702,173591815143702002R,722,22886,428442,10,17,129,0,0
173661271935691,173661271935691001R,5960,13829,421818,517,541,115,0,0
173688304198455,173688304198455004R,457,13829,421824,12,15,105,0,0
173589732704413,1735897327044139002R,5963,61395,414992,517,541,36.78,0,0
173695225084071,173695225084071001R,5960,13829,421823,517,541,115,0,0
173543789418477,173543789418477027R,722,86198,428605,10,17,130,0,0
173672413740345,173672413740345008R,27476,13829,421823,1430,1380,115,0,0
173663140989143,173663140989143001R,722,87582,438529,10,17,135,0,0
173576329699744,173576329699744002R,5960,13928,339737,517,541,150,0,0
173652750876108,173652750876108187R,5963,13829,421828,517,541,95,0,0
173580375067322,173580375067322002R,5960,14162,421042,517,541,30,0,0
173615719677071,173615719677071018R,5960,81859,411337,517,541,79,0,0
173644176729854,173644176729854002R,457,13829,421823,12,15,115,0,0
173616782550541,173616782550541001R,5960,13829,421818,517,541,115,0,0
173645172735867,173645172735867001R,5960,13829,422879,517,541,130,0,0
173612040576372,173612040576372019R,722,86198,428602,10,17,135,0,0
173676676028091,173676676028091006R,6476,49439,457388,830,541,23.22,0,0
173619393987912,173619393987912001R,5960,14504,407862,517,541,85,0,0
173686670957919,173686670957919011R,6476,51760,457630,830,541,19.26,0,0
173501724297070,173501724297070001R,5960,87919,440642,517,541,45,0,0
173574343671941,173574343671941003R,5960,13829,421818,517,541,115,0,0
173568079129466,173568079129466005R,5960,70893,339824,517,541,100,0,0
173594529403692,173594529403692007R,722,86198,428605,10,17,130,0,0
173593713953855,173593713953855001R,2648,81206,408099,156,114,120,0,0
173676676028091,173676676028091020R,6476,50821,350156,830,541,18.19,0,0
173499834917488,173499834917488004R,457,86245,433465,12,15,45,0,0
173627824852351,173627824852351003R,5957,13829,421818,665,674,115,0,0
173581950266144,173581950266144001R,51421,14153,450859,830,541,33,0,0
173637631535512,173637631535512004R,457,13829,421824,12,15,105,0,0
173543789418477,173543789418477029R,722,86198,428605,10,17,130,0,0
173600836465784,173600836465784004R,457,74769,428954,12,15,195,0,0
173676676028091,173676676028091010R,6476,49439,457388,830,541,23.22,0,0
173681129566803,173681129566803002R,457,13829,421823,12,15,115,0,0
173681810348221,173681810348221086R,722,87583,438535,10,17,135,0,0
173573147337549,173573147337549002R,5960,13928,339738,517,541,150,0,0
173655269354322,173655269354322003R,722,13829,421825,10,17,45,0,0
173547438737674,173547438737674012R,5960,15566,339901,517,541,120,0,0
173649060594800,173649060594800001R,5957,13829,421827,665,674,115,0,0
173671167964151,173671167964151001R,5960,14336,422862,517,541,20,0,0
173598838731973,173598838731973002R,5960,14162,421042,517,541,30,0,0
173651167476303,173651167476303001R,5957,13829,421824,665,674,120,0,0
173695501132982,173695501132982012R,5963,13829,454862,517,541,105,0,0
173660032337103,173660032337103003R,5957,13829,422880,665,674,120,0,0
173580648737941,173580648737941002R,51421,14153,450859,830,541,33,0,0
173583093587683,173583093587683008R,5960,13829,421818,517,541,115,0,0
173673327743353,173673327743353003R,5960,70902,428569,517,541,125,0,0
173675634957308,173675634957308002R,722,86198,428602,10,17,135,0,0
173696689433413,173696689433413004R,457,13829,421829,12,15,40,0,0
173469705127752,173469705127752001R,5960,15569,427014,517,541,99,0,0
173588488812351,173588488812351013R,5960,15605,339949,517,541,120,0,0
173688597312823,173688597312823001R,722,86198,428602,10,17,135,0,0
173460424546824,173460424546824002R,5960,13931,339576,517,541,120,0,0
173686711388017,173686711388017001R,5960,67436,442036,517,541,229,0,0
173673330049934,173673330049934003R,5960,70902,428569,517,541,125,0,0
173686653129288,173686653129288022R,6476,50821,350156,830,541,18.19,0,0
173621153789239,173621153789239012R,5960,13829,421819,517,541,105,0,0
173670922904877,173670922904877027R,457,13829,421827,12,15,105,0,0
173652750876108,173652750876108263R,5963,13829,421827,517,541,105,0,0
173678966171719,173678966171719002R,5960,14162,421042,517,541,30,0,0
173677677076274,173677677076274001R,2648,13829,421818,156,114,115,0,0
173681810348221,173681810348221005R,722,87583,438535,10,17,135,0,0
173676676028091,173676676028091002R,6476,49439,457388,830,541,23.22,0,0
173688929387202,173688929387202002R,5960,14495,285388,517,541,30,0,0
173589637024100,173589637024100001R,5960,13799,339250,517,541,120,0,0
173612247197703,173612247197703002R,5960,15566,339897,517,541,125,0,0
173679758086390,173679758086390001R,5960,13829,421827,517,541,105,0,0
173679127416301,173679127416301004R,2648,13829,421818,156,114,115,0,0
173609672179476,173609672179476018R,5960,70902,339835,517,541,125,0,0
173668433390445,173668433390445001R,5960,13829,421818,517,541,115,0,0
173617818203806,173617818203806002R,5960,13928,428466,517,541,160,0,0
173671144337839,173671144337839004R,457,77959,428583,12,15,69,0,0
173672664084103,173672664084103001R,27476,13829,421823,1430,1380,115,0,0
173686094537370,173686094537370002R,722,86198,428602,10,17,135,0,0
173617112462442,173617112462442002R,5960,13850,428412,517,541,27,0,0
173612039927162,173612039927162008R,722,86198,428602,10,17,135,0,0
173650364562481,173650364562481002R,457,13829,421823,12,15,115,0,0
173655962130057,173655962130057003R,5960,15605,339946,517,541,125,0,0
173601407465444,173601407465444013R,6953,87475,438074,830,541,46,0,0
173654641067851,173654641067851003R,457,13829,421824,12,15,105,0,0
173662243607256,173662243607256001R,5960,14495,285389,517,541,20,0,0
173673502739259,173673502739259018R,5960,61384,339242,517,541,129,0,0
173676676028091,173676676028091032R,6476,51760,457630,830,541,19.26,0,0
173671195489465,173671195489465003R,405,13829,421828,30,19,95,0,0
173626564880808,173626564880808014R,5960,13829,421818,517,541,115,0,0
