vt_group_no,transaction_id,hotel_id,ticket_id,ticketpriceschedule_id,channel_id,reseller_id,sale_price,Distributor_price,commission
173687499493502,173687499493502007R,722,70902,428569,10,17,125,37.5,30
173530353196784,173530353196784002R,722,22886,339225,10,17,125,37.5,30
173669802240293,173669802240293004R,457,15605,428533,12,15,125,37.5,30
173622622503882,173622622503882003R,457,14036,339490,12,15,125,37.5,30
173319832166263,173319832166263003R,722,70902,339835,10,17,125,37.5,30
173453321526319,173453321526319001R,722,22886,339225,10,17,125,37.5,30
173310388093736,173310388093736002R,722,15605,428533,10,17,125,37.5,30
173573098780402,173573098780402002R,457,15605,339946,12,15,125,37.5,30
172737613116580,172737613116580008R,457,13799,339247,12,15,125,37.5,30
173605253145852,173605253145852003R,722,15605,339946,10,17,125,37.5,30
173605826558755,173605826558755001R,722,15605,339946,10,17,125,37.5,30
173611774816115,173611774816115001R,722,70902,339835,10,17,125,37.5,30
173661933828794,173661933828794003R,722,70902,339835,10,17,125,37.5,30
173571663289476,173571663289476002R,27476,13799,339247,1430,1380,125,37.5,30
173653456275477,173653456275477002R,6257,13928,339737,830,541,150,37.5,25
173632164546467,173632164546467001R,457,15605,339946,12,15,125,37.5,30
172978629590434,172978629590434035R,722,70902,428569,10,17,125,37.5,30
173056488229672,173056488229672011R,722,70902,339835,10,17,125,37.5,30
173482872677291,173482872677291001R,722,13799,339247,10,17,125,37.5,30
173678015876806,173678015876806002R,818,15566,339897,28,61,125,37.5,30
173687499493502,173687499493502004R,722,70902,428569,10,17,125,37.5,30
173669388820410,173669388820410010R,722,22886,339225,10,17,125,37.5,30
173576856851869,173576856851869001R,722,15605,339946,10,17,125,37.5,30
173022314009991,173022314009991015R,722,13799,339247,10,17,125,37.5,30
172961925953680,172961925953680001R,722,70902,339835,10,17,125,37.5,30
173688017715249,173688017715249001R,457,15605,428533,12,15,125,37.5,30
172817569598433,172817569598433001R,722,70902,339835,10,17,125,37.5,30
173464070494655,173464070494655001R,722,13931,339573,10,17,125,37.5,30
173509752404914,173509752404914001R,722,15605,339946,10,17,125,37.5,30
172743458985513,172743458985513004R,722,70902,339835,10,17,125,37.5,30
172761981541427,172761981541427051R,722,15605,339946,10,17,125,37.5,30
173529367547001,173529367547001002R,457,22886,339225,12,15,125,37.5,30
173610729425419,173610729425419001R,722,15605,339946,10,17,125,37.5,30
173610762097009,173610762097009002R,722,22886,339225,10,17,125,37.5,30
173673633683926,173673633683926001R,722,15653,340098,10,17,125,37.5,30
173558849640194,173558849640194015R,457,13799,339247,12,15,125,37.5,30
173581786901016,173581786901016002R,722,13931,339573,10,17,125,37.5,30
173669388820410,173669388820410001R,722,22886,339225,10,17,125,37.5,30
173575915480085,173575915480085017R,722,70902,339835,10,17,125,37.5,30
173310388093736,173310388093736027R,722,15605,428533,10,17,125,37.5,30
173602989336903,173602989336903002R,722,70902,339835,10,17,125,37.5,30
173530903141824,173530903141824013R,722,15605,339946,10,17,125,37.5,30
173572670760322,173572670760322001R,722,70902,339835,10,17,125,37.5,30
173635580346816,173635580346816014R,457,13931,339573,12,15,125,37.5,30
173687423415925,173687423415925049R,722,15605,428533,10,17,125,37.5,30
173693658635605,173693658635605001R,457,22886,339225,12,15,125,37.5,30
172941346853018,172941346853018196R,722,13931,339573,10,17,125,37.5,30
173587006445302,173587006445302002R,722,15605,339946,10,17,125,37.5,30
173589227894140,173589227894140001R,722,70902,339835,10,17,125,37.5,30
173612039416319,173612039416319001R,722,70902,339835,10,17,125,37.5,30
173669527531246,173669527531246002R,722,15605,339946,10,17,125,37.5,30
173573068168340,173573068168340001R,722,70902,339835,10,17,125,37.5,30
173586953842836,173586953842836002R,722,70902,339835,10,17,125,37.5,30
173647339196819,173647339196819005R,722,15605,339946,10,17,125,37.5,30
172941346853018,172941346853018197R,722,13931,339573,10,17,125,37.5,30
173453321526319,173453321526319010R,722,22886,339225,10,17,125,37.5,30
173571960308018,173571960308018002R,2899,13931,339573,262,211,125,37.5,30
173639274181239,173639274181239002R,722,15653,340098,10,17,125,37.5,30
173319832166263,173319832166263032R,722,70902,339835,10,17,125,37.5,30
173610829338947,173610829338947001R,722,15605,339946,10,17,125,37.5,30
173264357572032,173264357572032001R,722,70902,339835,10,17,125,37.5,30
173687582093849,173687582093849002R,722,22886,339225,10,17,125,37.5,30
173649747561070,173649747561070004R,457,15605,339946,12,15,125,37.5,30
173649747561070,173649747561070005R,457,15605,339946,12,15,125,37.5,30
173592379653370,173592379653370001R,722,13931,339573,10,17,125,37.5,30
173457310234348,173457310234348001R,457,15653,340098,12,15,125,37.5,30
173644060574467,173644060574467002R,722,70902,339835,10,17,125,37.5,30
173687423415925,173687423415925047R,722,15605,428533,10,17,125,37.5,30
173328658635000,173328658635000002R,722,70902,339835,10,17,125,37.5,30
172303766025847,172303766025847002R,457,22886,339225,12,15,125,37.5,30
173656462365966,173656462365966004R,722,15605,339946,10,17,125,37.5,30
173228844055003,173228844055003010R,457,15653,340098,12,15,125,37.5,30
173585761467540,173585761467540002R,722,70902,339835,10,17,125,37.5,30
172601155982644,172601155982644014R,722,13931,339573,10,17,125,37.5,30
173492259957451,173492259957451002R,722,15605,339946,10,17,125,37.5,30
173626633076742,173626633076742002R,722,15605,339946,10,17,125,37.5,30
173617370849209,173617370849209002R,457,15605,339946,12,15,125,37.5,30
173593497339086,173593497339086002R,722,15605,339946,10,17,125,37.5,30
173642939321654,173642939321654005R,722,22886,339225,10,17,125,37.5,30
173594412609554,173594412609554002R,722,15605,339946,10,17,125,37.5,30
173673732157854,173673732157854003R,722,15605,339946,10,17,125,37.5,30
173577469233085,173577469233085002R,722,13931,339573,10,17,125,37.5,30
173652021790697,173652021790697008R,2899,13799,339247,262,211,125,37.5,30
173659091969456,173659091969456003R,2899,13931,339573,262,211,125,37.5,30
172473670561591,172473670561591002R,722,13799,339247,10,17,125,37.5,30
173350811874641,173350811874641002R,722,15566,339897,10,17,125,37.5,30
173653790378417,173653790378417001R,457,15605,339946,12,15,125,37.5,30
172473670561591,172473670561591015R,722,13799,339247,10,17,125,37.5,30
173589656079416,173589656079416008R,2899,13799,339247,262,211,125,37.5,30
172817569598433,172817569598433012R,722,70902,339835,10,17,125,37.5,30
173576199808553,173576199808553001R,722,70902,339835,10,17,125,37.5,30
173668293955807,173668293955807002R,722,15605,339946,10,17,125,37.5,30
173602911187121,173602911187121002R,722,15605,339946,10,17,125,37.5,30
173639358706060,173639358706060001R,457,15650,340104,12,15,125,37.5,30
173328658635000,173328658635000033R,722,70902,339835,10,17,125,37.5,30
173680396081506,173680396081506001R,722,70902,339835,10,17,125,37.5,30
173694188001793,173694188001793002R,457,70902,339835,12,15,125,37.5,30
173672706533126,173672706533126002R,722,15605,339946,10,17,125,37.5,30
173328658635000,173328658635000016R,722,70902,339835,10,17,125,37.5,30
172944391276262,172944391276262001R,722,22886,339225,10,17,125,37.5,30
173437797689349,173437797689349005R,722,22886,339225,10,17,125,37.5,30
173679426882785,173679426882785001R,722,70902,339835,10,17,125,37.5,30
173693798461691,173693798461691001R,722,22886,339225,10,17,125,37.5,30
173612068924500,173612068924500037R,722,70902,339835,10,17,125,37.5,30
173603095376021,173603095376021003R,722,70902,339835,10,17,125,37.5,30
173660687584530,173660687584530001R,457,15605,339946,12,15,125,37.5,30
173186676275903,173186676275903002R,457,22886,339225,12,15,125,37.5,30
173666693397859,173666693397859001R,2899,13931,339573,262,211,125,37.5,30
173606038823867,173606038823867001R,457,15650,340104,12,15,125,37.5,30
173022314009991,173022314009991002R,722,13799,339247,10,17,125,37.5,30
172941346853018,172941346853018194R,722,13931,339573,10,17,125,37.5,30
173591817450113,173591817450113001R,457,70902,339835,12,15,125,37.5,30
172941346853018,172941346853018083R,722,13931,339573,10,17,125,37.5,30
173328303350106,173328303350106001R,722,15566,339897,10,17,125,37.5,30
173610133420646,173610133420646003R,722,15605,339946,10,17,125,37.5,30
173673633683926,173673633683926002R,722,15653,340098,10,17,125,37.5,30
173628132342547,173628132342547001R,457,15605,339946,12,15,125,37.5,30
173602989336903,173602989336903017R,722,70902,339835,10,17,125,37.5,30
173482872677291,173482872677291002R,722,13799,339247,10,17,125,37.5,30
173625116699549,173625116699549002R,722,15605,339946,10,17,125,37.5,30
173228646445821,173228646445821022R,722,70902,428569,10,17,125,37.5,30
172761981541427,172761981541427049R,722,15605,339946,10,17,125,37.5,30
173686270412015,173686270412015002R,457,15650,340104,12,15,125,37.5,30
173228646445821,173228646445821012R,722,70902,428569,10,17,125,37.5,30
173661844562787,173661844562787001R,457,14060,339509,12,15,125,37.5,30
173683203120271,173683203120271001R,2899,15605,339946,262,211,125,37.5,30
173585757642298,173585757642298002R,722,70902,339835,10,17,125,37.5,30
172297853291217,172297853291217002R,722,70902,339835,10,17,125,37.5,30
173612744399217,173612744399217001R,27476,15566,339897,1430,1380,125,37.5,30
173637345658218,173637345658218007R,722,14036,339490,10,17,125,37.5,30
173671939059271,173671939059271001R,722,13931,339573,10,17,125,37.5,30
173629349559145,173629349559145009R,722,22886,339225,10,17,125,37.5,30
173608985838974,173608985838974003R,457,22886,339225,12,15,125,37.5,30
173267681428227,173267681428227002R,457,81721,410644,12,15,125,37.5,30
173612839429740,173612839429740001R,27476,15653,340098,1430,1380,125,37.5,30
173642823629604,173642823629604001R,457,15605,339946,12,15,125,37.5,30
173601808079746,173601808079746003R,722,15605,339946,10,17,125,37.5,30
173671754871603,173671754871603003R,722,13931,339573,10,17,125,37.5,30
173529367547001,173529367547001010R,457,22886,339225,12,15,125,37.5,30
173649747561070,173649747561070046R,457,15605,339946,12,15,125,37.5,30
173661844562787,173661844562787002R,457,14060,339509,12,15,125,37.5,30
173608641541197,173608641541197001R,457,15605,339946,12,15,125,37.5,30
173621162774128,173621162774128001R,722,15605,339946,10,17,125,37.5,30
173686270412015,173686270412015001R,457,15650,340104,12,15,125,37.5,30
173610043217346,173610043217346001R,457,15605,428533,12,15,125,37.5,30
173617370849209,173617370849209001R,457,15605,339946,12,15,125,37.5,30
173481386904733,173481386904733014R,722,15605,339946,10,17,125,37.5,30
173602706782427,173602706782427002R,722,15605,339946,10,17,125,37.5,30
173681109905936,173681109905936001R,722,13931,339573,10,17,125,37.5,30
172941346853018,172941346853018195R,722,13931,339573,10,17,125,37.5,30
173651351715435,173651351715435002R,2899,15605,339946,262,211,125,37.5,30
173672735340530,173672735340530001R,457,15653,340098,12,15,125,37.5,30
173689290563698,173689290563698001R,722,70902,339835,10,17,125,37.5,30
173127637730963,173127637730963001R,722,15566,339897,10,17,125,37.5,30
173587424176004,173587424176004002R,722,70902,339835,10,17,125,37.5,30
173603890477404,173603890477404004R,722,22886,339225,10,17,125,37.5,30
173328658635000,173328658635000003R,722,70902,339835,10,17,125,37.5,30
173359304779663,173359304779663002R,722,15653,340098,10,17,125,37.5,30
173610762097009,173610762097009004R,722,22886,339225,10,17,125,37.5,30
173610829338947,173610829338947002R,722,15605,339946,10,17,125,37.5,30
173672098788967,173672098788967001R,722,15605,339946,10,17,125,37.5,30
172580678932009,172580678932009009R,722,22886,339225,10,17,125,37.5,30
173659091969456,173659091969456004R,2899,13931,339573,262,211,125,37.5,30
173454499127982,173454499127982001R,722,22886,339225,10,17,125,37.5,30
173481386904733,173481386904733002R,722,15605,339946,10,17,125,37.5,30
173228646445821,173228646445821062R,722,70902,428569,10,17,125,37.5,30
173397564881501,173397564881501002R,722,70902,339835,10,17,125,37.5,30
173610729425419,173610729425419002R,722,15605,339946,10,17,125,37.5,30
173522493885299,173522493885299005R,722,22886,339225,10,17,125,37.5,30
173662418860361,173662418860361007R,722,70902,428569,10,17,125,37.5,30
173603095376021,173603095376021002R,722,70902,339835,10,17,125,37.5,30
173687499493502,173687499493502005R,722,70902,428569,10,17,125,37.5,30
173299326328223,173299326328223005R,722,22886,339225,10,17,125,37.5,30
173486445924215,173486445924215001R,818,15566,339897,28,61,125,37.5,30
173612068924500,173612068924500038R,722,70902,339835,10,17,125,37.5,30
173608120299158,173608120299158001R,457,14048,429763,12,15,125,37.5,30
173672238069228,173672238069228002R,722,15605,339946,10,17,125,37.5,30
173628278353402,173628278353402001R,722,70902,339835,10,17,125,37.5,30
172796157846225,172796157846225001R,27476,15605,339946,1430,1380,125,37.5,30
173589656079416,173589656079416001R,2899,13799,339247,262,211,125,37.5,30
172737613116580,172737613116580001R,457,13799,339247,12,15,125,37.5,30
173657278860253,173657278860253001R,722,70902,339835,10,17,125,37.5,30
173673681132649,173673681132649002R,818,15605,339946,28,61,125,37.5,30
173605826558755,173605826558755002R,722,15605,339946,10,17,125,37.5,30
173622651253185,173622651253185002R,722,70902,339835,10,17,125,37.5,30
172944391276262,172944391276262002R,722,22886,339225,10,17,125,37.5,30
173341614157828,173341614157828002R,457,81721,410644,12,15,125,37.5,30
173319832166263,173319832166263001R,722,70902,339835,10,17,125,37.5,30
173613303841852,173613303841852002R,722,13931,339573,10,17,125,37.5,30
173644060574467,173644060574467001R,722,70902,339835,10,17,125,37.5,30
173453321526319,173453321526319002R,722,22886,339225,10,17,125,37.5,30
173657333443852,173657333443852002R,722,15605,339946,10,17,125,37.5,30
173637527655621,173637527655621001R,722,14036,339490,10,17,125,37.5,30
173669388820410,173669388820410009R,722,22886,339225,10,17,125,37.5,30
173319832166263,173319832166263033R,722,70902,339835,10,17,125,37.5,30
173647297047139,173647297047139001R,722,70902,339835,10,17,125,37.5,30
173614478870493,173614478870493001R,2899,15605,339946,262,211,125,37.5,30
173651351715435,173651351715435001R,2899,15605,339946,262,211,125,37.5,30
173647339196819,173647339196819041R,722,15605,339946,10,17,125,37.5,30
173579824841565,173579824841565002R,722,13931,339573,10,17,125,37.5,30
172941346853018,172941346853018003R,722,13931,339573,10,17,125,37.5,30
173694551412818,173694551412818001R,722,22886,339225,10,17,125,37.5,30
172719378388587,172719378388587003R,457,22886,339225,12,15,125,37.5,30
173648826458175,173648826458175001R,457,13799,339247,12,15,125,37.5,30
173421074776646,173421074776646007R,722,15605,339946,10,17,125,37.5,30
173612068924500,173612068924500002R,722,70902,339835,10,17,125,37.5,30
173530873191211,173530873191211004R,457,73023,354305,12,15,125,37.5,30
172941346853018,172941346853018123R,722,13931,339573,10,17,125,37.5,30
173593872575455,173593872575455002R,722,15605,339946,10,17,125,37.5,30
173228844055003,173228844055003001R,457,15653,340098,12,15,125,37.5,30
173668885414696,173668885414696004R,457,22886,339225,12,15,125,37.5,30
173421934674051,173421934674051008R,457,73023,354305,12,15,125,37.5,30
173614164969032,173614164969032001R,722,22886,339225,10,17,125,37.5,30
173612744399217,173612744399217024R,27476,15566,339897,1430,1380,125,37.5,30
173671136804194,173671136804194001R,722,70902,339835,10,17,125,37.5,30
173258543676952,173258543676952001R,457,13799,339247,12,15,125,37.5,30
173661788959923,173661788959923001R,722,70902,339835,10,17,125,37.5,30
173651019250066,173651019250066003R,722,15605,428533,10,17,125,37.5,30
173622259855283,173622259855283003R,722,13931,339573,10,17,125,37.5,30
172601155982644,172601155982644013R,722,13931,339573,10,17,125,37.5,30
173678015876806,173678015876806001R,818,15566,339897,28,61,125,37.5,30
173616908810452,173616908810452002R,457,15605,339946,12,15,125,37.5,30
173587424176004,173587424176004001R,722,70902,339835,10,17,125,37.5,30
173601808079746,173601808079746002R,722,15605,339946,10,17,125,37.5,30
173594152213003,173594152213003001R,722,70902,339835,10,17,125,37.5,30
173127637730963,173127637730963012R,722,15566,339897,10,17,125,37.5,30
173631173135843,173631173135843001R,457,15605,339946,12,15,125,37.5,30
173643193636272,173643193636272001R,2899,13931,339573,262,211,125,37.5,30
173229267421363,173229267421363001R,722,13799,339247,10,17,125,37.5,30
172743458985513,172743458985513002R,722,70902,339835,10,17,125,37.5,30
173585751269976,173585751269976002R,722,70902,339835,10,17,125,37.5,30
173612744399217,173612744399217002R,27476,15566,339897,1430,1380,125,37.5,30
172743458985513,172743458985513005R,722,70902,339835,10,17,125,37.5,30
173647339196819,173647339196819002R,722,15605,339946,10,17,125,37.5,30
173595537275327,173595537275327004R,722,13799,339247,10,17,125,37.5,30
173618058224580,173618058224580001R,27476,15653,340098,1430,1380,125,37.5,30
173625501854390,173625501854390001R,2899,22886,339225,262,211,125,37.5,30
173671710329956,173671710329956004R,722,13931,339573,10,17,125,37.5,30
172941346853018,172941346853018157R,722,13931,339573,10,17,125,37.5,30
173661933828794,173661933828794001R,722,70902,339835,10,17,125,37.5,30
173661574964650,173661574964650001R,457,14036,339490,12,15,125,37.5,30
173203041596366,173203041596366002R,722,70902,339835,10,17,125,37.5,30
173550995437841,173550995437841007R,722,15605,339946,10,17,125,37.5,30
173694204610958,173694204610958001R,457,13931,339573,12,15,125,37.5,30
173675596999872,173675596999872002R,722,15653,340098,10,17,125,37.5,30
173455440625863,173455440625863029R,722,13799,339247,10,17,125,37.5,30
173631173135843,173631173135843002R,457,15605,339946,12,15,125,37.5,30
173612744399217,173612744399217021R,27476,15566,339897,1430,1380,125,37.5,30
172780290038675,172780290038675002R,457,15605,339946,12,15,125,37.5,30
173585761467540,173585761467540001R,722,70902,339835,10,17,125,37.5,30
173597688613901,173597688613901002R,8975,14027,339552,830,541,150,37.5,25
173637345658218,173637345658218001R,722,14036,339490,10,17,125,37.5,30
173612060163244,173612060163244001R,722,22886,339225,10,17,125,37.5,30
173657280553423,173657280553423001R,722,70902,339835,10,17,125,37.5,30
173615867480439,173615867480439001R,722,15605,339946,10,17,125,37.5,30
173328658635000,173328658635000001R,722,70902,339835,10,17,125,37.5,30
173608135654718,173608135654718015R,457,15650,340104,12,15,125,37.5,30
173647339196819,173647339196819081R,722,15605,339946,10,17,125,37.5,30
173679931525490,173679931525490002R,722,15605,339946,10,17,125,37.5,30
173600267730988,173600267730988016R,722,13799,339247,10,17,125,37.5,30
173594971224118,173594971224118002R,722,70902,339835,10,17,125,37.5,30
173575605196649,173575605196649001R,722,15605,339946,10,17,125,37.5,30
173591352109036,173591352109036001R,722,70902,339835,10,17,125,37.5,30
173637733452058,173637733452058002R,818,15605,339946,28,61,125,37.5,30
173683923122918,173683923122918001R,2899,13931,339573,262,211,125,37.5,30
173513032657262,173513032657262001R,2899,13931,339573,262,211,125,37.5,30
173610451520293,173610451520293001R,722,15566,339897,10,17,125,37.5,30
173673732157854,173673732157854001R,722,15605,339946,10,17,125,37.5,30
173421710887698,173421710887698023R,457,15566,339897,12,15,125,37.5,30
173613303841852,173613303841852014R,722,13931,339573,10,17,125,37.5,30
173635287628719,173635287628719001R,722,22886,339225,10,17,125,37.5,30
173693658635605,173693658635605002R,457,22886,339225,12,15,125,37.5,30
173056488229672,173056488229672001R,722,70902,339835,10,17,125,37.5,30
173683923122918,173683923122918003R,2899,13931,339573,262,211,125,37.5,30
173665156398216,173665156398216002R,722,13931,339573,10,17,125,37.5,30
173575915480085,173575915480085002R,722,70902,339835,10,17,125,37.5,30
173665541863550,173665541863550002R,722,15605,339946,10,17,125,37.5,30
173228646445821,173228646445821082R,722,70902,428569,10,17,125,37.5,30
173599723809925,173599723809925001R,722,15566,339897,10,17,125,37.5,30
173612744399217,173612744399217023R,27476,15566,339897,1430,1380,125,37.5,30
173688727280545,173688727280545002R,722,15605,339946,10,17,125,37.5,30
173568989164309,173568989164309001R,722,22886,339225,10,17,125,37.5,30
173583641617177,173583641617177002R,722,15605,428533,10,17,125,37.5,30
173600267730988,173600267730988001R,722,13799,339247,10,17,125,37.5,30
173612839429740,173612839429740010R,27476,15653,340098,1430,1380,125,37.5,30
173690735373708,173690735373708001R,722,14036,339490,10,17,125,37.5,30
173464070494655,173464070494655013R,722,13931,339573,10,17,125,37.5,30
173692804671273,173692804671273001R,722,22886,339225,10,17,125,37.5,30
173666648408342,173666648408342014R,2899,13931,339573,262,211,125,37.5,30
172941346853018,172941346853018081R,722,13931,339573,10,17,125,37.5,30
173608641541197,173608641541197003R,457,15605,339946,12,15,125,37.5,30
173650283009047,173650283009047001R,457,15605,339946,12,15,125,37.5,30
173602911187121,173602911187121003R,722,15605,339946,10,17,125,37.5,30
173629955062993,173629955062993002R,722,13931,339573,10,17,125,37.5,30
172817569598433,172817569598433002R,722,70902,339835,10,17,125,37.5,30
172941346853018,172941346853018121R,722,13931,339573,10,17,125,37.5,30
173492259957451,173492259957451001R,722,15605,339946,10,17,125,37.5,30
173558849640194,173558849640194001R,457,13799,339247,12,15,125,37.5,30
173690794935878,173690794935878001R,722,13931,339573,10,17,125,37.5,30
173695641900593,173695641900593001R,818,15566,339897,28,61,125,37.5,30
172601155982644,172601155982644001R,722,13931,339573,10,17,125,37.5,30
173629928040912,173629928040912001R,457,15605,339946,12,15,125,37.5,30
173612068924500,173612068924500004R,722,70902,339835,10,17,125,37.5,30
173203041596366,173203041596366001R,722,70902,339835,10,17,125,37.5,30
173431406998649,173431406998649004R,818,15605,339946,28,61,125,37.5,30
173602422308286,173602422308286001R,457,15605,339946,12,15,125,37.5,30
173694204610958,173694204610958002R,457,13931,339573,12,15,125,37.5,30
173608985838974,173608985838974002R,457,22886,339225,12,15,125,37.5,30
173598255172098,173598255172098001R,722,15605,339946,10,17,125,37.5,30
173576199808553,173576199808553002R,722,70902,339835,10,17,125,37.5,30
173689015658950,173689015658950001R,457,15653,340098,12,15,125,37.5,30
173694373199885,173694373199885002R,722,15605,339946,10,17,125,37.5,30
172941346853018,172941346853018160R,722,13931,339573,10,17,125,37.5,30
173599723809925,173599723809925002R,722,15566,339897,10,17,125,37.5,30
172761981541427,172761981541427026R,722,15605,339946,10,17,125,37.5,30
173608641541197,173608641541197002R,457,15605,339946,12,15,125,37.5,30
173586953842836,173586953842836001R,722,70902,339835,10,17,125,37.5,30
173602989336903,173602989336903016R,722,70902,339835,10,17,125,37.5,30
172941346853018,172941346853018122R,722,13931,339573,10,17,125,37.5,30
172761981541427,172761981541427025R,722,15605,339946,10,17,125,37.5,30
173576428691362,173576428691362005R,722,15605,428533,10,17,125,37.5,30
172761981541427,172761981541427027R,722,15605,339946,10,17,125,37.5,30
173602731890365,173602731890365001R,722,15605,339946,10,17,125,37.5,30
173264357572032,173264357572032002R,722,70902,339835,10,17,125,37.5,30
173655553307555,173655553307555002R,722,70902,339835,10,17,125,37.5,30
173682199872353,173682199872353004R,722,15605,339946,10,17,125,37.5,30
173695151579035,173695151579035001R,457,15605,339946,12,15,125,37.5,30
173695147996775,173695147996775001R,457,15605,339946,12,15,125,37.5,30
173587892640254,173587892640254001R,722,13931,339573,10,17,125,37.5,30
173608985838974,173608985838974001R,457,22886,339225,12,15,125,37.5,30
173482872677291,173482872677291015R,722,13799,339247,10,17,125,37.5,30
173647339196819,173647339196819043R,722,15605,339946,10,17,125,37.5,30
173585751269976,173585751269976001R,722,70902,339835,10,17,125,37.5,30
173593396046323,173593396046323002R,722,15566,339897,10,17,125,37.5,30
173486445924215,173486445924215012R,818,15566,339897,28,61,125,37.5,30
173612952401868,173612952401868003R,722,70902,339835,10,17,125,37.5,30
173357994877313,173357994877313007R,457,73023,354305,12,15,125,37.5,30
173597688613901,173597688613901001R,8975,14027,339552,830,541,150,37.5,25
173622259855283,173622259855283004R,722,13931,339573,10,17,125,37.5,30
173603890477404,173603890477404001R,722,22886,339225,10,17,125,37.5,30
173606038823867,173606038823867009R,457,15650,340104,12,15,125,37.5,30
173643193636272,173643193636272002R,2899,13931,339573,262,211,125,37.5,30
173228646445821,173228646445821052R,722,70902,428569,10,17,125,37.5,30
173319832166263,173319832166263016R,722,70902,339835,10,17,125,37.5,30
173482872677291,173482872677291016R,722,13799,339247,10,17,125,37.5,30
172961925953680,172961925953680002R,722,70902,339835,10,17,125,37.5,30
173694551412818,173694551412818002R,722,22886,339225,10,17,125,37.5,30
173697389930864,173697389930864002R,457,15605,339946,12,15,125,37.5,30
173633161196232,173633161196232002R,457,15605,339946,12,15,125,37.5,30
173570211818481,173570211818481002R,722,70902,339835,10,17,125,37.5,30
172941346853018,172941346853018046R,722,13931,339573,10,17,125,37.5,30
172941346853018,172941346853018235R,722,13931,339573,10,17,125,37.5,30
173585751269976,173585751269976003R,722,70902,339835,10,17,125,37.5,30
173622259855283,173622259855283005R,722,13931,339573,10,17,125,37.5,30
173577843791421,173577843791421002R,722,70902,339835,10,17,125,37.5,30
173610762097009,173610762097009001R,722,22886,339225,10,17,125,37.5,30
173228646445821,173228646445821002R,722,70902,428569,10,17,125,37.5,30
173673946213387,173673946213387001R,722,15605,339946,10,17,125,37.5,30
173486445924215,173486445924215011R,818,15566,339897,28,61,125,37.5,30
173333765479717,173333765479717003R,457,70902,339835,12,15,125,37.5,30
173328658635000,173328658635000031R,722,70902,339835,10,17,125,37.5,30
173508219825883,173508219825883023R,722,13799,339247,10,17,125,37.5,30
173602753244387,173602753244387001R,457,15605,339946,12,15,125,37.5,30
173608135654718,173608135654718001R,457,15650,340104,12,15,125,37.5,30
173656462365966,173656462365966002R,722,15605,339946,10,17,125,37.5,30
173498891910314,173498891910314002R,722,22886,339225,10,17,125,37.5,30
173203580522552,173203580522552029R,722,13799,339247,10,17,125,37.5,30
173397564881501,173397564881501001R,722,70902,339835,10,17,125,37.5,30
173662279879799,173662279879799001R,457,70902,339835,12,15,125,37.5,30
173634566651698,173634566651698002R,457,15605,339946,12,15,125,37.5,30
173632164546467,173632164546467002R,457,15605,339946,12,15,125,37.5,30
173655553307555,173655553307555001R,722,70902,339835,10,17,125,37.5,30
173595537275327,173595537275327029R,722,13799,339247,10,17,125,37.5,30
172297853291217,172297853291217001R,722,70902,339835,10,17,125,37.5,30
172303766025847,172303766025847001R,457,22886,339225,12,15,125,37.5,30
173654033351325,173654033351325004R,722,70902,428569,10,17,125,37.5,30
173672098788967,173672098788967013R,722,15605,339946,10,17,125,37.5,30
173395560913305,173395560913305002R,722,15605,339946,10,17,125,37.5,30
173082825889507,173082825889507002R,722,70902,428569,10,17,125,37.5,30
172386945242448,172386945242448002R,722,15605,339946,10,17,125,37.5,30
173351197204228,173351197204228001R,722,13799,339247,10,17,125,37.5,30
173585757642298,173585757642298016R,722,70902,339835,10,17,125,37.5,30
172743458985513,172743458985513003R,722,70902,339835,10,17,125,37.5,30
173328658635000,173328658635000032R,722,70902,339835,10,17,125,37.5,30
173595537275327,173595537275327001R,722,13799,339247,10,17,125,37.5,30
173649117985030,173649117985030001R,2899,13931,339573,262,211,125,37.5,30
173669388820410,173669388820410002R,722,22886,339225,10,17,125,37.5,30
173688397662911,173688397662911001R,722,15605,339946,10,17,125,37.5,30
173672706533126,173672706533126001R,722,15605,339946,10,17,125,37.5,30
172297792594692,172297792594692002R,722,70902,339835,10,17,125,37.5,30
173616908896007,173616908896007002R,457,15605,339946,12,15,125,37.5,30
173690831572131,173690831572131001R,722,70902,339835,10,17,125,37.5,30
172941346853018,172941346853018080R,722,13931,339573,10,17,125,37.5,30
172743458985513,172743458985513027R,722,70902,339835,10,17,125,37.5,30
173669605154481,173669605154481001R,722,70902,339835,10,17,125,37.5,30
173431406998649,173431406998649003R,818,15605,339946,28,61,125,37.5,30
173530903141824,173530903141824019R,722,15605,339946,10,17,125,37.5,30
172817569598433,172817569598433011R,722,70902,339835,10,17,125,37.5,30
173359304779663,173359304779663001R,722,15653,340098,10,17,125,37.5,30
173606445350295,173606445350295002R,8975,14027,339552,830,541,150,37.5,25
173671710329956,173671710329956001R,722,13931,339573,10,17,125,37.5,30
172555581614836,172555581614836025R,722,13931,339573,10,17,125,37.5,30
173585233001712,173585233001712001R,722,15605,339946,10,17,125,37.5,30
173599760397514,173599760397514001R,457,70902,339835,12,15,125,37.5,30
173595537275327,173595537275327002R,722,13799,339247,10,17,125,37.5,30
173589227894140,173589227894140003R,722,70902,339835,10,17,125,37.5,30
173629955062993,173629955062993003R,722,13931,339573,10,17,125,37.5,30
173687582093849,173687582093849001R,722,22886,339225,10,17,125,37.5,30
