vt_group_no,transaction_id,hotel_id,hotel_name,reseller_id,reseller_name,ticket_id,ticketpriceschedule_id,version,order_confirm_date,saleprice,purchaseprice,merchantcommission,distributorcommission,hgscommission,salepriceshouldbe,museumfeeshouldbe,merchantfeeshouldbe,hotelfeeshouldbe,hgsfeeshouldbe,modifiedshouldbe,pricinglevel
173731608310944,173731608310944010R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,87582,438529,1,2025-01-19 20:01:27,135,0,0,0,135,135,0,0,0,132.2,2024-12-02 11:10:00,clcsetting
173587391178707,173587391178707001R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,70902,350997,2,2025-01-03 03:14:44,120,0,0,0,120,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
173587391178707,173587391178707011R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,70902,350997,2,2025-01-19 12:13:27,120,0,0,0,120,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
173730261109157,173730261109157003R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,13829,422870,1,2025-01-19 16:09:45,120,0,0,0,87.5,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
173730123372844,173730123372844002R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,13928,428463,1,2025-01-19 15:48:42,165,123.75,0,0,41.25,165,123.75,0,41.25,0,2025-01-02 16:15:12,clcsetting
173715776563826,173715776563826012R,9029,EPG- Main ,541,Evan Evans,13961,428555,3,2025-01-18 14:45:33,170,0,0,42.5,111.38,170,0,0,47.6,122.4,2025-01-20 05:01:26,catalogsetting
173715776563826,173715776563826011R,9029,EPG- Main ,541,Evan Evans,13961,428555,3,2025-01-18 14:45:33,170,0,0,42.5,111.38,170,0,0,47.6,122.4,2025-01-20 05:01:26,catalogsetting
172759257534588,172759257534588006R,6458,Travel Trade Group,541,Evan Evans,61426,415014,3,2024-10-07 07:45:01,125,0,0,28.75,96.25,125,0,0,31.25,93.75,2025-01-20 04:43:46,catalogsetting
172650586677032,172650586677032002R,6458,Travel Trade Group,541,Evan Evans,61426,415014,2.2,2024-09-16 16:58:23,125,0,0,28.75,96.25,125,0,0,31.25,93.75,2025-01-20 04:43:46,catalogsetting
172759257534588,172759257534588003R,6458,Travel Trade Group,541,Evan Evans,61426,415014,4,2024-10-07 07:44:59,125,0,0,28.75,96.25,125,0,0,31.25,93.75,2025-01-20 04:43:46,catalogsetting
172650586677032,172650586677032001R,6458,Travel Trade Group,541,Evan Evans,61426,415014,2.2,2024-09-16 16:58:23,125,0,0,28.75,96.25,125,0,0,31.25,93.75,2025-01-20 04:43:46,catalogsetting
172659193644325,172659193644325001R,6458,Travel Trade Group,541,Evan Evans,61426,415014,2.2,2024-09-17 16:52:41,125,0,0,28.75,96.25,125,0,0,31.25,93.75,2025-01-20 04:43:46,catalogsetting
172622007386407,172622007386407001R,6458,Travel Trade Group,541,Evan Evans,61426,415014,2.2,2024-09-13 09:34:53,125,0,0,28.75,96.25,125,0,0,31.25,93.75,2025-01-20 04:43:46,catalogsetting
172759257534588,172759257534588002R,6458,Travel Trade Group,541,Evan Evans,61426,415014,3,2024-09-29 06:50:03,125,0,0,28.75,96.25,125,0,0,31.25,93.75,2025-01-20 04:43:46,catalogsetting
172647214365728,172647214365728002R,6458,Travel Trade Group,541,Evan Evans,61426,415014,2.2,2024-09-16 07:35:55,125,0,0,28.75,96.25,125,0,0,31.25,93.75,2025-01-20 04:43:46,catalogsetting
172759257534588,172759257534588005R,6458,Travel Trade Group,541,Evan Evans,61426,415014,3,2024-10-07 07:45:01,125,0,0,28.75,96.25,125,0,0,31.25,93.75,2025-01-20 04:43:46,catalogsetting
172622007386407,172622007386407002R,6458,Travel Trade Group,541,Evan Evans,61426,415014,2.2,2024-09-13 09:34:53,125,0,0,28.75,96.25,125,0,0,31.25,93.75,2025-01-20 04:43:46,catalogsetting
172759257534588,172759257534588004R,6458,Travel Trade Group,541,Evan Evans,61426,415014,4,2024-10-07 07:44:59,125,0,0,28.75,96.25,125,0,0,31.25,93.75,2025-01-20 04:43:46,catalogsetting
172647214365728,172647214365728001R,6458,Travel Trade Group,541,Evan Evans,61426,415014,2.2,2024-09-16 07:35:55,125,0,0,28.75,96.25,125,0,0,31.25,93.75,2025-01-20 04:43:46,catalogsetting
172659193644325,172659193644325002R,6458,Travel Trade Group,541,Evan Evans,61426,415014,2.2,2024-09-17 16:52:41,125,0,0,28.75,96.25,125,0,0,31.25,93.75,2025-01-20 04:43:46,catalogsetting
172759257534588,172759257534588001R,6458,Travel Trade Group,541,Evan Evans,61426,415014,3,2024-09-29 06:50:03,125,0,0,28.75,96.25,125,0,0,31.25,93.75,2025-01-20 04:43:46,catalogsetting
173732303879782,173732303879782001R,7601,Park Plaza Westminster Bridge ,541,Evan Evans,14159,362453,1,2025-01-19 21:45:58,34.8,0,0,5.22,29.58,34.8,0,0,6.96,27.84,2025-01-20 05:35:12,catalogsetting
173732303879782,173732303879782002R,7601,Park Plaza Westminster Bridge ,541,Evan Evans,14159,362453,1,2025-01-19 21:45:58,34.8,0,0,5.22,29.58,34.8,0,0,6.96,27.84,2025-01-20 05:35:12,catalogsetting
173727814248897,173727814248897001R,6458,Travel Trade Group,541,Evan Evans,13829,454862,1,2025-01-19 09:16:07,105,0,0,26.25,39.05,105,0,0,26.25,78.75,2025-01-20 05:40:02,catalogsetting
173728056254425,173728056254425002R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,13928,339734,1,2025-01-19 10:05:37,155,0,0,0,155,155,155,0,0,0,2025-01-13 11:13:42,clcsetting
173728056254425,173728056254425001R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,13928,339734,1,2025-01-19 10:05:37,155,0,0,0,155,155,155,0,0,0,2025-01-13 11:13:42,clcsetting
173731396814292,173731396814292001R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,13829,421827,1,2025-01-19 19:16:24,105,0,0,0,65.3,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
173731396814292,173731396814292002R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,13829,421827,1,2025-01-19 19:16:24,105,0,0,0,65.3,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
173728445467563,173728445467563002R,7718,Rubens At The Palace Hotel ,541,Evan Evans,23158,428476,1,2025-01-19 11:01:21,69,0,0,19.32,49.68,69,0,0,20.7,48.3,2025-01-20 04:57:44,catalogsetting
173728445467563,173728445467563001R,7718,Rubens At The Palace Hotel ,541,Evan Evans,23158,428476,1,2025-01-19 11:01:21,69,0,0,19.32,49.68,69,0,0,20.7,48.3,2025-01-20 04:57:44,catalogsetting
173728682218378,173728682218378001R,6458,Travel Trade Group,541,Evan Evans,13829,422869,1,2025-01-19 11:40:55,130,0,0,32.5,57.8,130,0,0,32.5,97.5,2025-01-20 04:50:42,catalogsetting
173728682218378,173728682218378002R,6458,Travel Trade Group,541,Evan Evans,13829,422869,1,2025-01-19 11:40:55,130,0,0,32.5,57.8,130,0,0,32.5,97.5,2025-01-20 04:50:42,catalogsetting
173732681509914,173732681509914001R,44587,Flight Centre,541,Evan Evans,13829,422869,1,2025-01-19 22:48:34,130,0,0,32.5,57.8,130,0,0,32.5,97.5,2025-01-20 04:50:42,catalogsetting
173727814248897,173727814248897002R,6458,Travel Trade Group,541,Evan Evans,13829,454863,1,2025-01-19 09:16:07,95,0,0,23.75,31.55,95,0,0,23.75,71.25,2025-01-20 05:40:02,catalogsetting
173715776563826,173715776563826002R,9029,EPG- Main ,541,Evan Evans,13961,428552,2,2025-01-17 23:53:39,175,0,0,43.75,113.7,175,0,0,49,126,2025-01-20 05:01:26,catalogsetting
173715776563826,173715776563826021R,9029,EPG- Main ,541,Evan Evans,13961,428552,2,2025-01-18 14:45:35,175,0,0,43.75,113.7,175,0,0,49,126,2025-01-20 05:01:26,catalogsetting
173715776563826,173715776563826022R,9029,EPG- Main ,541,Evan Evans,13961,428552,2,2025-01-18 14:45:35,175,0,0,43.75,113.7,175,0,0,49,126,2025-01-20 05:01:26,catalogsetting
173715776563826,173715776563826001R,9029,EPG- Main ,541,Evan Evans,13961,428552,2,2025-01-17 23:53:39,175,0,0,43.75,113.7,175,0,0,49,126,2025-01-20 05:01:26,catalogsetting
173587391178707,173587391178707012R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,70902,339835,2,2025-01-19 12:13:27,125,0,0,0,125,125,93.5,0,0,0,2024-11-19 05:40:00,clcsetting
173587391178707,173587391178707002R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,70902,339835,2,2025-01-03 03:14:44,125,0,0,0,125,125,93.5,0,0,0,2024-11-19 05:40:00,clcsetting
173730080378456,173730080378456016R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,15566,428486,1,2025-01-19 15:37:55,129,0,0,0,129,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
173730080378456,173730080378456018R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,15566,428486,1,2025-01-19 15:37:55,129,0,0,0,129,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
173730080378456,173730080378456017R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,15566,428486,1,2025-01-19 15:37:55,129,0,0,0,129,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
173731570200535,173731570200535001R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,70902,428571,1,2025-01-19 19:45:08,130,0,0,0,130,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
173731570200535,173731570200535002R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,70902,428571,1,2025-01-19 19:45:08,130,0,0,0,130,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
173731531112613,173731531112613001R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,14162,421042,1,2025-01-19 19:37:16,30,0,0,0,30,30,30,0,0,0,2024-11-19 05:46:00,clcsetting
173728904869613,173728904869613002R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,14162,421042,1,2025-01-19 12:27:44,30,0,0,0,30,30,30,0,0,0,2024-11-19 05:46:00,clcsetting
173729562321460,173729562321460003R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,14162,421042,1,2025-01-19 14:15:29,30,0,0,0,30,30,30,0,0,0,2024-11-19 05:46:00,clcsetting
173732410345876,173732410345876001R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,14162,421042,1,2025-01-19 22:04:49,30,0,0,0,30,30,30,0,0,0,2024-11-19 05:46:00,clcsetting
173730214011051,173730214011051001R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,14162,421042,1,2025-01-19 15:59:40,30,0,0,0,30,30,30,0,0,0,2024-11-19 05:46:00,clcsetting
173730226784753,173730226784753001R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,14162,421042,1,2025-01-19 15:59:06,30,0,0,0,30,30,30,0,0,0,2024-11-19 05:46:00,clcsetting
173729562321460,173729562321460002R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,14162,421042,1,2025-01-19 14:15:29,30,0,0,0,30,30,30,0,0,0,2024-11-19 05:46:00,clcsetting
173730210429129,173730210429129001R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,14162,421042,1,2025-01-19 15:58:11,30,0,0,0,30,30,30,0,0,0,2024-11-19 05:46:00,clcsetting
173728904869613,173728904869613001R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,14162,421042,1,2025-01-19 12:27:44,30,0,0,0,30,30,30,0,0,0,2024-11-19 05:46:00,clcsetting
173730220873304,173730220873304001R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,14162,421042,1,2025-01-19 15:59:51,30,0,0,0,30,30,30,0,0,0,2024-11-19 05:46:00,clcsetting
173729562321460,173729562321460001R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,14162,421042,1,2025-01-19 14:15:29,30,0,0,0,30,30,30,0,0,0,2024-11-19 05:46:00,clcsetting
173731031809796,173731031809796001R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,14162,421042,1,2025-01-19 18:14:42,30,0,0,0,30,30,30,0,0,0,2024-11-19 05:46:00,clcsetting
173732410345876,173732410345876002R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,14162,421042,1,2025-01-19 22:04:49,30,0,0,0,30,30,30,0,0,0,2024-11-19 05:46:00,clcsetting
173725327981616,173725327981616001R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,70902,350999,1,2025-01-19 02:25:17,470,0,0,0,470,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
173726341044775,173726341044775001R,49503,Hiseas International GmbH,541,Evan Evans,13829,421818,1,2025-01-19 05:10:58,115,0,0,28.75,46.55,115,0,0,28.75,86.25,2025-01-20 04:50:42,catalogsetting
173726341044775,173726341044775002R,49503,Hiseas International GmbH,541,Evan Evans,13829,421818,1,2025-01-19 05:10:58,115,0,0,28.75,46.55,115,0,0,28.75,86.25,2025-01-20 04:50:42,catalogsetting
173727428345585,173727428345585001R,53911,Tourist England,541,Evan Evans,13829,421818,1,2025-01-19 08:24:47,115,0,0,28.75,46.55,115,0,0,28.75,86.25,2025-01-20 04:50:42,catalogsetting
173730123372844,173730123372844001R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,13928,428466,1,2025-01-19 15:48:42,160,120,0,0,40,160,120,0,40,0,2025-01-02 16:16:46,clcsetting
173727175657308,173727175657308001R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,13928,428466,1,2025-01-19 07:35:40,160,120,0,0,40,160,120,0,40,0,2025-01-02 16:16:46,clcsetting
173731360381994,173731360381994002R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,13931,339573,1,2025-01-19 19:12:26,125,0,0,0,125,125,125,0,0,0,2025-01-13 11:16:28,clcsetting
172952636041609,172952636041609014R,8984,Viator (EET),541,Evan Evans,13931,428458,3,2025-01-19 19:53:58,135,0,0,37.8,97.2,135,0,0,40.5,94.5,2025-01-20 05:05:09,catalogsetting
172952636041609,172952636041609002R,8984,Viator (EET),541,Evan Evans,13931,428458,3,2024-10-21 15:59:37,135,0,0,37.8,97.2,135,0,0,40.5,94.5,2025-01-20 05:05:09,catalogsetting
172952636041609,172952636041609001R,8984,Viator (EET),541,Evan Evans,13931,428458,3,2024-10-21 15:59:37,135,0,0,37.8,97.2,135,0,0,40.5,94.5,2025-01-20 05:05:09,catalogsetting
172952636041609,172952636041609013R,8984,Viator (EET),541,Evan Evans,13931,428458,3,2025-01-19 19:53:58,135,0,0,37.8,97.2,135,0,0,40.5,94.5,2025-01-20 05:05:09,catalogsetting
172803899299075,172803899299075004R,14235,DERTOUR Deutschland GmbH,541,Evan Evans,61395,414992,2.1,2024-10-04 10:50:13,125,0,0,25,100,99,0,0,19.8,79.2,2024-11-22 04:11:36,catalogsetting
172803899299075,172803899299075003R,14235,DERTOUR Deutschland GmbH,541,Evan Evans,61395,414992,2.1,2024-10-04 10:50:13,125,0,0,25,100,99,0,0,19.8,79.2,2024-11-22 04:11:36,catalogsetting
172803899299075,172803899299075001R,14235,DERTOUR Deutschland GmbH,541,Evan Evans,61395,414992,2.1,2024-10-04 10:50:13,125,0,0,25,100,99,0,0,19.8,79.2,2024-11-22 04:11:36,catalogsetting
172803899299075,172803899299075002R,14235,DERTOUR Deutschland GmbH,541,Evan Evans,61395,414992,2.1,2024-10-04 10:50:13,125,0,0,25,100,99,0,0,19.8,79.2,2024-11-22 04:11:36,catalogsetting
172598024205600,172598024205600002R,8756,WebBeds FZ-LLC,541,Evan Evans,61395,414992,2.2,2024-09-10 14:58:08,125,0,0,25,100,99,0,0,19.8,79.2,2024-11-22 04:11:36,catalogsetting
172598024205600,172598024205600001R,8756,WebBeds FZ-LLC,541,Evan Evans,61395,414992,2.2,2024-09-10 14:58:08,125,0,0,25,100,99,0,0,19.8,79.2,2024-11-22 04:11:36,catalogsetting
172734691916121,172734691916121027R,6458,Travel Trade Group,541,Evan Evans,61395,414992,4,2024-10-07 07:30:30,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172717557523216,172717557523216001R,6458,Travel Trade Group,541,Evan Evans,61395,414992,3,2024-09-24 10:59:54,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172734691916121,172734691916121016R,6458,Travel Trade Group,541,Evan Evans,61395,414992,3,2024-09-26 10:36:26,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172709347470158,172709347470158002R,6458,Travel Trade Group,541,Evan Evans,61395,414992,3,2024-09-23 12:11:24,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172709347470158,172709347470158004R,6458,Travel Trade Group,541,Evan Evans,61395,414992,3.2,2024-10-07 07:21:00,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172734691916121,172734691916121011R,6458,Travel Trade Group,541,Evan Evans,61395,414992,4,2024-09-26 10:36:24,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172734691916121,172734691916121022R,6458,Travel Trade Group,541,Evan Evans,61395,414992,3.2,2024-10-07 07:30:29,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172734691916121,172734691916121013R,6458,Travel Trade Group,541,Evan Evans,61395,414992,3,2024-09-26 10:36:26,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172734691916121,172734691916121029R,6458,Travel Trade Group,541,Evan Evans,61395,414992,4,2024-10-07 07:30:30,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172734691916121,172734691916121009R,6458,Travel Trade Group,541,Evan Evans,61395,414992,4,2024-09-26 10:36:24,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172734691916121,172734691916121019R,6458,Travel Trade Group,541,Evan Evans,61395,414992,3.2,2024-10-07 07:30:29,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172709347470158,172709347470158007R,6458,Travel Trade Group,541,Evan Evans,61395,414992,3,2024-10-07 07:21:02,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172709347470158,172709347470158005R,6458,Travel Trade Group,541,Evan Evans,61395,414992,3.2,2024-10-07 07:21:00,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172672882739729,172672882739729002R,6458,Travel Trade Group,541,Evan Evans,61395,414992,2.2,2024-09-19 06:56:18,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172709347470158,172709347470158001R,6458,Travel Trade Group,541,Evan Evans,61395,414992,3,2024-09-23 12:11:24,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172717557523216,172717557523216002R,6458,Travel Trade Group,541,Evan Evans,61395,414992,3,2024-09-24 10:59:54,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172734691916121,172734691916121008R,6458,Travel Trade Group,541,Evan Evans,61395,414992,4,2024-09-26 10:36:24,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172709347470158,172709347470158008R,6458,Travel Trade Group,541,Evan Evans,61395,414992,3,2024-10-07 07:21:02,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172717557523216,172717557523216003R,6458,Travel Trade Group,541,Evan Evans,61395,414992,3.2,2024-09-24 11:13:32,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172734691916121,172734691916121014R,6458,Travel Trade Group,541,Evan Evans,61395,414992,3,2024-09-26 10:36:26,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172734691916121,172734691916121010R,6458,Travel Trade Group,541,Evan Evans,61395,414992,4,2024-09-26 10:36:24,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172709347470158,172709347470158009R,6458,Travel Trade Group,541,Evan Evans,61395,414992,3,2024-10-07 07:21:02,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172734691916121,172734691916121020R,6458,Travel Trade Group,541,Evan Evans,61395,414992,3.2,2024-10-07 07:30:29,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172734691916121,172734691916121023R,6458,Travel Trade Group,541,Evan Evans,61395,414992,3.2,2024-10-07 07:30:29,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172734691916121,172734691916121004R,6458,Travel Trade Group,541,Evan Evans,61395,414992,3,2024-09-26 10:35:50,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172734691916121,172734691916121015R,6458,Travel Trade Group,541,Evan Evans,61395,414992,3,2024-09-26 10:36:26,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172734691916121,172734691916121018R,6458,Travel Trade Group,541,Evan Evans,61395,414992,3,2024-09-26 10:36:26,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172734691916121,172734691916121026R,6458,Travel Trade Group,541,Evan Evans,61395,414992,4,2024-10-07 07:30:30,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172717557523216,172717557523216005R,6458,Travel Trade Group,541,Evan Evans,61395,414992,3,2024-09-24 11:13:34,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172734691916121,172734691916121003R,6458,Travel Trade Group,541,Evan Evans,61395,414992,3,2024-09-26 10:35:50,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172734691916121,172734691916121012R,6458,Travel Trade Group,541,Evan Evans,61395,414992,4,2024-09-26 10:36:24,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172734691916121,172734691916121005R,6458,Travel Trade Group,541,Evan Evans,61395,414992,3,2024-09-26 10:35:50,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172717557523216,172717557523216004R,6458,Travel Trade Group,541,Evan Evans,61395,414992,3.2,2024-09-24 11:13:32,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172734691916121,172734691916121030R,6458,Travel Trade Group,541,Evan Evans,61395,414992,4,2024-10-07 07:30:30,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172734691916121,172734691916121001R,6458,Travel Trade Group,541,Evan Evans,61395,414992,3,2024-09-26 10:35:50,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172734691916121,172734691916121025R,6458,Travel Trade Group,541,Evan Evans,61395,414992,4,2024-10-07 07:30:30,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172717557523216,172717557523216006R,6458,Travel Trade Group,541,Evan Evans,61395,414992,3,2024-09-24 11:13:34,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172672882739729,172672882739729001R,6458,Travel Trade Group,541,Evan Evans,61395,414992,2.2,2024-09-19 06:56:18,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172734691916121,172734691916121028R,6458,Travel Trade Group,541,Evan Evans,61395,414992,4,2024-10-07 07:30:30,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172734691916121,172734691916121024R,6458,Travel Trade Group,541,Evan Evans,61395,414992,3.2,2024-10-07 07:30:29,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172734691916121,172734691916121017R,6458,Travel Trade Group,541,Evan Evans,61395,414992,3,2024-09-26 10:36:26,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172734691916121,172734691916121007R,6458,Travel Trade Group,541,Evan Evans,61395,414992,4,2024-09-26 10:36:24,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172709347470158,172709347470158006R,6458,Travel Trade Group,541,Evan Evans,61395,414992,3.2,2024-10-07 07:21:00,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172734691916121,172734691916121006R,6458,Travel Trade Group,541,Evan Evans,61395,414992,3,2024-09-26 10:35:50,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172734691916121,172734691916121002R,6458,Travel Trade Group,541,Evan Evans,61395,414992,3,2024-09-26 10:35:50,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172709347470158,172709347470158003R,6458,Travel Trade Group,541,Evan Evans,61395,414992,3,2024-09-23 12:11:24,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
172734691916121,172734691916121021R,6458,Travel Trade Group,541,Evan Evans,61395,414992,3.2,2024-10-07 07:30:29,99,0,0,22.77,76.23,99,0,0,24.75,74.25,2025-01-20 04:43:38,catalogsetting
173728682218378,173728682218378004R,6458,Travel Trade Group,541,Evan Evans,13829,422870,1,2025-01-19 11:40:55,120,0,0,30,57.5,120,0,0,30,90,2025-01-20 04:50:42,catalogsetting
173728682218378,173728682218378003R,6458,Travel Trade Group,541,Evan Evans,13829,422870,1,2025-01-19 11:40:55,120,0,0,30,57.5,120,0,0,30,90,2025-01-20 04:50:42,catalogsetting
173727075704252,173727075704252002R,49503,Hiseas International GmbH,541,Evan Evans,81787,411063,1,2025-01-19 07:13:18,105,1.5,0,26.25,77.25,105,0,0,26.25,78.75,2025-01-20 05:42:49,catalogsetting
173727075704252,173727075704252001R,49503,Hiseas International GmbH,541,Evan Evans,81787,411063,1,2025-01-19 07:13:18,105,1.5,0,26.25,77.25,105,0,0,26.25,78.75,2025-01-20 05:42:49,catalogsetting
173728163507820,173728163507820002R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,61426,415014,1,2025-01-19 10:44:19,125,0,0,0,125,125,125,0,0,0,2024-11-19 05:46:00,clcsetting
173728163507820,173728163507820003R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,61426,415014,1,2025-01-19 10:44:19,125,0,0,0,125,125,125,0,0,0,2024-11-19 05:46:00,clcsetting
173728163507820,173728163507820001R,5960,Evan Evans Tours Ltd CMS ,541,Evan Evans,61426,415014,1,2025-01-19 10:44:19,125,0,0,0,125,125,125,0,0,0,2024-11-19 05:46:00,clcsetting
173729609733282,173729609733282002R,818,Headout,61,Headout,14165,457666,1,2025-01-19 14:14:57,23.5,17.62,0,5.88,0,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
173728051979915,173728051979915001R,818,Headout,61,Headout,14165,457666,1,2025-01-19 09:55:20,23.5,17.62,0,5.88,0,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
173729609733282,173729609733282001R,818,Headout,61,Headout,14165,457666,1,2025-01-19 14:14:57,23.5,17.62,0,5.88,0,111,111,111,111,111,2022-02-22 22:22:22,Nosetting
