167253111705050	2023-01-01 00:05:06	2023-01-01 00:05:06
167253112404583	2023-01-01 00:01:07	2023-01-01 00:01:07
167253125928410	2023-01-01 00:02:12	2023-01-01 00:02:12
167253135387333	2023-01-01 00:04:28	2023-01-01 00:04:28
167253159984435	2023-01-01 00:07:37	2023-01-01 00:07:37
167253174101916	2023-01-01 00:10:25	2023-01-01 00:10:25
167253183983613	2023-01-01 00:16:53	2023-01-01 00:16:53
167253200968409	2023-01-01 00:15:41	2023-01-01 00:15:41
167253208514737	2023-01-01 00:16:01	2023-01-01 00:16:01
167253208875799	2023-01-01 00:16:01	2023-01-01 00:16:01
167253211448038	2023-01-01 00:15:17	2023-01-01 00:15:17
167253236646018	2023-01-01 00:20:50	2023-01-01 00:20:50
167253254387249	2023-01-01 00:26:15	2023-01-01 00:26:15
167253279613382	2023-01-01 00:26:45	2023-01-01 00:26:45
167253284947659	2023-01-01 00:27:35	2023-01-01 00:27:35
167253288811274	2023-01-01 00:28:10	2023-01-01 00:28:10
167253319242187	2023-01-01 00:33:18	2023-01-01 00:33:18
167253368071946	2023-01-01 00:42:46	2023-01-01 00:42:46
167253371463167	2023-01-01 00:43:23	2023-01-01 00:43:23
167253375596556	2023-01-01 00:42:44	2023-01-01 00:42:44
167253384046756	2023-01-01 00:44:05	2023-01-01 00:44:05
167253384454882	2023-01-01 00:44:56	2023-01-01 00:44:56
167253385545079	2023-01-01 00:44:18	2023-01-01 00:44:18
167253396616535	2023-01-01 00:48:28	2023-01-01 00:48:28
167253429673437	2023-01-01 00:51:48	2023-01-01 00:51:48
167253111705050	2023-01-01 00:05:06	2023-01-01 00:05:06
167253112404583	2023-01-01 00:01:07	2023-01-01 00:01:07
167253125928410	2023-01-01 00:02:12	2023-01-01 00:02:12
167253135387333	2023-01-01 00:04:28	2023-01-01 00:04:28
167253159984435	2023-01-01 00:07:37	2023-01-01 00:07:37
167253174101916	2023-01-01 00:10:25	2023-01-01 00:10:25
167253183983613	2023-01-01 00:16:53	2023-01-01 00:16:53
167253200968409	2023-01-01 00:15:41	2023-01-01 00:15:41
167253208514737	2023-01-01 00:16:01	2023-01-01 00:16:01
167253208875799	2023-01-01 00:16:01	2023-01-01 00:16:01
167253211448038	2023-01-01 00:15:17	2023-01-01 00:15:17
167253236646018	2023-01-01 00:20:50	2023-01-01 00:20:50
167253254387249	2023-01-01 00:26:15	2023-01-01 00:26:15
167253279613382	2023-01-01 00:26:45	2023-01-01 00:26:45
167253284947659	2023-01-01 00:27:35	2023-01-01 00:27:35
167253288811274	2023-01-01 00:28:10	2023-01-01 00:28:10
167253319242187	2023-01-01 00:33:18	2023-01-01 00:33:18
167253368071946	2023-01-01 00:42:46	2023-01-01 00:42:46
167253371463167	2023-01-01 00:43:23	2023-01-01 00:43:23
167253375596556	2023-01-01 00:42:44	2023-01-01 00:42:44
167253384046756	2023-01-01 00:44:05	2023-01-01 00:44:05
167253384454882	2023-01-01 00:44:56	2023-01-01 00:44:56
167253385545079	2023-01-01 00:44:18	2023-01-01 00:44:18
167253396616535	2023-01-01 00:48:28	2023-01-01 00:48:28
167253429673437	2023-01-01 00:51:48	2023-01-01 00:51:48
167253442642917	2023-01-01 00:56:53	2023-01-01 00:56:53
167253452277934	2023-01-01 00:58:44	2023-01-01 00:58:44
167253454184375	2023-01-01 00:57:27	2023-01-01 00:57:27
