172907827049642	13448496	0	171640808526563	13931	339573	2025-01-20 05:05:09	2
172907827049642	10969268	830	0	13931	339573	2025-01-13 11:16:28	3
173315761578243	13448136	0	171640797655057	13931	339573	2025-01-20 05:05:09	2
173315761578243	10969268	830	0	13931	339573	2025-01-13 11:16:28	3
173436412000434	13774983	0	171640808526563	67436	415018	2025-01-20 04:43:42	2
173436412000434	13775001	830	0	67436	415018	2024-11-19 05:46:00	3
173265141254740	13448246	0	171640797655057	15605	339950	2025-01-20 05:06:59	2
173265141254740	11061628	830	0	15605	339950	2025-01-13 11:43:53	3
172785938831606	13774860	0	171640808526563	61426	415014	2025-01-20 04:43:46	2
172785938831606	13774880	830	0	61426	415014	2024-11-19 05:46:00	3
172666592354429	13774860	0	171640808526563	61426	415014	2025-01-20 04:43:46	2
172666592354429	13774880	830	0	61426	415014	2024-11-19 05:46:00	3
173399208670031	13774860	0	171640808526563	61426	415014	2025-01-20 04:43:46	2
173399208670031	13774880	830	0	61426	415014	2024-11-19 05:46:00	3
173564385506486	13438753	0	171640813023962	61384	339246	2024-11-22 04:16:28	2
173564385506486	10922032	830	0	61384	339246	2024-11-19 05:40:00	3
173045036741390	13774607	0	171640808526563	61395	414992	2025-01-20 04:43:38	2
173045036741390	13774627	830	0	61395	414992	2024-11-19 05:46:00	3
172951360193028	13774607	0	171640808526563	61395	414992	2025-01-20 04:43:38	2
172951360193028	13774627	830	0	61395	414992	2024-11-19 05:46:00	3
173254699826737	13774607	0	171640808526563	61395	414992	2025-01-20 04:43:38	2
173254699826737	13774627	830	0	61395	414992	2024-11-19 05:46:00	3
173047280924990	13774607	0	171640808526563	61395	414992	2025-01-20 04:43:38	2
173047280924990	13774627	830	0	61395	414992	2024-11-19 05:46:00	3
