vt_group_no,transaction_id,order_confirm_date,distributorcommission,hotelfeeshouldbe,hotel_id,ticket_id,ticketpriceschedule_id,channel_id,reseller_id,status
173551947529410,173551947529410004R,2025-01-07,0,111,5960,13829,421818,517,541,0
173036370524614,173036370524614003R,2025-01-04,0,111,5960,13829,421818,517,541,0
173662104984266,173662104984266001R,2025-01-17,0,111,5960,13829,421818,517,541,0
172969333780561,172969333780561067R,2025-01-05,0,111,5963,13829,421818,517,541,0
173617555331055,173617555331055001R,2025-01-19,0,111,5960,13829,421818,517,541,0
173784259851598,173784259851598002R,2025-01-28,0,111,5960,13829,421818,517,541,0
173486928216006,173486928216006002R,2025-01-05,0,111,5960,13829,421818,517,541,0
173590728495598,173590728495598001R,2025-01-07,0,111,5960,13829,421818,517,541,0
172841621389963,172841621389963002R,2025-01-01,0,111,5960,13829,421818,517,541,0
173634594825840,173634594825840008R,2025-01-13,0,111,5960,13829,421818,517,541,0
173559705685372,173559705685372003R,2025-01-17,0,111,5960,13829,421818,517,541,0
173583972324426,173583972324426001R,2025-01-13,0,111,5960,13829,421818,517,541,0
173020674490033,173020674490033003R,2025-01-05,0,111,5960,13829,421818,517,541,0
173596979740783,173596979740783002R,2025-01-26,0,111,5960,13829,421818,517,541,0
173556855551406,173556855551406014R,2025-01-07,0,111,5960,13829,421818,517,541,0
173599962192102,173599962192102003R,2025-01-07,0,111,5960,13829,421818,517,541,0
173772317987819,173772317987819003R,2025-01-28,0,111,5960,13829,421818,517,541,0
173669426059757,173669426059757001R,2025-01-14,0,111,5960,13829,421818,517,541,0
172969333780561,172969333780561036R,2025-01-05,0,111,5963,13829,421818,517,541,0
173608909512303,173608909512303002R,2025-01-19,0,111,5960,13829,421818,517,541,0
172895639669871,172895639669871001R,2025-01-02,0,111,5960,13829,421818,517,541,0
172969333780561,172969333780561112R,2025-01-05,0,111,5963,13829,421818,517,541,0
173391002035512,173391002035512038R,2025-01-18,0,111,5963,13829,421818,517,541,0
172948113427372,172948113427372002R,2025-01-03,0,111,5960,13829,421818,517,541,0
173533704273054,173533704273054002R,2025-01-28,0,111,5960,13829,421818,517,541,0
173621153789239,173621153789239020R,2025-01-12,0,111,5960,13829,421818,517,541,0
173332662455672,173332662455672001R,2025-01-04,0,111,5963,13829,421818,517,541,0
173584905849702,173584905849702002R,2025-01-12,0,111,5960,13829,421818,517,541,0
172918727163108,172918727163108001R,2025-01-02,0,111,5960,13829,421818,517,541,0
172969333780561,172969333780561073R,2025-01-05,0,111,5963,13829,421818,517,541,0
173429781429527,173429781429527007R,2025-02-01,0,111,5960,13829,421818,517,541,0
173014828278960,173014828278960002R,2025-01-04,0,111,5960,13829,421818,517,541,0
173651632987205,173651632987205004R,2025-01-14,0,111,48832,13829,421818,517,541,0
173763436735274,173763436735274001R,2025-01-25,0,111,48832,13829,421818,517,541,0
173556855551406,173556855551406002R,2025-01-07,0,111,5960,13829,421818,517,541,0
173626564880808,173626564880808013R,2025-01-13,0,111,5960,13829,421818,517,541,0
173556855551406,173556855551406001R,2025-01-07,0,111,5960,13829,421818,517,541,0
173291130412716,173291130412716001R,2025-01-06,0,111,5960,13829,421818,517,541,0
173495804603883,173495804603883003R,2025-01-06,0,111,5960,13829,421818,517,541,0
173593104519630,173593104519630001R,2025-01-06,0,111,5960,13829,421818,517,541,0
173757828581733,173757828581733001R,2025-01-27,0,111,5960,13829,421818,517,541,0
172986636747235,172986636747235001R,2025-01-03,0,111,5960,13829,421818,517,541,0
173551947529410,173551947529410001R,2025-01-07,0,111,5960,13829,421818,517,541,0
173641494630580,173641494630580001R,2025-01-26,0,111,5960,13829,421818,517,541,0
173620051809096,173620051809096002R,2025-01-10,0,111,5960,13829,421818,517,541,0
173551790011071,173551790011071016R,2025-01-07,0,111,5960,13829,421818,517,541,0
173771199395628,173771199395628001R,2025-01-27,0,111,5960,13829,421818,517,541,0
173057389721178,173057389721178004R,2025-01-03,0,111,5960,13829,421818,517,541,0
173628472274619,173628472274619001R,2025-01-25,0,111,5960,13829,421818,517,541,0
173584856359526,173584856359526002R,2025-01-08,0,111,5960,13829,421818,517,541,0
173036370524614,173036370524614001R,2025-01-04,0,111,5960,13829,421818,517,541,0
173712482125646,173712482125646001R,2025-01-26,0,111,5960,13829,421818,517,541,0
172969333780561,172969333780561029R,2025-01-05,0,111,5963,13829,421818,517,541,0
173791630917844,173791630917844001R,2025-01-28,0,111,5960,13829,421818,517,541,0
172915678865458,172915678865458008R,2025-01-02,0,111,5963,13829,421818,517,541,0
172941687156152,172941687156152002R,2025-01-02,0,111,5960,13829,421818,517,541,0
172977106391680,172977106391680028R,2025-01-03,0,111,5960,13829,421818,517,541,0
173389321163749,173389321163749017R,2025-01-19,0,111,5960,13829,421818,517,541,0
173150405381311,173150405381311014R,2025-01-06,0,111,5963,13829,421818,517,541,0
173561942088638,173561942088638002R,2025-01-19,0,111,5960,13829,421818,517,541,0
173590569491988,173590569491988001R,2025-01-18,0,111,5960,13829,421818,517,541,0
172969333780561,172969333780561033R,2025-01-05,0,111,5963,13829,421818,517,541,0
173668433390445,173668433390445001R,2025-01-27,0,111,5960,13829,421818,517,541,0
172993145975715,172993145975715002R,2025-01-04,0,111,5960,13829,421818,517,541,0
172978968779669,172978968779669001R,2025-01-04,0,111,5960,13829,421818,517,541,0
172918727163108,172918727163108002R,2025-01-02,0,111,5960,13829,421818,517,541,0
173389321163749,173389321163749003R,2025-01-25,0,111,5960,13829,421818,517,541,0
173621153789239,173621153789239010R,2025-01-12,0,111,5960,13829,421818,517,541,0
172762011950346,172762011950346001R,2025-01-01,0,111,5960,13829,421818,517,541,0
173389321163749,173389321163749018R,2025-01-19,0,111,5960,13829,421818,517,541,0
173590569491988,173590569491988002R,2025-01-18,0,111,5960,13829,421818,517,541,0
173475210716373,173475210716373002R,2025-01-26,0,111,5960,13829,421818,517,541,0
173497750561188,173497750561188002R,2025-01-07,0,111,5960,13829,421818,517,541,0
173621153789239,173621153789239001R,2025-01-12,0,111,5960,13829,421818,517,541,0
173391002035512,173391002035512004R,2025-01-18,0,111,5963,13829,421818,517,541,0
172969333780561,172969333780561103R,2025-01-05,0,111,5963,13829,421818,517,541,0
173333695026582,173333695026582008R,2025-01-04,0,111,5960,13829,421818,517,541,0
173574343671941,173574343671941003R,2025-01-19,0,111,5960,13829,421818,517,541,0
173651841972212,173651841972212001R,2025-01-28,0,111,48832,13829,421818,517,541,0
173357995882332,173357995882332001R,2025-01-06,0,111,5960,13829,421818,517,541,0
173464867513069,173464867513069002R,2025-01-11,0,111,5960,13829,421818,517,541,0
173582902678232,173582902678232001R,2025-01-07,0,111,5960,13829,421818,517,541,0
173712482125646,173712482125646002R,2025-01-26,0,111,5960,13829,421818,517,541,0
173391002035512,173391002035512076R,2025-01-18,0,111,5963,13829,421818,517,541,0
173676981615092,173676981615092008R,2025-01-27,0,111,5960,13829,421818,517,541,0
173634594825840,173634594825840013R,2025-01-13,0,111,5960,13829,421818,517,541,0
173669426059757,173669426059757003R,2025-01-14,0,111,5960,13829,421818,517,541,0
173204138489583,173204138489583001R,2025-01-25,0,111,5960,13829,421818,517,541,0
172969333780561,172969333780561004R,2025-01-05,0,111,5963,13829,421818,517,541,0
173021089973995,173021089973995004R,2025-01-04,0,111,5960,13829,421818,517,541,0
173676320398460,173676320398460001R,2025-01-27,0,111,5960,13829,421818,517,541,0
173556855551406,173556855551406013R,2025-01-07,0,111,5960,13829,421818,517,541,0
173150405381311,173150405381311018R,2025-01-06,0,111,5963,13829,421818,517,541,0
173757828581733,173757828581733002R,2025-01-27,0,111,5960,13829,421818,517,541,0
172827551712365,172827551712365003R,2025-01-02,0,111,5960,13829,421818,517,541,0
173029611458289,173029611458289001R,2025-01-05,0,111,5963,13829,421818,517,541,0
172969333780561,172969333780561009R,2025-01-05,0,111,5963,13829,421818,517,541,0
172969333780561,172969333780561006R,2025-01-05,0,111,5963,13829,421818,517,541,0
173584905849702,173584905849702001R,2025-01-12,0,111,5960,13829,421818,517,541,0
173727769492213,173727769492213001R,2025-01-26,0,111,5960,13829,421818,517,541,0
173669426059757,173669426059757002R,2025-01-14,0,111,5960,13829,421818,517,541,0
172987415527233,172987415527233001R,2025-01-05,0,111,5963,13829,421818,517,541,0
173452679915783,173452679915783001R,2025-01-25,0,111,5960,13829,421818,517,541,0
173036240763984,173036240763984002R,2025-01-04,0,111,5960,13829,421818,517,541,0
172949269291725,172949269291725001R,2025-01-03,0,111,5960,13829,421818,517,541,0
173625726686325,173625726686325001R,2025-01-10,0,111,5960,13829,421818,517,541,0
173749317652158,173749317652158002R,2025-01-27,0,111,5960,13829,421818,517,541,0
173142056347838,173142056347838001R,2025-01-01,0,111,5960,13829,421818,517,541,0
172944936344236,172944936344236002R,2025-01-03,0,111,5960,13829,421818,517,541,0
172969333780561,172969333780561079R,2025-01-05,0,111,5963,13829,421818,517,541,0
173685383564599,173685383564599002R,2025-01-16,0,111,5960,13829,421818,517,541,0
173551790011071,173551790011071001R,2025-01-07,0,111,5960,13829,421818,517,541,0
172969333780561,172969333780561031R,2025-01-05,0,111,5963,13829,421818,517,541,0
173616020114638,173616020114638001R,2025-01-19,0,111,5960,13829,421818,517,541,0
173020674490033,173020674490033016R,2025-01-05,0,111,5960,13829,421818,517,541,0
173332662455672,173332662455672007R,2025-01-04,0,111,5960,13829,421818,517,541,0
173391002035512,173391002035512040R,2025-01-18,0,111,5963,13829,421818,517,541,0
173150405381311,173150405381311015R,2025-01-06,0,111,5963,13829,421818,517,541,0
172969333780561,172969333780561097R,2025-01-05,0,111,5963,13829,421818,517,541,0
173402107429547,173402107429547002R,2025-01-25,0,111,5960,13829,421818,517,541,0
173615763942671,173615763942671002R,2025-01-19,0,111,5960,13829,421818,517,541,0
172977106391680,172977106391680002R,2025-01-03,0,111,5963,13829,421818,517,541,0
173391002035512,173391002035512039R,2025-01-18,0,111,5963,13829,421818,517,541,0
172934334778485,172934334778485001R,2025-01-02,0,111,5960,13829,421818,517,541,0
173745462346883,173745462346883002R,2025-01-28,0,111,5960,13829,421818,517,541,0
172950020195540,172950020195540025R,2025-01-03,0,111,5960,13829,421818,517,541,0
173501685826291,173501685826291001R,2025-01-07,0,111,5960,13829,421818,517,541,0
173020674490033,173020674490033001R,2025-01-05,0,111,5960,13829,421818,517,541,0
173689553915977,173689553915977001R,2025-01-16,0,111,5960,13829,421818,517,541,0
173021089973995,173021089973995003R,2025-01-04,0,111,5960,13829,421818,517,541,0
173030641942544,173030641942544001R,2025-01-04,0,111,5960,13829,421818,517,541,0
172969333780561,172969333780561064R,2025-01-05,0,111,5963,13829,421818,517,541,0
173451627615639,173451627615639001R,2025-01-16,0,111,5960,13829,421818,517,541,0
173047052661449,173047052661449001R,2025-01-12,0,111,5960,13829,421818,517,541,0
173556158433699,173556158433699001R,2025-01-03,0,111,5960,13829,421818,517,541,0
172941687156152,172941687156152001R,2025-01-02,0,111,5960,13829,421818,517,541,0
172986636747235,172986636747235002R,2025-01-03,0,111,5960,13829,421818,517,541,0
173550786948137,173550786948137001R,2025-01-18,0,111,5960,13829,421818,517,541,0
173695167735449,173695167735449001R,2025-01-27,0,111,5960,13829,421818,517,541,0
173599962192102,173599962192102002R,2025-01-07,0,111,5960,13829,421818,517,541,0
173626564880808,173626564880808014R,2025-01-13,0,111,5960,13829,421818,517,541,0
172969333780561,172969333780561085R,2025-01-05,0,111,5963,13829,421818,517,541,0
173021089973995,173021089973995002R,2025-01-04,0,111,5960,13829,421818,517,541,0
173228104709355,173228104709355014R,2025-01-06,0,111,5960,13829,421818,517,541,0
172978968779669,172978968779669002R,2025-01-04,0,111,5960,13829,421818,517,541,0
173594400967668,173594400967668002R,2025-01-19,0,111,5960,13829,421818,517,541,0
172969333780561,172969333780561003R,2025-01-05,0,111,5963,13829,421818,517,541,0
173020674490033,173020674490033002R,2025-01-05,0,111,5960,13829,421818,517,541,0
172948113427372,172948113427372003R,2025-01-03,0,111,5960,13829,421818,517,541,0
173142056347838,173142056347838002R,2025-01-01,0,111,5960,13829,421818,517,541,0
173696587369124,173696587369124001R,2025-01-17,0,111,5960,13829,421818,517,541,0
173599962192102,173599962192102001R,2025-01-07,0,111,5960,13829,421818,517,541,0
173696587369124,173696587369124002R,2025-01-17,0,111,5960,13829,421818,517,541,0
173772317987819,173772317987819001R,2025-01-28,0,111,5960,13829,421818,517,541,0
173686645355802,173686645355802002R,2025-01-26,0,111,5960,13829,421818,517,541,0
172895639669871,172895639669871002R,2025-01-02,0,111,5960,13829,421818,517,541,0
172885792119753,172885792119753001R,2025-01-02,0,111,5960,13829,421818,517,541,0
172971272581672,172971272581672002R,2025-01-03,0,111,5960,13829,421818,517,541,0
173357995882332,173357995882332002R,2025-01-06,0,111,5960,13829,421818,517,541,0
173150405381311,173150405381311002R,2025-01-06,0,111,5963,13829,421818,517,541,0
173784259851598,173784259851598001R,2025-01-28,0,111,5960,13829,421818,517,541,0
173333695026582,173333695026582001R,2025-01-04,0,111,5960,13829,421818,517,541,0
173150405381311,173150405381311001R,2025-01-06,0,111,5963,13829,421818,517,541,0
173402107429547,173402107429547001R,2025-01-25,0,111,5960,13829,421818,517,541,0
172969333780561,172969333780561032R,2025-01-05,0,111,5963,13829,421818,517,541,0
172950020195540,172950020195540001R,2025-01-03,0,111,5963,13829,421818,517,541,0
173151311685541,173151311685541002R,2025-01-07,0,111,8942,13829,421818,517,541,0
173651841972212,173651841972212004R,2025-01-28,0,111,48832,13829,421818,517,541,0
173475262167176,173475262167176007R,2025-01-25,0,111,5960,13829,421818,517,541,0
173696526492254,173696526492254001R,2025-01-17,0,111,5960,13829,421818,517,541,0
172969333780561,172969333780561002R,2025-01-05,0,111,5963,13829,421818,517,541,0
173150405381311,173150405381311010R,2025-01-06,0,111,5963,13829,421818,517,541,0
173391002035512,173391002035512002R,2025-01-18,0,111,5963,13829,421818,517,541,0
173391002035512,173391002035512079R,2025-01-18,0,111,5963,13829,421818,517,541,0
173030641942544,173030641942544003R,2025-01-04,0,111,5960,13829,421818,517,541,0
173551790011071,173551790011071002R,2025-01-07,0,111,5960,13829,421818,517,541,0
172950020195540,172950020195540014R,2025-01-03,0,111,5963,13829,421818,517,541,0
173228104709355,173228104709355015R,2025-01-06,0,111,5960,13829,421818,517,541,0
173612010392285,173612010392285002R,2025-01-08,0,111,5960,13829,421818,517,541,0
173151311685541,173151311685541004R,2025-01-07,0,111,8942,13829,421818,517,541,0
173389321163749,173389321163749032R,2025-01-25,0,111,5960,13829,421818,517,541,0
173551790011071,173551790011071017R,2025-01-07,0,111,5960,13829,421818,517,541,0
173031780524871,173031780524871002R,2025-01-04,0,111,5960,13829,421818,517,541,0
173676320398460,173676320398460002R,2025-01-27,0,111,5960,13829,421818,517,541,0
173559705685372,173559705685372004R,2025-01-17,0,111,5960,13829,421818,517,541,0
173732172533444,173732172533444002R,2025-01-27,0,111,5960,13829,421818,517,541,0
172977106391680,172977106391680025R,2025-01-03,0,111,5960,13829,421818,517,541,0
173150405381311,173150405381311020R,2025-01-06,0,111,5963,13829,421818,517,541,0
173644387147082,173644387147082019R,2025-01-12,0,111,5960,13829,421818,517,541,0
173495804603883,173495804603883001R,2025-01-06,0,111,5960,13829,421818,517,541,0
173228104709355,173228104709355016R,2025-01-06,0,111,5960,13829,421818,517,541,0
173124955290385,173124955290385002R,2025-01-03,0,111,5960,13829,421818,517,541,0
173389321163749,173389321163749005R,2025-01-25,0,111,5960,13829,421818,517,541,0
173602958087277,173602958087277001R,2025-01-07,0,111,5960,13829,421818,517,541,0
172950020195540,172950020195540022R,2025-01-03,0,111,5960,13829,421818,517,541,0
173150405381311,173150405381311009R,2025-01-06,0,111,5963,13829,421818,517,541,0
173582757283238,173582757283238001R,2025-01-02,0,111,48832,13829,421818,517,541,0
173608909512303,173608909512303001R,2025-01-19,0,111,5960,13829,421818,517,541,0
173555054156861,173555054156861001R,2025-01-18,0,111,5960,13829,421818,517,541,0
173556855551406,173556855551406026R,2025-01-07,0,111,5960,13829,421818,517,541,0
173020674490033,173020674490033010R,2025-01-05,0,111,5960,13829,421818,517,541,0
173512544825724,173512544825724001R,2025-01-03,0,111,5960,13829,421818,517,541,0
172971272581672,172971272581672001R,2025-01-03,0,111,5960,13829,421818,517,541,0
173644387147082,173644387147082010R,2025-01-12,0,111,5960,13829,421818,517,541,0
173150405381311,173150405381311017R,2025-01-06,0,111,5963,13829,421818,517,541,0
173150405381311,173150405381311007R,2025-01-06,0,111,5963,13829,421818,517,541,0
173089248189777,173089248189777001R,2025-01-01,0,111,5963,13829,421818,517,541,0
173627124268757,173627124268757001R,2025-01-10,0,111,5960,13829,421818,517,541,0
172827551712365,172827551712365002R,2025-01-02,0,111,5960,13829,421818,517,541,0
173558612934221,173558612934221001R,2025-01-14,0,111,5960,13829,421818,517,541,0
173627124268757,173627124268757002R,2025-01-10,0,111,5960,13829,421818,517,541,0
173687287318534,173687287318534001R,2025-01-17,0,111,5963,13829,421818,517,541,0
172969333780561,172969333780561058R,2025-01-05,0,111,5963,13829,421818,517,541,0
173366487105333,173366487105333002R,2025-01-07,0,111,5960,13829,421818,517,541,0
173646332234282,173646332234282001R,2025-01-26,0,111,5960,13829,421818,517,541,0
173683435509225,173683435509225002R,2025-01-17,0,111,5960,13829,421818,517,541,0
173409390818677,173409390818677001R,2025-01-25,0,111,5960,13829,421818,517,541,0
172969333780561,172969333780561008R,2025-01-05,0,111,5963,13829,421818,517,541,0
173429781429527,173429781429527013R,2025-01-25,0,111,5960,13829,421818,517,541,0
173357995882332,173357995882332003R,2025-01-06,0,111,5960,13829,421818,517,541,0
173391002035512,173391002035512077R,2025-01-18,0,111,5963,13829,421818,517,541,0
173014828278960,173014828278960001R,2025-01-04,0,111,5960,13829,421818,517,541,0
173676981615092,173676981615092001R,2025-01-27,0,111,5960,13829,421818,517,541,0
173632103406837,173632103406837001R,2025-01-26,0,111,5960,13829,421818,517,541,0
172943399407457,172943399407457010R,2025-01-03,0,111,5960,13829,421818,517,541,0
172943399407457,172943399407457001R,2025-01-03,0,111,5960,13829,421818,517,541,0
173551790011071,173551790011071003R,2025-01-07,0,111,5960,13829,421818,517,541,0
172940379826243,172940379826243001R,2025-01-02,0,111,5960,13829,421818,517,541,0
172969333780561,172969333780561061R,2025-01-05,0,111,5963,13829,421818,517,541,0
173089248189777,173089248189777002R,2025-01-01,0,111,5963,13829,421818,517,541,0
172950020195540,172950020195540002R,2025-01-03,0,111,5963,13829,421818,517,541,0
173475210716373,173475210716373001R,2025-01-26,0,111,5960,13829,421818,517,541,0
173574343671941,173574343671941002R,2025-01-19,0,111,5960,13829,421818,517,541,0
173475262167176,173475262167176001R,2025-01-25,0,111,5960,13829,421818,517,541,0
173357995882332,173357995882332004R,2025-01-06,0,111,5960,13829,421818,517,541,0
172965746739649,172965746739649002R,2025-01-03,0,111,5960,13829,421818,517,541,0
173612010392285,173612010392285001R,2025-01-08,0,111,5960,13829,421818,517,541,0
173546531090405,173546531090405008R,2025-01-01,0,111,5960,85252,429224,517,541,0
172380745238629,172380745238629002R,2025-01-27,22.25,111,44587,15569,411332,830,541,0
172380745238629,172380745238629012R,2025-01-27,22.25,111,44587,15569,411332,830,541,0
172787220654645,172787220654645001R,2025-01-29,28.75,31.25,6458,61426,415014,830,541,0
172754371940143,172754371940143004R,2025-01-29,28.75,31.25,6458,61426,415014,830,541,0
172754371940143,172754371940143001R,2025-01-30,28.75,31.25,6458,61426,415014,830,541,0
172754371940143,172754371940143005R,2025-01-30,28.75,31.25,6458,61426,415014,830,541,0
172795715246714,172795715246714001R,2025-01-29,28.75,31.25,6458,61426,415014,830,541,0
172795715246714,172795715246714002R,2025-01-29,28.75,31.25,6458,61426,415014,830,541,0
172754371940143,172754371940143003R,2025-01-29,28.75,31.25,6458,61426,415014,830,541,0
172736300404980,172736300404980002R,2025-01-29,28.75,31.25,6458,61426,415014,830,541,0
172736300404980,172736300404980001R,2025-01-29,28.75,31.25,6458,61426,415014,830,541,0
172726137543180,172726137543180002R,2025-01-29,28.75,31.25,6458,61426,415014,830,541,0
172754371940143,172754371940143006R,2025-01-30,28.75,31.25,6458,61426,415014,830,541,0
172787220654645,172787220654645002R,2025-01-29,28.75,31.25,6458,61426,415014,830,541,0
172754371940143,172754371940143002R,2025-01-30,28.75,31.25,6458,61426,415014,830,541,0
172726137543180,172726137543180001R,2025-01-29,28.75,31.25,6458,61426,415014,830,541,0
173587391178707,173587391178707001R,2025-01-23,0,111,5960,70902,350997,517,541,0
172850688291739,172850688291739002R,2025-01-02,0,111,5960,70902,350997,517,541,0
172850688291739,172850688291739001R,2025-01-02,0,111,5960,70902,350997,517,541,0
173587391178707,173587391178707011R,2025-01-23,0,111,5960,70902,350997,517,541,0
173574179742459,173574179742459001R,2025-01-03,0,111,5960,70902,350997,517,541,0
173269898468450,173269898468450001R,2025-01-03,0,111,5960,13826,272822,517,541,0
173536768500613,173536768500613015R,2025-01-07,0,111,5960,13826,272822,517,541,0
173004218887687,173004218887687002R,2025-01-27,0,111,5960,13826,272822,517,541,0
173004218887687,173004218887687001R,2025-01-27,0,111,5960,13826,272822,517,541,0
173210492206209,173210492206209001R,2025-01-02,0,111,5960,13826,272822,517,541,0
173270104878091,173270104878091001R,2025-01-23,0,111,5960,13826,272822,517,541,0
173270104878091,173270104878091002R,2025-01-23,0,111,5960,13826,272822,517,541,0
173210492206209,173210492206209002R,2025-01-02,0,111,5960,13826,272822,517,541,0
173536768500613,173536768500613016R,2025-01-07,0,111,5960,13826,272822,517,541,0
173269898468450,173269898468450002R,2025-01-03,0,111,5960,13826,272822,517,541,0
172907827049642,172907827049642007R,2025-07-09,31.92,34.2,8423,15590,428508,830,541,0
173265141254740,173265141254740003R,2025-01-03,30,33.6,9029,15605,339950,830,541,0
173265141254740,173265141254740004R,2025-01-03,30,33.6,9029,15605,339950,830,541,0
173658008153349,173658008153349004R,2025-01-12,0,111,5960,13829,421821,517,541,0
173608909512303,173608909512303005R,2025-01-19,0,111,5960,13829,421821,517,541,0
172264656259494,172264656259494003R,2025-01-02,16.5,111,44587,25041,319201,830,541,0
172264656259494,172264656259494004R,2025-01-02,16.5,111,44587,25041,319201,830,541,0
172264656259494,172264656259494002R,2025-01-02,16.5,111,44587,25041,319201,830,541,0
172264656259494,172264656259494001R,2025-01-02,16.5,111,44587,25041,319201,830,541,0
173685652864658,173685652864658003R,2025-01-17,0,111,5960,14357,450866,517,541,0
173794997497565,1737949974975659001R,2025-01-28,69,111,49503,0,0,830,541,0
173589198903772,1735891989037729001R,2025-01-07,45,111,5963,0,0,517,541,0
173015026711101,1730150267111019004R,2025-02-01,4.62,111,5960,0,0,517,541,0
173712482125646,1737124821256469001R,2025-01-26,51.75,111,5960,0,0,517,541,0
173613129294544,1736131292945449001R,2025-01-10,9.4,111,5960,0,0,517,541,0
173523836251923,1735238362519239001R,2025-01-19,23,111,5960,0,0,517,541,0
173434177531526,1734341775315269002R,2025-01-21,138,111,8942,0,0,517,541,0
173598714876211,1735987148762119001R,2025-01-06,36,111,5963,0,0,517,541,0
173555054156861,1735550541568619001R,2025-01-18,11.5,111,5960,0,0,517,541,0
173626564880808,1736265648808089002R,2025-01-13,66,111,5960,0,0,517,541,0
173549884816668,1735498848166689001R,2025-01-07,9.66,111,5960,0,0,517,541,0
173728056254425,1737280562544259001R,2025-01-20,31,111,5960,0,0,517,541,0
173676981615092,1736769816150929001R,2025-01-27,34.5,111,5960,0,0,517,541,0
173632103406837,1736321034068379001R,2025-01-26,34.5,111,5960,0,0,517,541,0
172113133587168,172113133587168901R,2025-01-13,7,111,5960,0,0,517,541,0
173574343671941,1735743436719419001R,2025-01-19,45,111,5960,0,0,517,541,0
173258352262719,1732583522627199002R,2025-01-10,16.8,111,5960,0,0,517,541,0
173133215854713,1731332158547139001R,2025-01-05,45,111,5963,0,0,517,541,0
172651744235699,1726517442356999002R,2025-01-18,17.5,111,5960,0,0,517,541,0
173757754562944,1737577545629449001R,2025-01-27,34.5,111,5960,0,0,517,541,0
173434177531526,1734341775315269001R,2025-01-21,138,111,8942,0,0,517,541,0
173556855551406,1735568555514069002R,2025-01-07,44,111,5960,0,0,517,541,0
173568057265474,1735680572654749001R,2025-01-10,7.7,111,5960,0,0,517,541,0
173556855551406,1735568555514069003R,2025-01-07,44,111,5960,0,0,517,541,0
173343111780593,1733431117805939001R,2025-01-03,8.75,111,5960,0,0,517,541,0
173583093587683,1735830935876839001R,2025-01-19,23,111,5960,0,0,517,541,0
173343117547663,1733431175476639002R,2025-01-25,39.9,111,5960,0,0,517,541,0
173015026711101,1730150267111019001R,2025-01-25,4.62,111,5960,0,0,517,541,0
173598717398953,1735987173989539001R,2025-01-07,45,111,5963,0,0,517,541,0
173283126860271,1732831268602719001R,2025-01-04,41.3,111,5960,0,0,517,541,0
171675078489604,171675078489604901R,2025-01-09,16.8,111,5960,0,0,517,541,0
173707531188858,1737075311888589001R,2025-01-26,17.25,111,5960,0,0,517,541,0
173590834832643,1735908348326439001R,2025-01-04,12,111,8942,0,0,517,541,0
173745462346883,1737454623468839001R,2025-01-28,34.5,111,5960,0,0,517,541,0
173361151682111,1733611516821119002R,2025-01-09,13.16,111,5960,0,0,517,541,0
173228104709355,1732281047093559001R,2025-01-04,41.65,111,5960,0,0,517,541,0
173583972324426,1735839723244269001R,2025-01-13,11.5,111,5960,0,0,517,541,0
173591606537983,1735916065379839001R,2025-01-10,90,111,5963,0,0,517,541,0
173667474513569,1736674745135699001R,2025-01-26,50.25,111,5960,0,0,517,541,0
173538321668209,1735383216682099001R,2025-01-02,170,111,8942,0,0,517,541,0
172651744235699,172651744235699901R,2025-01-18,17.5,111,5960,0,0,517,541,0
173620051809096,1736200518090969001R,2025-01-10,83.25,111,5960,0,0,517,541,0
173676981615092,1736769816150929002R,2025-01-27,34.5,111,5960,0,0,517,541,0
173644387147082,1736443871470829003R,2025-01-12,41.25,111,5960,0,0,517,541,0
173696587369124,1736965873691249001R,2025-01-17,34.5,111,5960,0,0,517,541,0
173265003124759,1732650031247599001R,2025-01-20,33.95,111,5960,0,0,517,541,0
173661271935691,1736612719356919001R,2025-01-17,34.5,111,5960,0,0,517,541,0
173227523929097,1732275239290979001R,2025-01-25,50,111,8942,0,0,517,541,0
173475262167176,1734752621671769002R,2025-01-25,22,111,5960,0,0,517,541,0
173558185777702,1735581857777029002R,2025-01-10,14,111,5960,0,0,517,541,0
173757828581733,1737578285817339001R,2025-01-27,50.25,111,5960,0,0,517,541,0
173314029774273,1733140297742739001R,2025-01-02,90,111,5963,0,0,517,541,0
173495804603883,1734958046038839001R,2025-01-06,34.5,111,5960,0,0,517,541,0
173632815203601,1736328152036019001R,2025-01-26,48.75,111,5960,0,0,517,541,0
173543806314663,1735438063146639001R,2025-01-02,42,111,5960,0,0,517,541,0
173787835344555,1737878353445559001R,2025-01-27,90,111,5963,0,0,517,541,0
173464867513069,1734648675130699001R,2025-01-11,23,111,5960,0,0,517,541,0
173584905849702,1735849058497029001R,2025-01-12,23,111,5960,0,0,517,541,0
173489035650213,1734890356502139001R,2025-01-02,26.1,111,5960,0,0,517,541,0
173161399416112,1731613994161129001R,2025-01-03,51.8,111,5960,0,0,517,541,0
173258352262719,1732583522627199001R,2025-01-10,16.8,111,5960,0,0,517,541,0
173583093587683,1735830935876839002R,2025-01-19,23,111,5960,0,0,517,541,0
173475210716373,1734752107163739001R,2025-01-26,33.5,111,5960,0,0,517,541,0
173265003124759,1732650031247599002R,2025-01-20,33.95,111,5960,0,0,517,541,0
173589977904013,1735899779040139001R,2025-01-09,90,111,5963,0,0,517,541,0
172576347649834,172576347649834901R,2025-01-03,25.9,111,5960,0,0,517,541,0
173580142689327,1735801426893279001R,2025-01-13,23,111,5960,0,0,517,541,0
