vt_group_no,transaction_id,order_confirm_date,distributorcommission,hotelfeeshouldbe,hotel_id,ticket_id,ticketpriceschedule_id,channel_id,reseller_id,status
173389321163749,173389321163749019R,2025-01-19,0,111,5960,13829,421818,517,541,0
173081512357973,173081512357973001R,2025-01-03,0,111,5960,13829,421818,517,541,0
173582902678232,173582902678232002R,2025-01-07,0,111,5960,13829,421818,517,541,0
173702359632999,173702359632999001R,2025-01-17,0,111,5960,13829,421818,517,541,0
173764332832632,173764332832632001R,2025-01-27,0,111,5960,13829,421818,517,541,0
173501685826291,173501685826291002R,2025-01-07,0,111,5960,13829,421818,517,541,0
173429781429527,173429781429527002R,2025-01-25,0,111,5960,13829,421818,517,541,0
172949269291725,172949269291725002R,2025-01-03,0,111,5960,13829,421818,517,541,0
173693882139940,173693882139940001R,2025-01-18,0,111,5963,13829,421818,517,541,0
173667139864346,173667139864346002R,2025-01-17,0,111,5960,13829,421818,517,541,0
173359844775323,173359844775323001R,2025-01-19,0,111,5960,13829,421818,517,541,0
173696526492254,173696526492254002R,2025-01-17,0,111,5960,13829,421818,517,541,0
173621153789239,173621153789239019R,2025-01-12,0,111,5960,13829,421818,517,541,0
173632815203601,173632815203601001R,2025-01-26,0,111,5960,13829,421818,517,541,0
173389321163749,173389321163749001R,2025-01-25,0,111,5960,13829,421818,517,541,0
173661271935691,173661271935691002R,2025-01-17,0,111,5960,13829,421818,517,541,0
173644387147082,173644387147082002R,2025-01-12,0,111,5960,13829,421818,517,541,0
173667474513569,173667474513569001R,2025-01-26,0,111,5960,13829,421818,517,541,0
173701760494984,173701760494984001R,2025-01-17,0,111,5960,13829,421818,517,541,0
172987415527233,172987415527233002R,2025-01-05,0,111,5963,13829,421818,517,541,0
172969333780561,172969333780561109R,2025-01-05,0,111,5963,13829,421818,517,541,0
173491571541367,173491571541367001R,2025-01-06,0,111,5960,13829,421818,517,541,0
173688623215740,173688623215740001R,2025-01-17,0,111,5960,13829,421818,517,541,0
172969333780561,172969333780561070R,2025-01-05,0,111,5963,13829,421818,517,541,0
172969333780561,172969333780561030R,2025-01-05,0,111,5963,13829,421818,517,541,0
173391002035512,173391002035512037R,2025-01-18,0,111,5963,13829,421818,517,541,0
173771199395628,173771199395628002R,2025-01-27,0,111,5960,13829,421818,517,541,0
173150405381311,173150405381311019R,2025-01-06,0,111,5963,13829,421818,517,541,0
172915678865458,172915678865458007R,2025-01-02,0,111,5963,13829,421818,517,541,0
172948113427372,172948113427372001R,2025-01-03,0,111,5960,13829,421818,517,541,0
173757829910700,173757829910700001R,2025-01-28,0,111,5960,13829,421818,517,541,0
172969333780561,172969333780561094R,2025-01-05,0,111,5963,13829,421818,517,541,0
173658008153349,173658008153349002R,2025-01-12,0,111,5960,13829,421818,517,541,0
173627124268757,173627124268757003R,2025-01-10,0,111,5960,13829,421818,517,541,0
172977106391680,172977106391680013R,2025-01-03,0,111,5963,13829,421818,517,541,0
173745126679980,173745126679980002R,2025-01-27,0,111,5960,13829,421818,517,541,0
173683435509225,173683435509225001R,2025-01-17,0,111,5960,13829,421818,517,541,0
173667353882679,173667353882679001R,2025-01-18,0,111,5960,13829,421818,517,541,0
173740772503128,173740772503128001R,2025-01-28,0,111,5960,13829,421818,517,541,0
172944936344236,172944936344236001R,2025-01-03,0,111,5960,13829,421818,517,541,0
173054834871797,173054834871797002R,2025-01-04,0,111,5960,13829,421818,517,541,0
173628472274619,173628472274619002R,2025-01-25,0,111,5960,13829,421818,517,541,0
173749317652158,173749317652158001R,2025-01-27,0,111,5960,13829,421818,517,541,0
173551790011071,173551790011071018R,2025-01-07,0,111,5960,13829,421818,517,541,0
173615763942671,173615763942671001R,2025-01-19,0,111,5960,13829,421818,517,541,0
172915678865458,172915678865458013R,2025-01-02,0,111,5960,13829,421818,517,541,0
173055034561551,173055034561551002R,2025-01-04,0,111,5960,13829,421818,517,541,0
173391002035512,173391002035512003R,2025-01-18,0,111,5963,13829,421818,517,541,0
172915678865458,172915678865458014R,2025-01-02,0,111,5960,13829,421818,517,541,0
173580142689327,173580142689327001R,2025-01-13,0,111,5960,13829,421818,517,541,0
173054834871797,173054834871797001R,2025-01-04,0,111,5960,13829,421818,517,541,0
173036370524614,173036370524614002R,2025-01-04,0,111,5960,13829,421818,517,541,0
173687287318534,173687287318534002R,2025-01-17,0,111,5963,13829,421818,517,541,0
173389321163749,173389321163749035R,2025-01-25,0,111,5960,13829,421818,517,541,0
172915678865458,172915678865458002R,2025-01-02,0,111,5963,13829,421818,517,541,0
173497750561188,173497750561188001R,2025-01-07,0,111,5960,13829,421818,517,541,0
173389321163749,173389321163749031R,2025-01-25,0,111,5960,13829,421818,517,541,0
173712482125646,173712482125646003R,2025-01-26,0,111,5960,13829,421818,517,541,0
