171412252122427,13829,328805,830,6458
171776704950379,13928,339734,10,722
171883770276830,13829,328815,10,722
171883770276830,13829,328816,10,722
171907571152166,70902,350997,10,722
171984225283054,13829,328810,1430,27476
172000148001887,13844,339515,1430,27476
172000148001887,13844,339516,1430,27476
172212051490111,14033,339541,10,722
172346451544849,13685,339231,830,9125
172347913749795,13685,339231,830,9125
172384747494930,70902,339835,10,722
172479177196569,13829,328810,665,5957
172486121464272,13829,328810,1430,27476
172494897536866,59436,284478,665,5957
172572373003409,13826,272822,10,722
172632605191523,13931,339573,14,686
172632605191523,13931,339574,14,686
172632605191523,13931,339578,14,686
172640730942031,13829,328810,665,5957
172663602123341,13829,328810,12,457
172674125748007,15605,339946,10,722
172674125748007,15605,339947,10,722
172727538552493,13829,328810,12,457
172830317661837,13829,421818,1430,27476
172830317661837,13829,421819,1430,27476
172833246258309,13829,328810,665,5957
172893838934417,13928,428463,10,722
172927901193651,22578,339549,10,722
172958042144763,13829,328810,12,457
173000834583689,15041,341286,12,457
173004107771231,23158,339751,12,457
173050892833485,15569,427008,10,722
173050892833485,15569,427009,10,722
173145134044052,52867,421037,830,41281
173145134044052,52867,421038,830,41281
173185556856904,13817,384498,830,7073
173185556856904,14159,362453,830,7073
173185556856904,17618,303487,830,7073
173212166612025,15599,428520,10,722
171758800881180,59337,336471,12,457
172014907953138,14033,339541,10,722
172376467630107,22578,339549,12,457
172376467630107,22578,339555,12,457
172414748126083,13799,339247,1430,27476
172414748126083,13799,339248,1430,27476
172573659051702,15566,339897,10,722
172573659051702,15566,339898,10,722
172621737837901,67436,349433,10,722
172708978801247,73023,354305,830,6278
172716726538593,13829,421823,830,6257
172721769620468,13829,328810,12,457
172743308752116,13829,421823,830,8423
172768289789332,13829,328810,12,457
172768289789332,13829,328811,12,457
172781744320678,15605,339946,28,818
172784103982078,13829,421823,10,722
172789431613676,24857,328770,665,5957
172789431613676,24857,328771,665,5957
172789555125368,13829,328815,156,2648
172798111262306,13829,328805,12,457
172798111262306,13829,328806,12,457
172809170110560,22636,340110,12,457
172839180342103,61426,337348,830,6458
172840605037718,13829,421818,12,457
172886307094685,13829,421818,12,457
172886307094685,13829,421819,12,457
172895299550219,15605,339946,10,722
172928811891483,13931,339573,12,457
172953551118525,14258,341099,517,10736
173021622610601,24857,328765,10,722
173038685947676,70902,339835,10,722
173084023032114,22578,339549,10,722
173103815316095,13952,339759,12,457
173123687861399,13931,339573,262,2899
173189687367012,13829,328810,517,5960
173222678200913,23158,339751,12,457
171047484166779,13829,328810,830,44587
172440543296652,22636,340110,12,457
172489302662336,13829,328810,517,5960
172574352255954,15659,339274,10,722
172574352255954,15659,339277,10,722
172581591381888,22584,339940,12,457
172581591381888,22584,339943,12,457
172622119097292,57036,339958,28,818
172711918766663,14033,339541,10,722
172725996186050,61426,415014,830,6458
172745059523157,24857,328765,12,457
172745059523157,24857,328767,12,457
172755885603491,15590,339909,10,722
172755885603491,15590,339912,10,722
172822380672426,24857,328770,665,5957
172831294087570,13799,428292,830,8423
172849104069369,13832,339499,830,8423
172849104069369,13832,339500,830,8423
172908159671277,13928,339734,10,722
172919231813516,24857,328770,665,5957
172962863547927,13832,428400,1430,27476
172964677402242,22578,339549,830,44587
172977603844145,14162,421042,28,818
173005079250402,15590,339909,10,722
173005079250402,15590,339910,10,722
173016106071002,13931,339573,262,2899
173016492035448,15590,339909,830,30643
173016492035448,15590,339910,830,30643
173016492035448,15590,339912,830,30643
173038810490505,61395,339057,830,6458
173059582402801,14165,358173,28,818
173066096071040,14495,285388,28,818
173066096071040,14495,285389,28,818
173066096071040,14495,285392,28,818
173070245561460,13799,339247,10,722
173070245561460,13799,339248,10,722
173082967193090,13829,328810,517,5960
173082967193090,13829,328811,517,5960
173082967193090,13829,328813,517,5960
173117230980029,24857,328765,28,818
173118945748103,13829,328810,665,5957
173118945748103,13829,328811,665,5957
173158326514518,14027,339547,10,722
173215631635132,70902,339835,10,722
173215631635132,70902,339836,10,722
171056004419281,25362,328720,10,722
171056004419281,25362,328721,10,722
171314875399495,15659,339274,10,722
171666706457718,13799,339247,10,722
172349019084278,13829,328805,12,457
172349019084278,13829,328806,12,457
172423194984715,13829,328815,830,6458
172423194984715,13829,328816,830,6458
172426505330163,15605,339946,28,818
172695094564372,15605,339946,12,457
172699403244195,24857,328765,12,457
172703313083759,13916,339528,12,457
172703313083759,13916,339529,12,457
172745133469503,13829,421818,830,6458
172745133469503,13829,421819,830,6458
172781739158078,13829,328815,517,5960
172787278573647,52867,421041,830,8900
172825893587991,15599,339927,10,722
172836490503328,73023,354305,16,846
172840796003068,13949,243119,10,722
172840796003068,13949,243121,10,722
172863639591657,50601,303546,140,1790
172883574459122,24857,328765,10,722
172911194108725,22578,428453,10,722
172911194108725,22578,428454,10,722
172968326426115,14162,421042,10,722
173063459145229,61395,414992,10,722
173067181705149,22886,339225,517,5960
173077671202028,15605,428535,830,30643
173115679057664,14153,387855,830,7100
173124579543281,13829,328810,665,5957
173124579543281,13829,328811,665,5957
173127005356713,13952,339759,12,457
173127882796603,15569,427014,16,846
173141399167103,13907,243143,10,722
173142370653927,13829,421823,1430,27476
173142370653927,13829,421824,1430,27476
173161369533079,14159,362453,830,41281
173161369533079,14336,422862,830,41281
173161369533079,52867,421037,830,41281
173222126013266,52867,421037,830,41281
172104829648083,13829,328810,12,457
172218110182601,13829,328815,5021,49055
172312928402996,13994,341218,12,457
172488710748270,13844,339515,12,457
172563839794655,24857,328770,830,8900
172633160993781,61426,337348,830,6458
172670564608834,22578,339549,10,722
172670564608834,22578,339553,10,722
172746170281409,15605,339946,10,722
172797774094251,14453,328700,12,457
172841621389963,13829,421818,517,5960
172944481948637,59436,284478,665,5957
172947636125403,13982,341169,10,722
172947636125403,13982,341170,10,722
172971598691178,13829,328810,665,5957
173031583624631,40352,339918,830,44377
173047235401916,61395,414992,830,6458
173055078831857,14159,362453,830,7718
173055078831857,14159,362456,830,7718
173076721094580,13829,328810,1430,27476
173089904434228,17618,303487,830,7307
173089904434228,17618,303488,830,7307
173101897023727,14153,387855,830,7655
173117601221570,22578,428453,10,722
173125896316006,14165,358173,28,818
173126732507972,15569,427008,12,457
173161938388505,13829,421818,665,5957
173161938388505,13829,421819,665,5957
173176086555343,24857,328765,156,2648
173176086555343,24857,328766,156,2648
173177692140458,13829,328810,517,5960
173187926366190,22578,339549,10,722
173194578473593,13829,328810,830,6458
173204241855905,23158,428476,830,45492
173204241855905,23158,428479,830,45492
173210095920377,13805,428900,830,8480
173210095920377,15569,427014,830,8480
173222223336070,15605,339946,10,722
171070103715643,13805,339458,12,457
171101712079262,13829,328810,12,457
171243484311137,13928,339734,10,722
171243484311137,13928,339735,10,722
171348942181891,60609,342165,12,457
171493783581193,15590,339909,10,722
172134172769487,23158,339751,1430,27476
172206844422858,22584,339940,12,457
172402098208010,15605,339946,10,722
172581854915329,13829,328805,12,457
172581854915329,13829,328806,12,457
172643485417126,23158,339751,12,457
172649865192824,15659,339274,10,722
172701896838676,24857,328765,12,457
172746321697682,23158,339751,12,457
172787989931717,13829,421823,10,722
172787989931717,13829,421824,10,722
172823112066047,15590,339909,10,722
172834601537978,13829,328810,12,457
172834601537978,13829,328812,12,457
172854541785743,22584,339940,10,722
172860373700294,13829,421818,1430,27476
172919302115913,24857,328765,12,457
172942717722373,14453,328700,10,722
172952486926463,61426,415014,830,6458
173005744727716,13832,339497,10,722
173005744727716,13832,339498,10,722
173012903930237,13928,339734,10,722
173065446485245,59436,284478,12,457
173117625615844,13829,328810,665,5957
173124637775432,22886,339225,517,5960
173145491507987,14162,421042,10,722
173145491507987,14162,421043,10,722
173191884456871,14165,358176,28,818
173192770616091,61426,415014,10,722
173196162912064,15605,339946,517,5960
173196162912064,15605,339947,517,5960
171537572267940,57039,339970,12,457
172003047530810,15590,339909,10,722
172286455770765,22886,339225,830,45492
172286455770765,22886,428442,830,45492
172286455770765,26591,406867,830,45492
172286917854299,60609,415013,1304,13088
172311167460002,61426,337348,830,6458
172389335847147,13928,339734,10,722
172389335847147,13928,339735,10,722
172581856316846,70902,339835,10,722
172635400005507,13904,339891,12,457
172648289021538,24857,328770,12,457
172649161933263,13829,328815,12,457
172755330592165,13799,339247,10,722
172755330592165,13799,339250,10,722
172820839893009,13829,328815,12,457
172823390525659,15605,339946,12,457
172847473760000,13685,339231,830,9125
172892864217005,13829,421818,830,6458
172961012545888,13829,328810,28,818
172961012545888,13829,328811,28,818
172987270535045,13829,328810,665,5957
172987270535045,13829,328811,665,5957
172994560164686,24857,328770,517,5960
172994560164686,24857,328771,517,5960
173005879993175,70902,428568,10,722
173005879993175,70902,428571,10,722
173030708460105,14495,285388,10,722
173030708460105,14495,285389,10,722
173045689482198,14162,421042,517,5960
173045689482198,14162,421042,830,7220
173052161494906,15566,339897,517,5960
173063957461570,22584,428527,12,457
173063957461570,22584,428528,12,457
173080614676304,13928,428463,830,8423
173080614676304,13928,428466,830,8423
173080614676304,13952,428905,830,8423
173080614676304,13952,428908,830,8423
173099972944103,13829,328810,10,722
173104935515336,17969,365985,12,457
173117283698569,13826,272822,10,722
173149253049043,13928,339734,10,722
173151018657622,14162,421042,262,2899
173192672096692,14153,387855,830,41281
170429880679408,13955,339952,517,5960
170438905816341,22584,339940,12,457
170715291772293,13829,328805,830,6458
170715291772293,13829,328806,830,6458
170756453623934,61426,337348,830,14235
171831884870401,70902,339835,10,722
172303578398997,13829,328810,830,6203
172303578398997,13829,328811,830,6203
172464441612192,15569,411331,12,457
172821353431118,14162,421042,28,818
172866255773564,22886,339225,262,2899
172866255773564,22886,339226,262,2899
172879318196336,13916,339528,12,457
172891436316885,13829,328810,665,5957
172891436316885,13829,328811,665,5957
172898496226810,13829,421818,830,6458
172916451272190,15605,339946,12,457
172924308131908,15605,339946,12,457
172926744645777,0,0,517,5960
172926744645777,13928,339734,517,5960
172926744645777,61384,339242,517,5960
172927985935831,15659,339274,830,9029
172985344954719,13928,339734,10,722
172985344954719,13928,339735,10,722
172987848004089,61395,414992,830,6458
173014947845305,59436,284478,12,457
173037263136572,14027,339547,830,8975
173040799659085,13829,328810,830,6281
173049538397553,14162,421042,30,405
173091687030881,13829,328810,517,5960
173091687030881,13829,328811,517,5960
173108812147169,14162,421042,262,2899
173121604608592,22584,428527,12,457
173150286651510,70902,339835,517,5963
173150286651510,70902,339836,517,5963
173178009814026,14162,421042,10,722
