mec_id	cat_id	hotel_id	museum_id	product_type	company	rezgo_ticket_id	rezgo_id	rezgo_key	tourcms_tour_id	tourcms_channel_id	tax_value	service_cost	latest_sold_date	shortDesc	eventImage	ticketwithdifferentpricing	saveamount	ticketPrice	pricetext	ticket_net_price	newPrice	totalticketPrice	new_discount_price	is_reservation	agefrom	ageto	ticketType	is_combi_ticket_allowed	is_booking_combi_ticket_allowed	start_date	end_date	extra_text_field	deleted	is_updated	third_party_id	third_party_ticket_id	third_party_parameters
21225	13	47442	10352	0	Reykjavik Excursions	0	0	lll	0	0	0.00	0	2021-06-19	Golden Circle and Lava Tunnel Tour from Reykjavik without Transfers	img_1583238486_1583238529__marketingdepartmentreykjavikexcursions_dsc1479hdrcopy.jpg	1	0.00	147.58	147.58	147.58	147.58	147.58	147.58	0	16	99	Adult	0	0	1667260800	1735689540	0	0	0	51	131057	{"activityid":"131057","get_availability_from_tp":"1","third_party_code":"BOKUN_CSS","third_party_account":"bokun_aw","duration":"540"}
21225	13	47602	10352	0	Reykjavik Excursions	0	0	lll	0	0	0.00	0	2021-06-19	Golden Circle and Lava Tunnel Tour from Reykjavik without Transfers	img_1583238486_1583238529__marketingdepartmentreykjavikexcursions_dsc1479hdrcopy.jpg	1	0.00	147.58	147.58	147.58	147.58	147.58	147.58	0	16	99	Adult	0	0	1667260800	1735689540	0	0	0	51	131057	{"activityid":"131057","get_availability_from_tp":"1","third_party_code":"BOKUN_CSS","third_party_account":"bokun_aw","duration":"540"}
21225	13	47619	10352	0	Reykjavik Excursions	0	0	lll	0	0	0.00	0	2021-06-19	Golden Circle and Lava Tunnel Tour from Reykjavik without Transfers	img_1583238486_1583238529__marketingdepartmentreykjavikexcursions_dsc1479hdrcopy.jpg	1	0.00	147.58	147.58	147.58	147.58	147.58	147.58	0	16	99	Adult	0	0	1667260800	1735689540	0	0	0	51	131057	{"activityid":"131057","get_availability_from_tp":"1","third_party_code":"BOKUN_CSS","third_party_account":"bokun_aw","duration":"540"}
21225	13	49009	10352	0	Reykjavik Excursions	0	0	lll	0	0	0.00	0	2021-06-19	Golden Circle and Lava Tunnel Tour from Reykjavik without Transfers	img_1583238486_1583238529__marketingdepartmentreykjavikexcursions_dsc1479hdrcopy.jpg	1	0.00	147.58	147.58	147.58	147.58	147.58	147.58	0	16	99	Adult	0	0	1667260800	1735689540	0	0	0	51	131057	{"activityid":"131057","get_availability_from_tp":"1","third_party_code":"BOKUN_CSS","third_party_account":"bokun_aw","duration":"540"}
21225	13	49010	10352	0	Reykjavik Excursions	0	0	lll	0	0	0.00	0	2021-06-19	Golden Circle and Lava Tunnel Tour from Reykjavik without Transfers	img_1583238486_1583238529__marketingdepartmentreykjavikexcursions_dsc1479hdrcopy.jpg	1	0.00	147.58	147.58	147.58	147.58	147.58	147.58	0	16	99	Adult	0	0	1667260800	1735689540	0	0	0	51	131057	{"activityid":"131057","get_availability_from_tp":"1","third_party_code":"BOKUN_CSS","third_party_account":"bokun_aw","duration":"540"}
21225	13	49025	10352	0	Reykjavik Excursions	0	0	lll	0	0	0.00	0	2021-06-19	Golden Circle and Lava Tunnel Tour from Reykjavik without Transfers	img_1583238486_1583238529__marketingdepartmentreykjavikexcursions_dsc1479hdrcopy.jpg	1	0.00	147.58	147.58	147.58	147.58	147.58	147.58	0	16	99	Adult	0	0	1667260800	1735689540	0	0	0	51	131057	{"activityid":"131057","get_availability_from_tp":"1","third_party_code":"BOKUN_CSS","third_party_account":"bokun_aw","duration":"540"}
^C -- query aborted
^C -- query aborted
^C -- query aborted
^C -- query aborted
