mec_id	cat_id	hotel_id	museum_id	product_type	company	rezgo_ticket_id	rezgo_id	rezgo_key	tourcms_tour_id	tourcms_channel_id	tax_value	service_cost	latest_sold_date	shortDesc	eventImage	ticketwithdifferentpricing	saveamount	ticketPrice	pricetext	ticket_net_price	newPrice	totalticketPrice	new_discount_price	is_reservation	agefrom	ageto	ticketType	is_combi_ticket_allowed	is_booking_combi_ticket_allowed	start_date	end_date	extra_text_field	deleted	is_updated	third_party_id	third_party_ticket_id	third_party_parameters
40872	7	347	1844	0	City Sightseeing Mallorca	0	0	lll	0	0	0.00	0	2021-06-19	Palma Essential Experience 24 hour	img_1729214284_default_image.jpg	1	0.00	22.00	22.00	22.00	22.00	22.00	22.00	0	17	64	Adult	0	0	1711922400	1735682340	0	0	0	4	4	{"tourcms_tour_id":"4","tourcms_channel_id":"13351","third_party_code":"TOURCMS","get_availability_from_tp":"1"}
14486	5	347	5789	0	City Cruises London	0	0	lll	0	0	0.00	0	2021-06-19	City Cruises Dining Experiences - London Dinner Cruise	img_1639501915_1639501968__showboat85.jpg	1	0.00	89.00	89.00	89.00	89.00	89.00	89.00	0	13	99	Adult	0	0	1583877600	1735595940	0	0	0	57	hblonco_4	{"third_party_code":"horn_blower","third_party_account":"evan_evan","tp_user":"501","third_party_ticket_id":"hblonco_4"}
14069	66	347	5702	0	Evan Evans Tours Ltd.	0	0	lll	0	0	0.00	0	2021-06-19	London In One Day Private tour with separate Tour Guide	img_1588597451_1588597476__westminster.jpg	1	0.00	1899.00	1899.00	1899.00	1899.00	1899.00	1899.00	0	1	99	Adult	0	0	1570384980	1774997940	0	0	0	0	0	NULL
14078	66	347	5702	0	Evan Evans Tours Ltd.	0	0	lll	0	0	0.00	0	2021-06-19	Royal London Private Tour with separate Tour Guide	img_1570789798_1570789822__1-1P-E1-7-HQ(2)_edited.jpg	1	0.00	950.00	950.00	950.00	950.00	950.00	950.00	0	1	99	Adult	0	0	1570385580	1774997940	0	0	0	0	0	NULL
14093	66	347	5702	0	Evan Evans Tours Ltd.	0	0	lll	0	0	0.00	0	2021-06-19	Hampton Court & Windsor Castle Private tour with separate Tour Guide	img_1570789121_1570789204__E13-HQ_edited.jpg	1	0.00	1799.00	1799.00	1799.00	1799.00	1799.00	1799.00	0	1	99	Adult	0	0	1570387140	1774997940	0	0	0	0	0	NULL
14099	66	347	5702	0	Evan Evans Tours Ltd.	0	0	lll	0	0	0.00	0	2021-06-19	Windsor, Stonehenge & Oxford Private tour with separate Tour Guide	img_1588591943_1588592082__chauffeurwindsorcastle.jpg	1	0.00	2349.00	2349.00	2349.00	2349.00	2349.00	2349.00	0	1	99	Adult	0	0	1570387620	1774997940	0	0	0	0	0	NULL
14120	66	347	5702	0	Evan Evans Tours Ltd.	0	0	lll	0	0	0.00	0	2021-06-19	Crown Jewels of London Private Tour with separate Tour Guide	img_1570790000_1570790019__2-E5-HQ_edited.jpg	1	0.00	1250.00	1250.00	1250.00	1250.00	1250.00	1250.00	0	1	99	Adult	0	0	1570391280	1774997940	0	0	0	0	0	NULL
14453	5	347	5969	0	Red Carnation Hotel	0	0	lll	0	0	0.00	0	2021-06-19	Afternoon Tea at The Rubens at the Palace	img_1612961564_1612961582__afternoonteaattherubensatthepalacecroppedexclchamp.jpg	1	0.00	80.00	80.00	80.00	80.00	80.00	80.00	0	12	99	Adult	0	0	1570477080	1735689540	0	0	0	0	0	NULL
13817	136	347	5807	0	Big Bus Tours London	0	0	lll	0	0	0.00	0	2021-06-19	Big Bus London - Discover Ticket	img_1679324041_1679324062__classicticket.jpg	1	0.00	48.00	48.00	48.00	48.00	48.00	48.00	0	16	99	Adult	0	0	1570203000	1761861540	0	0	0	77	ed51f5c1-3cd7-4d01-8b36-37e19f1d09bf	{"third_party_code":"ventrata_platinum_heritage","third_party_account":"ee_big_bus_tours","third_party_ticket_id":"ed51f5c1-3cd7-4d01-8b36-37e19f1d09bf","barcode_type":"4","is_combi_ticket_allowed":"0","is_reference_as_code":"1"}
13820	136	347	5807	0	Big Bus Tours London	0	0	lll	0	0	0.00	0	2021-06-19	Big Bus London - Essential Ticket	img_1572275198_1572275226__big-bus(1)_edited.jpg	1	0.00	58.00	58.00	58.00	58.00	58.00	58.00	0	16	99	Adult	0	0	1570203600	1761861540	0	0	0	77	fb0bc5d2-347f-4a2c-aff9-a13f66d33e4d	{"third_party_code":"ventrata_platinum_heritage","third_party_account":"ee_big_bus_tours","third_party_ticket_id":"fb0bc5d2-347f-4a2c-aff9-a13f66d33e4d","barcode_type":"4","is_combi_ticket_allowed":"0","is_reference_as_code":"1"}
