channel_id,catalog_id,catalogkey,channelkey,ticket_id,ticketpriceschedule_id,hotel_prepaid_commission_percentage
517,0,0-81002,517-81002,13934,81002,100
517,0,0-78815,517-78815,13652,78815,0
517,0,0-78827,517-78827,13658,78827,100
517,0,0-77141,517-77141,13421,77141,0
517,0,0-78722,517-78722,13613,78722,0
517,0,0-78725,517-78725,13613,78725,0
517,0,0-78728,517-78728,13613,78728,0
517,0,0-78767,517-78767,13631,78767,0
517,0,0-78776,517-78776,13634,78776,0
517,0,0-78860,517-78860,13670,78860,0
517,0,0-78863,517-78863,13670,78863,0
517,0,0-79439,517-79439,13718,79439,0
517,0,0-79442,517-79442,13718,79442,0
517,0,0-79445,517-79445,13718,79445,0
517,0,0-79469,517-79469,13724,79469,0
517,0,0-79472,517-79472,13724,79472,0
517,0,0-79475,517-79475,13724,79475,0
517,0,0-78467,517-78467,13541,78467,0
517,0,0-79508,517-79508,13742,79508,0
517,0,0-79511,517-79511,13742,79511,0
517,0,0-79529,517-79529,13751,79529,0
517,0,0-79532,517-79532,13751,79532,0
517,0,0-79535,517-79535,13751,79535,0
517,0,0-79682,517-79682,13790,79682,0
517,0,0-79589,517-79589,13766,79589,0
517,0,0-79595,517-79595,13769,79595,0
517,0,0-78380,517-78380,13538,78380,0
517,0,0-79538,517-79538,13754,79538,0
517,0,0-79631,517-79631,13781,79631,0
517,0,0-79541,517-79541,13754,79541,0
517,0,0-79544,517-79544,13754,79544,0
517,0,0-79604,517-79604,13775,79604,0
517,0,0-83966,517-83966,14798,83966,0
517,0,0-82031,517-82031,14372,82031,0
830,0,0-78860,830-78860,13670,78860,24.99
830,0,0-78863,830-78863,13670,78863,25.02
517,0,0-90479,517-90479,13421,90479,0
517,0,0-112593,517-112593,13424,112593,0
517,0,0-112596,517-112596,13424,112596,0
517,0,0-112599,517-112599,13424,112599,0
517,0,0-90239,517-90239,13652,90239,0
517,0,0-90482,517-90482,13658,90482,0
517,0,0-90248,517-90248,13670,90248,0
517,0,0-117396,517-117396,13718,117396,0
517,0,0-113070,517-113070,13721,113070,0
517,0,0-113073,517-113073,13721,113073,0
517,0,0-112953,517-112953,13739,112953,0
517,0,0-112956,517-112956,13739,112956,0
517,0,0-117471,517-117471,13742,117471,0
517,0,0-112959,517-112959,13745,112959,0
830,0,0-81002,830-81002,13934,81002,0
10,0,0-206384,10-206384,13682,206384,30
10,0,0-206386,10-206386,13682,206386,30
10,0,0-206390,10-206390,13682,206390,30
830,0,0-206384,830-206384,13682,206384,25
830,0,0-206386,830-206386,13682,206386,25
830,0,0-206390,830-206390,13682,206390,25
830,0,0-187270,830-187270,14411,187270,83.33
830,0,0-187272,830-187272,14411,187272,83.33
830,0,0-187276,830-187276,14408,187276,100
830,0,0-256151,830-256151,50895,256151,100
830,0,0-78827,830-78827,13658,78827,0
830,0,0-81005,830-81005,13934,81005,0
517,0,0-206384,517-206384,13682,206384,0
517,0,0-206386,517-206386,13682,206386,0
10,0,0-272824,10-272824,13826,272824,25
10,0,0-272822,10-272822,13826,272822,25
10,0,0-272823,10-272823,13826,272823,25
10,0,0-244841,10-244841,14045,244841,30
10,0,0-243143,10-243143,13907,243143,30
10,0,0-243149,10-243149,13907,243149,30
10,0,0-243119,10-243119,13949,243119,30
10,0,0-243125,10-243125,13949,243125,30
12,0,0-243143,12-243143,13907,243143,30
12,0,0-243149,12-243149,13907,243149,30
12,0,0-243123,12-243123,13949,243123,30
12,0,0-274381,12-274381,23512,274381,20
665,0,0-272822,665-272822,13826,272822,25
517,0,0-284478,517-284478,59436,284478,0
1430,0,0-243143,1430-243143,13907,243143,30
1430,0,0-243119,1430-243119,13949,243119,30
10,0,0-243121,10-243121,13949,243121,30
12,0,0-243145,12-243145,13907,243145,30
12,0,0-243119,12-243119,13949,243119,30
830,0,0-83966,830-83966,14798,83966,0
830,0,0-83966,830-83966,14798,83966,0
517,0,0-83966,517-83966,14798,83966,0
12,0,0-284478,12-284478,59436,284478,25
0,167715372656153,167715372656153-206384,0-206384,13682,206384,25
665,0,0-284478,665-284478,59436,284478,25
1218,0,0-303565,1218-303565,14432,303565,15
1218,0,0-303566,1218-303566,14432,303566,15
1218,0,0-303552,1218-303552,14126,303552,15
830,0,0-82031,830-82031,14372,82031,0
830,0,0-82031,830-82031,14372,82031,0
517,0,0-82031,517-82031,14372,82031,100
262,0,0-243143,262-243143,13907,243143,30
140,0,0-303561,140-303561,50545,303561,15
140,0,0-303560,140-303560,50545,303560,15
140,0,0-303546,140-303546,50601,303546,15
140,0,0-303547,140-303547,50601,303547,15
140,0,0-303511,140-303511,23722,303511,15
140,0,0-303512,140-303512,23722,303512,15
28,0,0-285388,28-285388,14495,285388,21
28,0,0-285389,28-285389,14495,285389,21
28,0,0-285390,28-285390,14495,285390,21
28,0,0-285392,28-285392,14495,285392,21
28,0,0-306805,28-306805,25229,306805,100
28,0,0-303511,28-303511,23722,303511,15
28,0,0-303512,28-303512,23722,303512,15
5021,0,0-314401,5021-314401,13796,314401,25
5021,0,0-314402,5021-314402,13796,314402,25
5021,0,0-314405,5021-314405,13796,314405,25
517,0,0-328810,517-328810,13829,328810,0
28,0,0-330323,28-330323,25228,330323,15
517,0,0-303501,517-303501,50575,303501,0
830,0,0-303501,830-303501,50575,303501,10
830,0,0-303548,830-303548,50601,303548,10
830,0,0-303554,830-303554,14126,303554,10
830,0,0-303484,830-303484,17606,303484,30.17
830,0,0-303545,830-303545,23445,303545,10
830,0,0-297579,830-297579,25214,297579,15
517,0,0-303498,517-303498,15827,303498,0
5021,0,0-328765,5021-328765,24857,328765,25
830,0,0-285391,830-285391,14495,285391,18
830,0,0-303519,830-303519,14447,303519,0
830,0,0-303512,830-303512,23722,303512,0
830,0,0-303505,830-303505,14426,303505,0
830,0,0-328810,830-328810,13829,328810,25
30,0,0-328770,30-328770,24857,328770,25
30,0,0-328765,30-328765,24857,328765,25
830,0,0-333911,830-333911,69647,333911,0
830,0,0-334520,830-334520,46339,334520,100
830,0,0-334652,830-334652,40730,334652,10
517,0,0-334703,517-334703,14312,334703,0
830,0,0-334703,830-334703,14312,334703,10
517,0,0-334705,517-334705,14312,334705,0
665,0,0-328770,665-328770,24857,328770,20
12,0,0-336471,12-336471,59337,336471,25
665,0,0-336471,665-336471,59337,336471,25
830,0,0-336994,830-336994,14480,336994,25
10,0,0-337348,10-337348,61426,337348,25
517,0,0-337348,517-337348,61426,337348,0
830,0,0-337348,830-337348,61426,337348,20
830,0,0-339057,830-339057,61395,339057,20
16,0,0-285388,16-285388,14495,285388,18
0,167715372656153,167715372656153-339225,0-339225,22886,339225,25
10,0,0-339225,10-339225,22886,339225,30
12,0,0-339225,12-339225,22886,339225,30
28,0,0-339225,28-339225,22886,339225,30
30,0,0-339225,30-339225,22886,339225,25
262,0,0-339225,262-339225,22886,339225,30
830,0,0-339225,830-339225,22886,339225,25
10,0,0-339226,10-339226,22886,339226,30
12,0,0-339226,12-339226,22886,339226,30
28,0,0-339226,28-339226,22886,339226,30
262,0,0-339226,262-339226,22886,339226,30
830,0,0-339226,830-339226,22886,339226,25
262,0,0-339227,262-339227,22886,339227,30
10,0,0-339228,10-339228,22886,339228,30
12,0,0-339228,12-339228,22886,339228,30
28,0,0-339228,28-339228,22886,339228,30
262,0,0-339228,262-339228,22886,339228,30
830,0,0-339228,830-339228,22886,339228,25
12,0,0-339229,12-339229,22886,339229,30
262,0,0-339229,262-339229,22886,339229,30
830,0,0-339229,830-339229,22886,339229,25
262,0,0-339230,262-339230,22886,339230,30
0,167715372656153,167715372656153-339231,0-339231,13685,339231,25
10,0,0-339231,10-339231,13685,339231,30
28,0,0-339231,28-339231,13685,339231,30
830,0,0-339231,830-339231,13685,339231,25
1430,0,0-339231,1430-339231,13685,339231,30
5021,0,0-339231,5021-339231,13685,339231,25
28,0,0-339232,28-339232,13685,339232,30
830,0,0-339232,830-339232,13685,339232,25
0,167715372656153,167715372656153-339234,0-339234,13685,339234,25
10,0,0-339234,10-339234,13685,339234,30
28,0,0-339234,28-339234,13685,339234,30
830,0,0-339234,830-339234,13685,339234,25
12,0,0-339237,12-339237,40338,339237,30
830,0,0-339237,830-339237,40338,339237,25
830,0,0-339238,830-339238,40338,339238,25
12,0,0-339239,12-339239,40338,339239,30
830,0,0-339239,830-339239,40338,339239,25
0,167715372656153,167715372656153-339242,0-339242,61384,339242,25
10,0,0-339242,10-339242,61384,339242,30
16,0,0-339242,16-339242,61384,339242,25
517,0,0-339242,517-339242,61384,339242,0
830,0,0-339242,830-339242,61384,339242,25
1304,0,0-339242,1304-339242,61384,339242,28
0,167715372656153,167715372656153-339244,0-339244,61384,339244,25
517,0,0-339244,517-339244,61384,339244,0
830,0,0-339244,830-339244,61384,339244,25
830,0,0-339246,830-339246,61384,339246,25
0,167715372656153,167715372656153-339247,0-339247,13799,339247,25
10,0,0-339247,10-339247,13799,339247,30
12,0,0-339247,12-339247,13799,339247,30
16,0,0-339247,16-339247,13799,339247,25
30,0,0-339247,30-339247,13799,339247,25
262,0,0-339247,262-339247,13799,339247,30
830,0,0-339247,830-339247,13799,339247,25
1430,0,0-339247,1430-339247,13799,339247,30
5021,0,0-339247,5021-339247,13799,339247,25
10,0,0-339248,10-339248,13799,339248,30
12,0,0-339248,12-339248,13799,339248,30
262,0,0-339248,262-339248,13799,339248,30
830,0,0-339248,830-339248,13799,339248,25
1430,0,0-339248,1430-339248,13799,339248,30
10,0,0-339249,10-339249,13799,339249,30
10,0,0-339250,10-339250,13799,339250,30
12,0,0-339250,12-339250,13799,339250,30
830,0,0-339250,830-339250,13799,339250,25
12,0,0-339251,12-339251,13799,339251,30
0,167715372656153,167715372656153-339274,0-339274,15659,339274,25
10,0,0-339274,10-339274,15659,339274,30
262,0,0-339274,262-339274,15659,339274,30
830,0,0-339274,830-339274,15659,339274,25
1430,0,0-339274,1430-339274,15659,339274,30
10,0,0-339275,10-339275,15659,339275,30
262,0,0-339275,262-339275,15659,339275,30
1430,0,0-339275,1430-339275,15659,339275,30
10,0,0-339277,10-339277,15659,339277,30
0,167715372656153,167715372656153-339456,0-339456,13805,339456,25
830,0,0-339456,830-339456,13805,339456,25
830,0,0-339457,830-339457,13805,339457,25
0,167715372656153,167715372656153-339458,0-339458,13805,339458,25
830,0,0-339458,830-339458,13805,339458,25
12,0,0-314395,12-314395,44260,314395,30
10,0,0-339490,10-339490,14036,339490,30
12,0,0-339490,12-339490,14036,339490,30
10,0,0-339491,10-339491,14036,339491,30
10,0,0-339493,10-339493,14036,339493,30
0,167715372656153,167715372656153-339497,0-339497,13832,339497,25
10,0,0-339497,10-339497,13832,339497,25
12,0,0-339497,12-339497,13832,339497,25
30,0,0-339497,30-339497,13832,339497,20
140,0,0-339497,140-339497,13832,339497,23
262,0,0-339497,262-339497,13832,339497,25
665,0,0-339497,665-339497,13832,339497,25
830,0,0-339497,830-339497,13832,339497,20
1430,0,0-339497,1430-339497,13832,339497,25
5021,0,0-339497,5021-339497,13832,339497,20
10,0,0-339498,10-339498,13832,339498,25
12,0,0-339498,12-339498,13832,339498,25
30,0,0-339498,30-339498,13832,339498,20
262,0,0-339498,262-339498,13832,339498,25
665,0,0-339498,665-339498,13832,339498,25
830,0,0-339498,830-339498,13832,339498,20
1430,0,0-339498,1430-339498,13832,339498,25
5021,0,0-339498,5021-339498,13832,339498,20
10,0,0-339500,10-339500,13832,339500,25
830,0,0-339500,830-339500,13832,339500,20
10,0,0-339503,10-339503,14039,339503,30
830,0,0-339503,830-339503,14039,339503,25
830,0,0-339506,830-339506,14039,339506,25
12,0,0-339509,12-339509,14060,339509,30
16,0,0-339509,16-339509,14060,339509,25
12,0,0-339512,12-339512,14060,339512,30
0,167715372656153,167715372656153-339515,0-339515,13844,339515,25
10,0,0-339515,10-339515,13844,339515,25
12,0,0-339515,12-339515,13844,339515,25
262,0,0-339515,262-339515,13844,339515,25
830,0,0-339515,830-339515,13844,339515,20
1218,0,0-339515,1218-339515,13844,339515,23
1430,0,0-339515,1430-339515,13844,339515,25
10,0,0-339516,10-339516,13844,339516,25
12,0,0-339516,12-339516,13844,339516,25
262,0,0-339516,262-339516,13844,339516,25
10,0,0-339518,10-339518,13844,339518,25
12,0,0-339518,12-339518,13844,339518,25
830,0,0-339518,830-339518,13844,339518,20
12,0,0-339519,12-339519,13844,339519,25
10,0,0-339521,10-339521,26683,339521,25
12,0,0-339521,12-339521,26683,339521,25
10,0,0-339522,10-339522,26683,339522,25
10,0,0-339524,10-339524,26683,339524,25
0,167715372656153,167715372656153-339528,0-339528,13916,339528,25
10,0,0-339528,10-339528,13916,339528,30
12,0,0-339528,12-339528,13916,339528,30
16,0,0-339528,16-339528,13916,339528,25
28,0,0-339528,28-339528,13916,339528,30
30,0,0-339528,30-339528,13916,339528,25
830,0,0-339528,830-339528,13916,339528,25
1430,0,0-339528,1430-339528,13916,339528,30
5021,0,0-339528,5021-339528,13916,339528,25
10,0,0-339529,10-339529,13916,339529,30
12,0,0-339529,12-339529,13916,339529,30
28,0,0-339529,28-339529,13916,339529,30
830,0,0-339529,830-339529,13916,339529,25
10,0,0-339531,10-339531,13916,339531,30
12,0,0-339531,12-339531,13916,339531,30
30,0,0-339531,30-339531,13916,339531,25
830,0,0-339531,830-339531,13916,339531,25
5021,0,0-339531,5021-339531,13916,339531,25
12,0,0-339532,12-339532,13916,339532,30
830,0,0-339532,830-339532,13916,339532,25
5021,0,0-339532,5021-339532,13916,339532,25
28,0,0-339533,28-339533,13916,339533,30
10,0,0-339541,10-339541,14033,339541,30
12,0,0-339541,12-339541,14033,339541,30
16,0,0-339541,16-339541,14033,339541,25
28,0,0-339541,28-339541,14033,339541,30
156,0,0-339541,156-339541,14033,339541,25
830,0,0-339541,830-339541,14033,339541,25
10,0,0-339542,10-339542,14033,339542,30
12,0,0-339542,12-339542,14033,339542,30
156,0,0-339542,156-339542,14033,339542,25
10,0,0-339544,10-339544,14033,339544,30
12,0,0-339544,12-339544,14033,339544,30
28,0,0-339544,28-339544,14033,339544,30
156,0,0-339544,156-339544,14033,339544,25
12,0,0-339545,12-339545,14033,339545,30
28,0,0-339545,28-339545,14033,339545,30
156,0,0-339545,156-339545,14033,339545,25
12,0,0-339547,12-339547,14027,339547,30
262,0,0-339547,262-339547,14027,339547,30
830,0,0-339547,830-339547,14027,339547,25
830,0,0-339548,830-339548,14027,339548,25
0,167715372656153,167715372656153-339549,0-339549,22578,339549,25
10,0,0-339549,10-339549,22578,339549,30
12,0,0-339549,12-339549,22578,339549,30
16,0,0-339549,16-339549,22578,339549,25
830,0,0-339549,830-339549,22578,339549,25
1430,0,0-339549,1430-339549,22578,339549,30
10,0,0-339551,10-339551,22578,339551,30
12,0,0-339551,12-339551,22578,339551,30
830,0,0-339551,830-339551,22578,339551,25
1430,0,0-339551,1430-339551,22578,339551,30
830,0,0-339552,830-339552,14027,339552,25
10,0,0-339553,10-339553,22578,339553,30
830,0,0-339554,830-339554,14027,339554,25
10,0,0-339555,10-339555,22578,339555,30
12,0,0-339555,12-339555,22578,339555,30
16,0,0-339555,16-339555,22578,339555,25
830,0,0-339555,830-339555,22578,339555,25
12,0,0-339557,12-339557,22578,339557,30
16,0,0-339557,16-339557,22578,339557,25
10,0,0-339567,10-339567,14042,339567,30
12,0,0-339567,12-339567,14042,339567,30
830,0,0-339570,830-339570,14042,339570,25
0,167715372656153,167715372656153-339573,0-339573,13931,339573,25
10,0,0-339573,10-339573,13931,339573,30
12,0,0-339573,12-339573,13931,339573,30
16,0,0-339573,16-339573,13931,339573,25
28,0,0-339573,28-339573,13931,339573,30
262,0,0-339573,262-339573,13931,339573,30
830,0,0-339573,830-339573,13931,339573,25
1430,0,0-339573,1430-339573,13931,339573,30
5021,0,0-339573,5021-339573,13931,339573,25
10,0,0-339574,10-339574,13931,339574,30
12,0,0-339574,12-339574,13931,339574,30
262,0,0-339574,262-339574,13931,339574,30
1430,0,0-339574,1430-339574,13931,339574,30
5021,0,0-339574,5021-339574,13931,339574,25
10,0,0-339575,10-339575,13931,339575,30
10,0,0-339576,10-339576,13931,339576,30
12,0,0-339576,12-339576,13931,339576,30
16,0,0-339576,16-339576,13931,339576,25
262,0,0-339576,262-339576,13931,339576,30
830,0,0-339576,830-339576,13931,339576,25
12,0,0-339577,12-339577,13931,339577,30
262,0,0-339577,262-339577,13931,339577,30
830,0,0-339577,830-339577,13931,339577,25
5021,0,0-339577,5021-339577,13931,339577,25
262,0,0-339578,262-339578,13931,339578,30
0,167715372656153,167715372656153-339734,0-339734,13928,339734,25
10,0,0-339734,10-339734,13928,339734,30
12,0,0-339734,12-339734,13928,339734,30
16,0,0-339734,16-339734,13928,339734,25
28,0,0-339734,28-339734,13928,339734,30
30,0,0-339734,30-339734,13928,339734,25
830,0,0-339734,830-339734,13928,339734,25
1430,0,0-339734,1430-339734,13928,339734,30
5021,0,0-339734,5021-339734,13928,339734,25
10,0,0-339735,10-339735,13928,339735,30
12,0,0-339735,12-339735,13928,339735,30
16,0,0-339735,16-339735,13928,339735,25
28,0,0-339735,28-339735,13928,339735,30
830,0,0-339735,830-339735,13928,339735,25
1430,0,0-339735,1430-339735,13928,339735,30
10,0,0-339736,10-339736,13928,339736,30
10,0,0-339737,10-339737,13928,339737,30
16,0,0-339737,16-339737,13928,339737,25
30,0,0-339737,30-339737,13928,339737,25
830,0,0-339737,830-339737,13928,339737,25
12,0,0-339738,12-339738,13928,339738,30
28,0,0-339739,28-339739,13928,339739,30
10,0,0-339751,10-339751,23158,339751,30
12,0,0-339751,12-339751,23158,339751,30
16,0,0-339751,16-339751,23158,339751,25
30,0,0-339751,30-339751,23158,339751,25
156,0,0-339751,156-339751,23158,339751,25
262,0,0-339751,262-339751,23158,339751,30
830,0,0-339751,830-339751,23158,339751,25
1430,0,0-339751,1430-339751,23158,339751,30
10,0,0-339752,10-339752,23158,339752,30
12,0,0-339752,12-339752,23158,339752,30
16,0,0-339752,16-339752,23158,339752,25
262,0,0-339752,262-339752,23158,339752,30
1430,0,0-339752,1430-339752,23158,339752,30
10,0,0-339753,10-339753,23158,339753,30
12,0,0-339753,12-339753,23158,339753,30
10,0,0-339754,10-339754,23158,339754,30
12,0,0-339754,12-339754,23158,339754,30
16,0,0-339754,16-339754,23158,339754,25
30,0,0-339754,30-339754,23158,339754,25
830,0,0-339754,830-339754,23158,339754,25
12,0,0-339755,12-339755,23158,339755,30
156,0,0-339756,156-339756,23158,339756,25
10,0,0-339759,10-339759,13952,339759,30
12,0,0-339759,12-339759,13952,339759,30
16,0,0-339759,16-339759,13952,339759,25
28,0,0-339759,28-339759,13952,339759,30
262,0,0-339759,262-339759,13952,339759,30
830,0,0-339759,830-339759,13952,339759,25
1430,0,0-339759,1430-339759,13952,339759,30
5021,0,0-339759,5021-339759,13952,339759,25
10,0,0-339760,10-339760,13952,339760,30
830,0,0-339760,830-339760,13952,339760,25
10,0,0-339762,10-339762,13952,339762,30
830,0,0-339762,830-339762,13952,339762,25
10,0,0-339891,10-339891,13904,339891,30
12,0,0-339891,12-339891,13904,339891,30
28,0,0-339891,28-339891,13904,339891,30
262,0,0-339891,262-339891,13904,339891,30
830,0,0-339891,830-339891,13904,339891,25
10,0,0-339892,10-339892,13904,339892,30
12,0,0-339892,12-339892,13904,339892,30
28,0,0-339892,28-339892,13904,339892,30
262,0,0-339892,262-339892,13904,339892,30
10,0,0-339894,10-339894,13904,339894,30
12,0,0-339894,12-339894,13904,339894,30
28,0,0-339894,28-339894,13904,339894,30
830,0,0-339894,830-339894,13904,339894,25
12,0,0-339895,12-339895,13904,339895,30
262,0,0-339895,262-339895,13904,339895,30
5021,0,0-339895,5021-339895,13904,339895,25
28,0,0-339896,28-339896,13904,339896,30
10,0,0-339897,10-339897,15566,339897,30
12,0,0-339897,12-339897,15566,339897,30
28,0,0-339897,28-339897,15566,339897,30
830,0,0-339897,830-339897,15566,339897,25
1430,0,0-339897,1430-339897,15566,339897,30
5021,0,0-339897,5021-339897,15566,339897,25
10,0,0-339898,10-339898,15566,339898,30
12,0,0-339898,12-339898,15566,339898,30
28,0,0-339898,28-339898,15566,339898,30
830,0,0-339898,830-339898,15566,339898,25
10,0,0-339899,10-339899,15566,339899,30
10,0,0-339900,10-339900,15566,339900,30
12,0,0-339900,12-339900,15566,339900,30
28,0,0-339900,28-339900,15566,339900,30
830,0,0-339900,830-339900,15566,339900,25
12,0,0-339901,12-339901,15566,339901,30
28,0,0-339901,28-339901,15566,339901,30
830,0,0-339902,830-339902,15566,339902,25
12,0,0-339903,12-339903,15569,339903,30
10,0,0-339909,10-339909,15590,339909,30
12,0,0-339909,12-339909,15590,339909,30
16,0,0-339909,16-339909,15590,339909,25
28,0,0-339909,28-339909,15590,339909,30
30,0,0-339909,30-339909,15590,339909,25
262,0,0-339909,262-339909,15590,339909,30
830,0,0-339909,830-339909,15590,339909,25
1430,0,0-339909,1430-339909,15590,339909,30
5021,0,0-339909,5021-339909,15590,339909,25
10,0,0-339910,10-339910,15590,339910,30
12,0,0-339910,12-339910,15590,339910,30
262,0,0-339910,262-339910,15590,339910,30
830,0,0-339910,830-339910,15590,339910,25
5021,0,0-339910,5021-339910,15590,339910,25
10,0,0-339911,10-339911,15590,339911,30
12,0,0-339911,12-339911,15590,339911,30
10,0,0-339912,10-339912,15590,339912,30
28,0,0-339912,28-339912,15590,339912,30
262,0,0-339912,262-339912,15590,339912,30
830,0,0-339912,830-339912,15590,339912,25
5021,0,0-339912,5021-339912,15590,339912,25
12,0,0-339913,12-339913,15590,339913,30
262,0,0-339913,262-339913,15590,339913,30
830,0,0-339913,830-339913,15590,339913,25
10,0,0-339915,10-339915,40352,339915,30
12,0,0-339915,12-339915,40352,339915,30
262,0,0-339915,262-339915,40352,339915,30
517,0,0-339915,517-339915,40352,339915,0
830,0,0-339915,830-339915,40352,339915,25
12,0,0-339916,12-339916,40352,339916,30
10,0,0-339918,10-339918,40352,339918,30
12,0,0-339918,12-339918,40352,339918,30
517,0,0-339918,517-339918,40352,339918,0
12,0,0-339919,12-339919,40352,339919,30
0,167715372656153,167715372656153-339927,0-339927,15599,339927,25
10,0,0-339927,10-339927,15599,339927,30
12,0,0-339927,12-339927,15599,339927,30
16,0,0-339927,16-339927,15599,339927,25
28,0,0-339927,28-339927,15599,339927,30
30,0,0-339927,30-339927,15599,339927,25
262,0,0-339927,262-339927,15599,339927,30
830,0,0-339927,830-339927,15599,339927,25
1430,0,0-339927,1430-339927,15599,339927,30
10,0,0-339928,10-339928,15599,339928,30
262,0,0-339928,262-339928,15599,339928,30
830,0,0-339928,830-339928,15599,339928,25
1430,0,0-339928,1430-339928,15599,339928,30
10,0,0-339929,10-339929,15599,339929,30
830,0,0-339929,830-339929,15599,339929,25
10,0,0-339930,10-339930,15599,339930,30
12,0,0-339930,12-339930,15599,339930,30
28,0,0-339930,28-339930,15599,339930,30
262,0,0-339930,262-339930,15599,339930,30
830,0,0-339930,830-339930,15599,339930,25
262,0,0-339931,262-339931,15599,339931,30
830,0,0-339931,830-339931,15599,339931,25
262,0,0-339932,262-339932,15599,339932,30
830,0,0-339932,830-339932,15599,339932,25
0,167715372656153,167715372656153-339940,0-339940,22584,339940,25
10,0,0-339940,10-339940,22584,339940,30
12,0,0-339940,12-339940,22584,339940,30
16,0,0-339940,16-339940,22584,339940,25
830,0,0-339940,830-339940,22584,339940,25
1430,0,0-339940,1430-339940,22584,339940,30
10,0,0-339941,10-339941,22584,339941,30
12,0,0-339941,12-339941,22584,339941,30
830,0,0-339941,830-339941,22584,339941,25
10,0,0-339942,10-339942,22584,339942,30
12,0,0-339942,12-339942,22584,339942,30
10,0,0-339943,10-339943,22584,339943,30
12,0,0-339943,12-339943,22584,339943,30
12,0,0-339944,12-339944,22584,339944,30
10,0,0-339946,10-339946,15605,339946,30
12,0,0-339946,12-339946,15605,339946,30
16,0,0-339946,16-339946,15605,339946,25
28,0,0-339946,28-339946,15605,339946,30
30,0,0-339946,30-339946,15605,339946,25
262,0,0-339946,262-339946,15605,339946,30
517,0,0-339946,517-339946,15605,339946,0
830,0,0-339946,830-339946,15605,339946,25
1430,0,0-339946,1430-339946,15605,339946,30
5021,0,0-339946,5021-339946,15605,339946,25
10,0,0-339947,10-339947,15605,339947,30
12,0,0-339947,12-339947,15605,339947,30
28,0,0-339947,28-339947,15605,339947,30
30,0,0-339947,30-339947,15605,339947,25
262,0,0-339947,262-339947,15605,339947,30
517,0,0-339947,517-339947,15605,339947,0
830,0,0-339947,830-339947,15605,339947,25
1430,0,0-339947,1430-339947,15605,339947,30
5021,0,0-339947,5021-339947,15605,339947,25
12,0,0-339948,12-339948,15605,339948,30
10,0,0-339949,10-339949,15605,339949,30
12,0,0-339949,12-339949,15605,339949,30
16,0,0-339949,16-339949,15605,339949,25
28,0,0-339949,28-339949,15605,339949,30
517,0,0-339949,517-339949,15605,339949,0
830,0,0-339949,830-339949,15605,339949,25
5021,0,0-339949,5021-339949,15605,339949,25
12,0,0-339950,12-339950,15605,339950,30
16,0,0-339950,16-339950,15605,339950,25
28,0,0-339950,28-339950,15605,339950,30
517,0,0-339950,517-339950,15605,339950,0
5021,0,0-339950,5021-339950,15605,339950,25
28,0,0-339951,28-339951,15605,339951,30
30,0,0-339951,30-339951,15605,339951,25
262,0,0-339951,262-339951,15605,339951,30
517,0,0-339951,517-339951,15605,339951,0
10,0,0-339952,10-339952,13955,339952,30
12,0,0-339952,12-339952,13955,339952,30
10,0,0-339953,10-339953,13955,339953,30
10,0,0-339955,10-339955,13955,339955,30
830,0,0-339955,830-339955,13955,339955,25
10,0,0-339958,10-339958,57036,339958,30
12,0,0-339958,12-339958,57036,339958,30
517,0,0-339958,517-339958,57036,339958,0
830,0,0-339958,830-339958,57036,339958,25
10,0,0-339959,10-339959,57036,339959,30
12,0,0-339959,12-339959,57036,339959,30
830,0,0-339959,830-339959,57036,339959,25
830,0,0-339960,830-339960,57036,339960,25
517,0,0-339961,517-339961,57036,339961,0
10,0,0-339964,10-339964,13961,339964,30
12,0,0-339964,12-339964,13961,339964,30
10,0,0-339970,10-339970,57039,339970,30
12,0,0-339970,12-339970,57039,339970,30
517,0,0-339970,517-339970,57039,339970,0
10,0,0-339971,10-339971,57039,339971,30
12,0,0-339971,12-339971,57039,339971,30
10,0,0-339973,10-339973,57039,339973,30
12,0,0-339973,12-339973,57039,339973,30
517,0,0-339973,517-339973,57039,339973,0
830,0,0-339973,830-339973,57039,339973,25
10,0,0-340062,10-340062,15638,340062,30
12,0,0-340062,12-340062,15638,340062,30
830,0,0-340067,830-340067,15638,340067,25
12,0,0-340086,12-340086,15635,340086,30
830,0,0-340086,830-340086,15635,340086,25
12,0,0-340087,12-340087,15635,340087,30
830,0,0-340089,830-340089,15635,340089,25
830,0,0-340090,830-340090,15635,340090,25
10,0,0-340098,10-340098,15653,340098,30
12,0,0-340098,12-340098,15653,340098,30
830,0,0-340098,830-340098,15653,340098,25
1430,0,0-340098,1430-340098,15653,340098,30
10,0,0-340099,10-340099,15653,340099,30
830,0,0-340099,830-340099,15653,340099,25
1430,0,0-340099,1430-340099,15653,340099,30
10,0,0-340101,10-340101,15653,340101,30
12,0,0-340101,12-340101,15653,340101,30
12,0,0-340104,12-340104,15650,340104,30
830,0,0-340104,830-340104,15650,340104,25
12,0,0-340107,12-340107,15650,340107,30
830,0,0-340107,830-340107,15650,340107,25
830,0,0-340108,830-340108,15650,340108,25
10,0,0-340110,10-340110,22636,340110,30
12,0,0-340110,12-340110,22636,340110,30
1430,0,0-340110,1430-340110,22636,340110,30
10,0,0-340111,10-340111,22636,340111,30
12,0,0-340111,12-340111,22636,340111,30
12,0,0-340112,12-340112,22636,340112,30
10,0,0-340113,10-340113,22636,340113,30
12,0,0-340113,12-340113,22636,340113,30
