pos_ticket_id
470742
471160
485086
629590
629598
629600
629602
671421
997512
1000116
1004890
1009230
569783
1244494
1891046
38002916
38002936
38002946
38002978
38003052
38003060
38003064
38003078
38003090
38003104
38003112
38003128
38003150
38003154
38003156
38003160
38003170
38003174
38003184
38003186
38003188
38003190
38003192
38003194
38003212
38003226
38003232
38003252
38003254
38003270
38003274
38003276
38003278
38003280
38003286
38003290
38003292
38003294
38003316
38003318
38003320
38003322
38003324
38003336
38003338
38003342
38003348
38003350
43115677
56629269
56629411
58332773
70155978
70687789
70790252
71155868
71367908
71434252
71564988
71788905
71930419
72018188
72164241
72164888
72168880
72228515
72270092
72270743
72299531
38599982
38601862
38601958
38602054
39854632
41726354
57223289
58156781
58332949
60355351
61987257
62962985
63231797
63232299
63707804
63836034
63882766
63883253
64406322
64553410
64584336
65025235
65527127
65749981
65770923
68437852
68456974
68521282
68525233
68711143
68851892
68853162
68853718
68854232
68862335
68866957
68892168
68912936
69012809
69054622
69059319
69557990
69558533
69578585
70112632
70335234
70341604
70540837
70552124
71093852
71142206
71144079
71144811
71151828
71627611
72146376
72148977
72371041
72371709
72397851
72486819
72487508
72854472
72855152
72946605
72947287
72977984
73895375
73962785
74123463
74349310
74389733
74391436
74392433
74507273
74537476
74564152
75499760
75664761
75915478
76069881
76070687
76072572
76076663
76080633
76103535
76171877
76210876
76212730
76214349
76215158
76358796
76359607
76385029
76385842
76406293
76637699
76638514
76745706
76746522
77082541
77098540
77101090
77102253
77113280
77122467
77123308
77194163
77195005
77195847
77199267
77201833
77202675
77203517
77204359
77205201
77219330
77384028
77384872
77452736
77507869
77598457
38002942
38002944
38002950
38002960
38002962
38002974
38002976
38002980
38002982
38002988
38002990
38002996
38003000
38003006
38003014
38003016
38003024
38003028
38003032
38003034
38003038
38003044
38003046
38003048
38003050
38003082
38003108
38003142
38003144
38003162
38003200
38003202
38003204
38003304
38003332
38003340
38003346
38003362
38003364
38003366
38003370
38003372
38003374
38557494
38602150
38732618
39390148
39390180
39686884
39706858
39716792
43148519
43179345
55602833
55620633
60686433
61302589
61302771
61860892
61969217
63067671
63884086
64101838
65799081
65805734
65836552
68855716
69052896
69053419
69055285
69055877
69056400
69056923
69057663
69058189
69140218
69673035
69673627
69690192
70041942
71435060
72134443
72137833
72138483
72162665
83616287
83616288
39706970
41470624
41471638
56321423
56321575
58014537
58265835
58332397
58662113
